LVLI_FormID	LVLI_EDID	EntryIndex	LVLO_Reference	COED_ExtraData	LVOV_ChanceNoneValue	LVOG_ChanceNoneGlobal	LVOC_ChanceNoneCurve	LVIV_Quantity	LVIG_QuantityGlobal	LVIT_QuantityCurve	LVLV_MinimumLevel	LVLG_MinimumLevelGlobal	LVLT_MinimumLevelCurve	CondCount	Cond1	Cond2	Cond3	Cond4	Cond5	Cond6	Cond7	Cond8	Cond9	Cond10
00026839	WorkshopProduceScavenge	2	0006907B:c_Circuitry_scrap:MISC		0.000000			1.000000			1.000000			0										
00026839	WorkshopProduceScavenge	3	00069082:c_Springs_scrap:MISC		0.000000			1.000000			1.000000			0										
00026839	WorkshopProduceScavenge	4	0006907F:c_Plastic_scrap:MISC		0.000000			1.000000			1.000000			0										
00026839	WorkshopProduceScavenge	5	00106D98:c_Rubber_scrap:MISC		0.000000			1.000000			1.000000			0										
00026839	WorkshopProduceScavenge	6	000AEC5E:c_Ceramic_scrap:MISC		0.000000			1.000000			1.000000			0										
00026839	WorkshopProduceScavenge	7	0006907A:c_Aluminum_scrap:MISC		0.000000			1.000000			1.000000			0										
00026839	WorkshopProduceScavenge	8	000AEC5F:c_Cloth_scrap:MISC		0.000000			1.000000			1.000000			0										
00026839	WorkshopProduceScavenge	9	0006907D:c_Crystal_scrap:MISC		0.000000			1.000000			1.000000			0										
00026839	WorkshopProduceScavenge	10	000AEC61:c_Fiberglass_scrap:MISC		0.000000			1.000000			1.000000			0										
00026839	WorkshopProduceScavenge	11	00069087:c_FiberOptics_scrap:MISC		0.000000			1.000000			1.000000			0										
00026839	WorkshopProduceScavenge	12	001BF732:c_Oil_scrap:MISC		0.000000			1.000000			1.000000			0										
000330E9	LL_Stimpak_25	0	00023736:Stimpak:ALCH											0										
000330EA	LLS_Radaway_RadX_25	0	00023742:RadAway:ALCH											0										
000330EA	LLS_Radaway_RadX_25	1	00024057:RadX:ALCH											0										
000366B8	LPI_Chems_Any	0	00391A44:LL_Chems_Any:LVLI		0.000000			1.000000			1.000000			0										
000366C6	LL_Junk_Large	0	004F680C:LLS_Loot_Junk_Large_All:LVLI		0.000000			1.000000			1.000000			0										
0003678C	LL_Junk_Small	0	004F680D:LLS_Loot_Junk_Small_All:LVLI		0.000000			1.000000			1.000000			0										
00036916	LL_Chems_Any_25	0	00391A44:LL_Chems_Any:LVLI											0										
00036919	LPI_Drink_Alcohol	0	00391A42:LL_Drink_Alcohol:LVLI		0.000000			1.000000			1.000000			0										
0003691A	LL_Drink_Water_Dirty_50	0	000366BF:WaterBoiled:ALCH											0										
0003691B	LL_Drink_Water_Pure_25	0	000366C0:WaterPurified:ALCH											0										
0003691C	LL_Food_Any_Basic_75	0	00038A0B:LL_Food_Any_Basic:LVLI		0.000000			1.000000			1.000000			0										
00036926	LL_Food_Packaged_75	0	00391A45:LL_Food_Packaged:LVLI											0										
00036928	LL_BloodPack_50	0	00052409:Bloodpack:ALCH											0										
0003692B	LL_Chems_Any_75	0	00391A44:LL_Chems_Any:LVLI											0										
00038A0B	LL_Food_Any_Basic	0	000330F8:CornVegetable:ALCH		0.000000			1.000000			1.000000			0										
00038A0B	LL_Food_Any_Basic	1	000D981D:TarberryFruit:ALCH		0.000000			1.000000			1.000000			0										
00038A0B	LL_Food_Any_Basic	2	000330FA:SquirrelMeatCooked:ALCH		0.000000			1.000000			1.000000			0										
00038A0B	LL_Food_Any_Basic	3	000330FD:IguanaMeat:ALCH		0.000000			1.000000			1.000000			0										
00038A0B	LL_Food_Any_Basic	4	000330FE:IguanaMeatCooked:ALCH		0.000000			1.000000			1.000000			0										
00038A0B	LL_Food_Any_Basic	5	00033102:MutfruitFruit:ALCH		0.000000			1.000000			1.000000			0										
00038A0B	LL_Food_Any_Basic	6	000366BC:SquirrelMeat:ALCH		0.000000			1.000000			1.000000			0										
00038A0B	LL_Food_Any_Basic	7	000366BB:SquirrelMeatTasty:ALCH		0.000000			1.000000			1.000000			0										
00038A0B	LL_Food_Any_Basic	8	000E0043:RazorgrainVegetable:ALCH		0.000000			1.000000			1.000000			0										
00038A0B	LL_Food_Any_Basic	9	0009DCC4:TatoVegetableFruit:ALCH		0.000000			1.000000			1.000000			0										
00038A0B	LL_Food_Any_Basic	10	000F742E:CarrotVegetable:ALCH		0.000000			1.000000			1.000000			0										
00038A0B	LL_Food_Any_Basic	11	000FAFEB:MelonFruit:ALCH		0.000000			1.000000			1.000000			0										
00038A0C	LL_Drink_Alcohol_75	0	00391A42:LL_Drink_Alcohol:LVLI											0										
0003E0BE	MTNL01_LL_Armor_Raider_Headgear	0	000787E9:LLS_Armor_Piecemeal_Headgear:LVLI		0.000000			1.000000			1.000000			0										
0003E0BE	MTNL01_LL_Armor_Raider_Headgear	1	000787E9:LLS_Armor_Piecemeal_Headgear:LVLI		0.000000			1.000000			1.000000			0										
0003E0BE	MTNL01_LL_Armor_Raider_Headgear	2	000787E9:LLS_Armor_Piecemeal_Headgear:LVLI		0.000000			1.000000			1.000000			0										
0003E0BE	MTNL01_LL_Armor_Raider_Headgear	3	000787E9:LLS_Armor_Piecemeal_Headgear:LVLI		0.000000			1.000000			1.000000			0										
0003E0BE	MTNL01_LL_Armor_Raider_Headgear	4	00023432:Headwear_Army_Helmet:ARMO		0.000000			1.000000			21.000000			0										
000585A2	LL_Junk_Small_LowChanceNone	0	0003678C:LL_Junk_Small:LVLI											0										
000585A3	LL_Junk_Large_LowChanceNone	0	004F680C:LLS_Loot_Junk_Large_All:LVLI		0.000000			1.000000			1.000000			0										
000585A4	LL_PrewarMoney_Change	0	00059B02:PrewarMoney:MISC		0.000000			5.000000			1.000000			0										
000585A4	LL_PrewarMoney_Change	1	00059B02:PrewarMoney:MISC		0.000000			4.000000			1.000000			0										
000585A4	LL_PrewarMoney_Change	2	00059B02:PrewarMoney:MISC		0.000000			3.000000			1.000000			0										
000585A4	LL_PrewarMoney_Change	3	00059B02:PrewarMoney:MISC		0.000000			3.000000			1.000000			0										
000585A4	LL_PrewarMoney_Change	4	00059B02:PrewarMoney:MISC		0.000000			2.000000			1.000000			0										
000585A4	LL_PrewarMoney_Change	5	00059B02:PrewarMoney:MISC		0.000000			2.000000			1.000000			0										
000585A4	LL_PrewarMoney_Change	6	00059B02:PrewarMoney:MISC		0.000000			1.000000			1.000000			0										
000585A4	LL_PrewarMoney_Change	7	00059B02:PrewarMoney:MISC		0.000000			1.000000			1.000000			0										
000585A4	LL_PrewarMoney_Change	8	00059B02:PrewarMoney:MISC		0.000000			1.000000			1.000000			0										
000585A4	LL_PrewarMoney_Change	9	00059B02:PrewarMoney:MISC		0.000000			1.000000			1.000000			0										
000585A5	LL_PrewarMoney_Change_15	0	000585A4:LL_PrewarMoney_Change:LVLI											0										
00059A9F	LPI_Weapon_Ranged_PipeGun_Pistol_Auto	0	0033AB86:LL_Weapon_Ranged_PipeGun_Pistol_Auto:LVLI		0.000000			1.000000			1.000000			0										
0005D4D5	LPI_Weapon_Ranged_HuntingRifle	0	0033AB77:LL_Weapon_Ranged_HuntingRifle:LVLI		0.000000			1.000000			1.000000			0										
0005E3F1	LL_Armor_Metal_Any	0	0001959A:LL_Armor_Metal_ArmLeft:LVLI		0.000000			1.000000			1.000000			0										
0005E3F1	LL_Armor_Metal_Any	1	0001959B:LL_Armor_Metal_ArmRight:LVLI		0.000000			1.000000			1.000000			0										
0005E3F1	LL_Armor_Metal_Any	2	0001959D:LL_Armor_Metal_LegLeft:LVLI		0.000000			1.000000			1.000000			0										
0005E3F1	LL_Armor_Metal_Any	3	0001959E:LL_Armor_Metal_LegRight:LVLI		0.000000			1.000000			1.000000			0										
0005E3F1	LL_Armor_Metal_Any	4	0001959F:LL_Armor_Metal_Torso:LVLI		0.000000			1.000000			1.000000			0										
0005E8E5	LLI_Loot_Corpse_Inventory_Raider_Weapons	0	00032B01:LL_Weapon_Ranged_PipeWeapons_All:LVLI		0.000000			1.000000			1.000000			0										
0005E8E5	LLI_Loot_Corpse_Inventory_Raider_Weapons	1	0033AB59:LL_Weapon_Ranged_10mm:LVLI		0.000000			1.000000			5.000000			0										
0005E8E5	LLI_Loot_Corpse_Inventory_Raider_Weapons	2	001ACFBB:LL_Weapon_Ranged_44:LVLI		0.000000			1.000000			5.000000			0										
0005E8E5	LLI_Loot_Corpse_Inventory_Raider_Weapons	3	0033AB77:LL_Weapon_Ranged_HuntingRifle:LVLI		0.000000			1.000000			5.000000			0										
0005E8E5	LLI_Loot_Corpse_Inventory_Raider_Weapons	4	00188A71:LL_Weapon_Ranged_DoubleBarrelShotgun:LVLI		0.000000			1.000000			15.000000			0										
0005E8E5	LLI_Loot_Corpse_Inventory_Raider_Weapons	5	000E7511:LL_Weapon_Ranged_CombatRifle:LVLI		0.000000			1.000000			20.000000			0										
0005E8E5	LLI_Loot_Corpse_Inventory_Raider_Weapons	6	0033AB5F:LL_Weapon_Ranged_AssaultRifle:LVLI		0.000000			1.000000			30.000000			0										
0005F42F	crLLI_Raider_Weapons_Boss	0	00032B01:LL_Weapon_Ranged_PipeWeapons_All:LVLI		0.000000			1.000000			1.000000			0										
0005F42F	crLLI_Raider_Weapons_Boss	1	0033AB77:LL_Weapon_Ranged_HuntingRifle:LVLI		0.000000			1.000000			7.000000			0										
0005F42F	crLLI_Raider_Weapons_Boss	2	000E7511:LL_Weapon_Ranged_CombatRifle:LVLI		0.000000			1.000000			14.000000			0										
00065A3B	LLS_Raider_Misc	0	00391A44:LL_Chems_Any:LVLI		0.000000			1.000000			1.000000			0										
00065A3B	LLS_Raider_Misc	1	00391A44:LL_Chems_Any:LVLI		0.000000			1.000000			1.000000			0										
00065A3B	LLS_Raider_Misc	2	00391A44:LL_Chems_Any:LVLI		0.000000			1.000000			1.000000			0										
00065A3B	LLS_Raider_Misc	3	00391A44:LL_Chems_Any:LVLI		0.000000			0.000000			1.000000			0										
00065A3B	LLS_Raider_Misc	4	00391A44:LL_Chems_Any:LVLI		0.000000			1.000000			1.000000			0										
00065A3B	LLS_Raider_Misc	5	00391A44:LL_Chems_Any:LVLI		0.000000			1.000000			1.000000			0										
00065A3B	LLS_Raider_Misc	6	00391A44:LL_Chems_Any:LVLI		0.000000			1.000000			1.000000			0										
00065A3B	LLS_Raider_Misc	7	00391A44:LL_Chems_Any:LVLI		0.000000			1.000000			1.000000			0										
00065A3B	LLS_Raider_Misc	8	00391A44:LL_Chems_Any:LVLI		0.000000			1.000000			1.000000			0										
00065A3B	LLS_Raider_Misc	9	00391A44:LL_Chems_Any:LVLI		0.000000			1.000000			1.000000			0										
00065A3B	LLS_Raider_Misc	10	00048DE0:LL_Ammo_PipeGun_SemiAuto:LVLI		0.000000			1.000000			1.000000			0										
00065A3B	LLS_Raider_Misc	11	00048DE1:LL_Ammo_PipeRevolver:LVLI		0.000000			1.000000			1.000000			0										
00065A3B	LLS_Raider_Misc	12	00048DE0:LL_Ammo_PipeGun_SemiAuto:LVLI		0.000000			1.000000			1.000000			0										
00065A3B	LLS_Raider_Misc	13	00048DE1:LL_Ammo_PipeRevolver:LVLI		0.000000			1.000000			1.000000			0										
00065A3C	LLS_Raider_Misc_25	0	00065A3B:LLS_Raider_Misc:LVLI											0										
00065A3D	LLS_Raider_Misc_50	0	00065A3B:LLS_Raider_Misc:LVLI											0										
00065A3E	LLS_Raider_Misc_75	0	00065A3B:LLS_Raider_Misc:LVLI											0										
00065A3F	LL_Junk_Large_HighChanceNone	0	004F680C:LLS_Loot_Junk_Large_All:LVLI		0.000000			1.000000			1.000000			0										
00065A40	LL_Junk_Small_HighChanceNone	0	0003678C:LL_Junk_Small:LVLI											0										
0006737F	LL_PrewarMoney_Reward_Medium_and_Change	0	00059B02:PrewarMoney:MISC		0.000000			10.000000			1.000000			0										
0006737F	LL_PrewarMoney_Reward_Medium_and_Change	1	000585A4:LL_PrewarMoney_Change:LVLI		0.000000			1.000000			1.000000			0										
00067380	LL_PrewarMoney_Reward_Small_and_Change	0	00059B02:PrewarMoney:MISC											0										
00067380	LL_PrewarMoney_Reward_Small_and_Change	1	000585A4:LL_PrewarMoney_Change:LVLI											0										
00067381	LPI_Ammo_10mm	0	004FC3B2:LL_Ammo_10mm_for_LPI:LVLI		0.000000			1.000000			1.000000			0										
00067382	LL_Ammo_308Caliber	0	0001F66B:Ammo308Caliber:AMMO		0.000000			3.000000			1.000000			0										
00067382	LL_Ammo_308Caliber	1	0001F66B:Ammo308Caliber:AMMO		0.000000			4.000000			1.000000			0										
00067382	LL_Ammo_308Caliber	2	0001F66B:Ammo308Caliber:AMMO		0.000000			4.000000			1.000000			0										
00067382	LL_Ammo_308Caliber	3	0001F66B:Ammo308Caliber:AMMO		0.000000			5.000000			1.000000			0										
00067382	LL_Ammo_308Caliber	4	0001F66B:Ammo308Caliber:AMMO		0.000000			5.000000			1.000000			0										
00067382	LL_Ammo_308Caliber	5	0001F66B:Ammo308Caliber:AMMO		0.000000			6.000000			1.000000			0										
00067383	LL_Ammo_45Caliber	0	0001F66A:Ammo45Caliber:AMMO		0.000000			15.000000			1.000000			0										
00067383	LL_Ammo_45Caliber	1	0001F66A:Ammo45Caliber:AMMO		0.000000			16.000000			1.000000			0										
00067383	LL_Ammo_45Caliber	2	0001F66A:Ammo45Caliber:AMMO		0.000000			17.000000			1.000000			0										
00067384	LPI_Ammo_38Caliber	0	004FC3B5:LL_Ammo_38Caliber_for_LPI:LVLI		0.000000			1.000000			1.000000			0										
00067385	LL_Ammo_556	0	0001F278:Ammo556:AMMO											0										
00067385	LL_Ammo_556	1	0001F278:Ammo556:AMMO											0										
00067385	LL_Ammo_556	2	0001F278:Ammo556:AMMO											0										
00067385	LL_Ammo_556	3	0001F278:Ammo556:AMMO											0										
00067385	LL_Ammo_556	4	0001F278:Ammo556:AMMO											0										
00067386	LL_Ammo_5mm	0	0001F66C:Ammo5mm:AMMO		0.000000			23.000000			1.000000			0										
00067386	LL_Ammo_5mm	1	0001F66C:Ammo5mm:AMMO		0.000000			24.000000			1.000000			0										
00067386	LL_Ammo_5mm	2	0001F66C:Ammo5mm:AMMO		0.000000			25.000000			1.000000			0										
00067386	LL_Ammo_5mm	3	0001F66C:Ammo5mm:AMMO		0.000000			26.000000			1.000000			0										
00067387	LL_Ammo_50Cal	0	0001F279:Ammo50Caliber:AMMO											0										
00067387	LL_Ammo_50Cal	1	0001F279:Ammo50Caliber:AMMO											0										
00067387	LL_Ammo_50Cal	2	0001F279:Ammo50Caliber:AMMO											0										
00067387	LL_Ammo_50Cal	3	0001F279:Ammo50Caliber:AMMO											0										
00067387	LL_Ammo_50Cal	4	0001F279:Ammo50Caliber:AMMO											0										
00067388	LPI_Ammo_PlasmaGun	0	004FC3CB:LL_Ammo_PlasmaCartridge_for_LPI:LVLI		0.000000			1.000000			1.000000			0										
0006738A	LL_Ammo_ShotgunShell	0	0001F673:AmmoShotgunShell:AMMO											0										
0006738A	LL_Ammo_ShotgunShell	1	0001F673:AmmoShotgunShell:AMMO											0										
