ARMO_FormID	ARMO_EDID	ARMO_FULL	KeywordCount	DATA_Value	DATA_Weight	DATA_Health	DAMA_Energy_Amount	DAMA_Energy_Curve	DAMA_Fire_Amount	DAMA_Fire_Curve	DAMA_Cryo_Amount	DAMA_Cryo_Curve	DAMA_Poison_Amount	DAMA_Poison_Curve	DAMA_Rad_Amount	DAMA_Rad_Curve	DAMA_Physical_Amount	DAMA_Physical_Curve	APPR_SlotCount	CVT1_DurabilityMin	CVT2_CondDmgScaleFactor	CVT3_DurabilityMax	ModelCount
00034595	Clothes_Wastelander_01_GlovesA	Radstag Hide Outfit	0	13	0.100000	0													0				0
00034602	ClothesDog_DogCollar	Dog Collar	0	7	0.100000	0													0				0
00035873	SkinViciousDogA		0	0	0.000000	0													0				0
00035881	SkinMoleratHairExtra		0	0	0.000000	0													0				0
00036148	SkinMoleratHairBack		0	0	0.000000	0													0				0
00039F9B	Headwear_CivilWarHatUnion	Union Hat	0	40	0.100000	0													0				0
0003D414	SkinRadStagAlbino		0	0	0.000000	0													0				0
0003D417	SkinRadStagCorrupted		0	0	0.000000	0													0				0
0003D41A	SkinRadStagFawn		0	0	0.000000	0													0				0
0003D41D	SkinRadStagGlowing		0	0	0.000000	0													0				0
0003E577	ArmorPoweredFrame	Powered Armor Frame	0	0	0.000000	0													0				0
00042565	ATX_Headwear_FlightHelmet	Yellow Flight Helmet	0	0	0.100000	0													0				0
00042DB1	SkinTurretMilitary		0	0	0.000000	0													0				0
0004322C	ATX_Headwear_FlightHelmetRed	Red Flight Helmet	0	0	0.100000	0													0				0
00044FB0	Pipboy2	Pipboy2000	0	0	0.000000	0													0				0
00046972	SuperMutantArmor1	Super Mutant Armor	0	30	10.000000	0													0				0
00046C61	SkinEyeBotResponder		0	0	0.000000	0													0				0
000475D3	FX1stPersonGroggyWakeArmor		0	0	0.000000	0													0				0
000475DD	SkinRadRoach01		0	0	0.000000	0													0				0
00047E03	SkinRadRoach02		0	0	0.000000	0													0				0
00047E04	SkinRadRoach03		0	0	0.000000	0													0				0
00047E0A	SkinRadRoachJuvi01		0	0	0.000000	0													0				0
000498E0	SkinMoleratBroodmother		0	0	0.000000	0													0				0
0004B933	Armor_Metal_ArmLeft	Metal Left Arm	0	45	0.710000	100													0	Durability_Armor_Metal_Min	ConditionDamageScaleFactor_Armor_Metal	Durability_Armor_Metal_Max	0
0004BE4D	ATX_Clothes_MilitaryIntelOfficerUniformClean	Military Intel Officer Uniform	0	0	0.100000	0													0				0
0004E1B9	ATX_Headwear_MilitaryIntelOfficerHat01	Military Intel Officer Dress Hat	0	0	0.100000	0													0				0
0004E1BB	ATX_Headwear_MilitaryIntelOfficerHat01Clean	Military Intel Officer Dress Hat	0	0	0.100000	0													0				0
0004FEB0	Armor_VaultSuit76_Underarmor_Clean	Vault 76 Jumpsuit	0	20	0.500000	0													0				0
00050173	ATX_Headwear_MilitaryIntelOfficerHat02	Military Intel Officer Hat	0	0	0.100000	0													0				0
00052081	ATX_Headwear_CultistHood	Cultist Hood	0	0	0.100000	0													0				0
00052B11	Headwear_MinerHatClean	Miner Hat Clean	0	15	0.100000	0													0				0
00052C80	Headwear_Fasnacht_NOTEVENT_Mask_02_Man	Fasnacht Man Mask	0	10	0.100000	0													0				0
000536C1	Armor_Metal_ArmRight	Metal Right Arm	0	45	0.710000	100													0	Durability_Armor_Metal_Min	ConditionDamageScaleFactor_Armor_Metal	Durability_Armor_Metal_Max	0
000536C2	Armor_Metal_LegLeft	Metal Left Leg	0	15	0.710000	100													0	Durability_Armor_Metal_Min	ConditionDamageScaleFactor_Armor_Metal	Durability_Armor_Metal_Max	0
000536C3	Armor_Metal_LegRight	Metal Right Leg	0	15	0.710000	100													0	Durability_Armor_Metal_Min	ConditionDamageScaleFactor_Armor_Metal	Durability_Armor_Metal_Max	0
000536C4	Armor_Metal_Torso	Metal Chest Piece	0	40	1.430000	100													0	Durability_Armor_Metal_Min	ConditionDamageScaleFactor_Armor_Metal	Durability_Armor_Metal_Max	0
000536C5	Headwear_Metal_Shades	Wraparound Goggles	0	12	0.100000	0													0				0
00056736	Clothes_BOSScientistCoat	Brotherhood Lab Coat	0	19	0.100000	0													0				0
00056738	Armor_BoS_Underarmor_BOSFatigues	Brotherhood Fatigues	0	10	0.500000	0													0				0
00056CF1	FXVault111ExitIdleLookUpInElevatorArmor		0	0	0.000000	0													0				0
00057509	Headwear_Fasnacht_Mask_Witch	Fasnacht Witch Mask	0	10	0.100000	0													0				0
0005750B	Headwear_Fasnacht_Mask_DeathSkull	Fasnacht Skull Mask	0	10	0.100000	0													0				0
00057538	Headwear_Fasnacht_Mask_Harlequin	Fasnacht Jester Mask	0	10	0.100000	0													0				0
00057A39	Clothes_CultOutfit	Ritual Bindings	0	10	0.100000	0													0				0
00057A3B	Headwear_CultHat	Ritual Mask	0	10	0.100000	0													0				0
0005AF60	Clothes_Swimsuit	Swimsuit	0	10	0.100000	0													0				0
0005CE82	SkinScorchBeast		0	0	0.000000	0													0				0
0005E148	CreatureClothes_FeralGhoulDressColor		0	0	0.100000	0													0				0
0005E173	CreatureClothes_FeralGhoulPantsColor		0	0	0.100000	0													0				0
0005E17B	CreatureClothes_FeralGhoulShortsColor		0	0	0.100000	0													0				0
0005E186	CreatureClothes_FeralGhoulDressPink		0	0	0.100000	0													0				0
0005E76C	ATX_Clothes_Jumpsuit_RedRocket	Red Rocket Jumpsuit	0	0	0.100000	0													0				0
0005FBAF	SkinStingwing		0	0	0.000000	0													0				0
000636A4	SkinRadscorpion		0	0	0.000000	0													0				0
0006388E	CreatureClothes_FeralGhoulReaverArmor		0	0	0.100000	0													0				0
00063891	CreatureClothes_FeralGhoulReaverArmor2		0	0	0.100000	0													0				0
00063895	CreatureClothes_FeralGhoulReaverArmor3		0	0	0.100000	0													0				0
00064C5F	SkinMirelurkHunter	MirelurkHunter	0	0	0.000000	0													0				0
00068CF3	ATX_Clothes_VaultTecScientist	Vault-Tec Lab Coat	0	0	0.100000	0													0				0
0006B4EE	SkinFeralGhoul		0	0	0.000000	0													0				0
0006B98D	SkinEyeBotWatoga		0	0	0.000000	0													0				0
0006D7B8	PipboyDusty	Pipboy	0	0	0.000000	0													0				0
0006FA20	ATX_Clothes_Jumpsuit_SpaceSuit1	Spacesuit Jumpsuit	0	0	0.100000	0													0				0
0007154C	SkinMirelurkSpawn		0	0	0.000000	0													0				0
0007239E	Headwear_Raider_GreenHoodGasmask	Assault Gas Mask	0	50	0.100000	0													0				0
000732AC	Clothes_Wastelander_02_Hood_GlovesB	Explorer Outfit	0	13	0.100000	0													0				0
000732AE	Clothes_Wastelander_02_NoHood_GlovesB	Scavenger Outfit	0	13	0.100000	0													0				0
000732B1	Clothes_Raider_Suit_01_GlovesB	Tattered Field Jacket	0	13	0.100000	0													0				0
000732B5	Clothes_Raider_Suit_02A_GlovesC	Leather Coat	0	13	0.100000	0													0				0
000732B9	Clothes_Raider_Suit_02B_GlovesC	Traveling Leather Coat	0	13	0.100000	0													0				0
00073D4F	SkinWendigoScorched		0	0	0.000000	0													0				0
000787D3	Headwear_Clothes_Metal_Helmet	Metal Helmet	0	15	0.100000	0													0				0
000787D8	Headwear_Raider_Gasmask	Gas Mask	0	40	0.100000	0													0				0
000787D9	Headwear_Raider_Goggles	Welding Goggles	0	15	0.100000	0													0				0
000787DA	Headwear_Raider_SurgicalMask	Surgical Mask	0	30	0.100000	0													0				0
000787DB	Headwear_Raider_Hood	Wrapped Cap	0	5	0.100000	0													0				0
000787EC	Headwear_Raider_GreenHood	Green Hood	0	5	0.100000	0													0				0
0007A2D0	SkinOwl		0	0	0.000000	0													0				0
0007B9C3	Armor_Leather_ArmRight	Leather Right Arm	0	24	0.640000	100													0	Durability_Armor_Leather_Min	ConditionDamageScaleFactor_Armor_Leather	Durability_Armor_Leather_Max	0
0007B9C4	Armor_Leather_LegLeft	Leather Left Leg	0	26	0.640000	100													0	Durability_Armor_Leather_Min	ConditionDamageScaleFactor_Armor_Leather	Durability_Armor_Leather_Max	0
0007B9C5	Armor_Leather_LegRight	Leather Right Leg	0	26	0.640000	100													0	Durability_Armor_Leather_Min	ConditionDamageScaleFactor_Armor_Leather	Durability_Armor_Leather_Max	0
0007B9C6	Armor_Leather_Torso	Leather Chest Piece	0	40	1.290000	100													0	Durability_Armor_Leather_Min	ConditionDamageScaleFactor_Armor_Leather	Durability_Armor_Leather_Max	0
0007B9C7	Armor_Leather_ArmLeft	Leather Left Arm	0	24	0.640000	100													0	Durability_Armor_Leather_Min	ConditionDamageScaleFactor_Armor_Leather	Durability_Armor_Leather_Max	0
0007E752	SkinEyeBotFreeStates		0	0	0.000000	0													0				0
0007ED02	SkinFeralGhoulHead2		0	0	0.000000	0													0				0
0007ED04	SkinFeralGhoulHead3		0	0	0.000000	0													0				0
0007ED06	SkinFeralGhoulHead4		0	0	0.000000	0													0				0
0007ED0F	CreatureClothes_FeralGhoulDress		0	0	0.100000	0													0				0
0007ED1A	CreatureClothes_FeralGhoulShirt2		0	0	0.100000	0													0				0
0007ED1B	SkinRadStag		0	0	0.000000	0													0				0
0008158D	Armor_RaiderMod_Underarmor_Harness	Harness	0	20	0.500000	0													0				0
000821B6	ATX_Headwear_VaultTecSecurityHelmet	Vault-Tec Security Helmet	0	0	0.100000	0													0				0
000824EE	SkinMoleratHairBasic		0	0	0.000000	0													0				0
00082901	SkinYaoGuaiRabid		0	0	0.000000	0													0				0
00082902	SkinYaoGuaiGlowing		0	0	0.000000	0													0				0
00082904	SkinYaoGuaiShaggy		0	0	0.000000	0													0				0
00082907	SkinYaoGuaiLumbering		0	0	0.000000	0													0				0
0008290A	SkinYaoGuaiDusky		0	0	0.000000	0													0				0
00083109	ATX_Headwear_MilitaryIntelOfficerHat02Clean	Military Intel Officer Hat	0	0	0.100000	0													0				0
0008925C	Armor_WeddingRing	Wedding Ring	0	100	0.100000	0													0				0
000897FC	PowerArmorCoreGlow		0	0	0.000000	0													0				0
0008EC49	SkinFeralGhoulHead1		0	0	0.000000	0													0				0
00090C35	SkinFEVHoundWhole		0	0	0.000000	0													0				0
00092374	Headwear_ClownHat	Clown Hat	0	10	0.100000	0													0				0
000923A4	ATX_Headwear_ClownHatClean	Clean Clown Hat	0	0	0.100000	0													0				0
000976B7	ATX_Armor_Vault111Clean_Underwear	Vault 111 Jumpsuit - New	0	0	1.000000	0													0				0
000986CA	MirelurkShield		0	0	0.000000	0													0				0
0009A2ED	Clothes_SpaceSuit	Spacesuit	0	300	0.100000	0													0				0
0009AC97	CUT_Clothes_PrewarSweaterVest_01_Clean	Covert Sweater Vest	0	10	0.100000	0													0				0
0009C05B	Headwear_BandanaRed	Red Bandana	0	19	0.100000	0													0				0
0009D22F	MTR04_Clothes_AmusementPark_Camden_MascotX	Soiled Mr. Fuzzy Mascot Suit	0	150	0.100000	0													0				0
0009F252	ATX_Clothes_Piper_SP1	Piper's Trench Coat	0	0	0.100000	0													0				0
000A074B	SkinFeralGhoulWitheredHead4		0	0	0.000000	0													0				0
000A074C	CreatureClothes_FeralGhoulShortsRndColor		0	0	0.100000	0													0				0
000A074D	SkinFeralGhoulWithered		0	0	0.000000	0													0				0
000A0751	CreatureClothes_FeralGhoulArmwrapsRndColor		0	0	0.100000	0													0				0
000A0754	CreatureClothes_FeralGhoulShirtShreddedRndColor		0	0	0.100000	0													0				0
000A0755	CreatureClothes_FeralGhoulShortsShreddedRndColor		0	0	0.100000	0													0				0
000A0757	CreatureClothes_FeralGhoulDressRndColor		0	0	0.100000	0													0				0
000A0758	CreatureClothes_FeralGhoulPantsRndColor		0	0	0.100000	0													0				0
000A075F	CreatureClothes_FeralGhoulShirtSmallRndColor		0	0	0.100000	0													0				0
000A0760	CreatureClothes_FeralGhoulShirtRndColor		0	0	0.100000	0													0				0
000A0761	SkinFeralGhoulWitheredHead3		0	0	0.000000	0													0				0
000A0762	SkinFeralGhoulGengrenous		0	0	0.000000	0													0				0
000A0763	SkinFeralGhoulShadow		0	0	0.000000	0													0				0
000A0764	CreatureClothes_FeralGhoulShirtSmallBloody		0	0	0.100000	0													0				0
000A0765	CreatureClothes_FeralGhoulShirtBloody		0	0	0.100000	0													0				0
000A0766	CreatureClothes_FeralGhoulBloodyHands		0	0	0.100000	0													0				0
000A0767	SkinFeralGhoulBloodyHead2		0	0	0.000000	0													0				0
000A0768	CreatureClothes_FeralGhoulBloodyPants		0	0	0.100000	0													0				0
000A0769	SkinFeralGhoulWitheredHead2		0	0	0.000000	0													0				0
000A076A	SkinFeralGhoulWitheredHead1		0	0	0.000000	0													0				0
000A0F31	SkinYaoGuaiWhole		0	0	0.000000	0													0				0
000A28D7	Clothes_Mayor	Patched Suit	0	10	0.100000	0													0				0
000A28D8	Headwear_MayorHat	Crumpled Fedora	0	15	0.100000	0													0				0
000A36BE	Clothes_Resident4	Patched Three-Piece Suit	0	10	0.100000	0													0				0
000A36C0	Headwear_Resident4Hat	Trilby Hat	0	5	0.100000	0													0				0
000A563C	SkinEyeBot		0	0	0.000000	0													0				0
000A740B	Clothes_Resident7	Padded Blue Jacket	0	10	0.100000	0													0				0
000A740E	Headwear_Resident7Hat	Newsboy Cap	0	5	0.100000	0													0				0
000A7DA9	SkinEyeBotNoBack		0	0	0.000000	0													0				0
000A7DAA	SkinEyeBotBack		0	0	0.000000	0													0				0
000A81AF	ATX_Headwear_PiperCap_SP1	Piper's Press Cap	0	0	0.100000	0													0				0
000A81B0	ATX_Headwear_PiperGoggles_SP1	Piper's Road Goggles	0	0	0.100000	0													0				0
000A8499	SkinEyeBotBackRadio		0	0	0.000000	0													0				0
000A96BA	SkinFeralGhoulGlowingPutridB		0	0	0.000000	0													0				0
000A96BB	SkinFeralGhoulGlowingPutrid		0	0	0.000000	0													0				0
000A96BC	SkinFeralGhoulGlowingBloated		0	0	0.000000	0													0				0
000ADA90	SkinNakedDirty		0	0	0.000000	0													0				0
000AF0E2	Armor_RaiderMod_Underarmor_RoadLeathers	Road Leathers	0	20	0.500000	0													0				0
000B03B2	SkinFeralGhoulBubble1c		0	0	0.000000	0													0				0
000B03B3	SkinFeralGhoulBubble1b		0	0	0.000000	0													0				0
000B03B4	SkinFeralGhoulHeadBubble1		0	0	0.000000	0													0				0
000B03B5	SkinFeralGhoulBubble1a		0	0	0.000000	0													0				0
000B03B6	SkinBloatflyDark		0	0	0.000000	0													0				0
000B03B7	SkinBloatflyColor		0	0	0.000000	0													0				0
000B03BC	SkinFeralGhoulHeadBubble2		0	0	0.000000	0													0				0
000B03BD	SkinFeralGhoulHeadBubble3		0	0	0.000000	0													0				0
000B03BE	SkinBloatflyGlow		0	0	0.000000	0													0				0
000B03BF	SkinFeralGhoulHeadBubble4		0	0	0.000000	0													0				0
000B03C0	SkinFeralGhoulBubble2b		0	0	0.000000	0													0				0
000B03C1	SkinFeralGhoulBubble2a		0	0	0.000000	0													0				0
000B1F09	SkinTurretStanding		0	0	0.000000	0													0				0
000B268D	SkinEyeBotHolotape		0	0	0.000000	0													0				0
000B28D4	SkinTurretMounted		0	0	0.000000	0													0				0
000B2BF1	SkinRaiderDog		0	0	0.000000	0													0				0
000B2D8D	Clothes_Wastelander_Light	Drifter Outfit	0	35	0.100000	0													0				0
000B2D8E	POST_Armor_Wastelander_Heavy	Cage Armor	0	90	10.000000	100													0	Durability_Armor_Leather_Min	ConditionDamageScaleFactor_Armor_Leather	Durability_Armor_Leather_Max	0
000B2D8F	POST_Armor_Wastelander_Heavy_With_Helmet	Helmeted Cage Armor	0	110	11.000000	100													0	Durability_Armor_Leather_Min	ConditionDamageScaleFactor_Armor_Leather	Durability_Armor_Leather_Max	0
000B30DC	SkinRadSquirrel		0	0	0.000000	0													0				0
000B3167	ATX_Clothes_MilitaryOfficerUniformClean	Military Officer Uniform	0	0	0.100000	0													0				0
000B3D9F	ATX_Headwear_MilitaryOfficerHat01	Military Officer Dress Hat	0	0	0.100000	0													0				0
000B3DA8	ATX_Headwear_MilitaryOfficerHat01Clean	Military Officer Dress Hat	0	0	0.100000	0													0				0
000B3F4C	Clothes_Resident5	Surveyor Outfit	0	10	0.100000	0													0				0
000B3F4D	Headwear_Resident5Hat	Green Rag Hat	0	2	0.100000	0													0				0
000B3F4E	Clothes_Resident6	Wasteland Rags	0	7	0.100000	0													0				0
000B7F92	SkinMirelurkKing		0	0	0.000000	0													0				0
000BB7DA	SkinSupermutantBehemoth		0	0	0.000000	0													0				0
000BEDF2	SkinBloodbugVampJuvi		0	0	0.000000	0													0				0
000BEDF3	SkinBloodbugVampTeen		0	0	0.000000	0													0				0
000BEDF4	SkinBloodbugVampAdult		0	0	0.000000	0													0				0
000BEDF5	SkinBloodbugRedAdult		0	0	0.000000	0													0				0
000BEDF6	SkinBloodbugRedJuvi		0	0	0.000000	0													0				0
000BEDF7	SkinBloodbugRedTeen		0	0	0.000000	0													0				0
000C978E	SkinStingwingFat		0	0	0.000000	0													0				0
000C978F	SkinStingwingGlow		0	0	0.000000	0													0				0
000C9790	SkinBloodbugBaseAdultGlow		0	0	0.000000	0													0				0
000C9791	SkinStingwingThin		0	0	0.000000	0													0				0
000C9AD0	SkinCat		0	0	0.000000	0													0				0
000CAB95	SkinTurretStandingMounted		0	0	0.000000	0													0				0
000CAB9A	SkinTurretMountedDest		0	0	0.000000	0													0				0
000CEAC4	Armor_HazmatSuit	Hazmat Suit	0	85	2.000000	100													0	Durability_Armor_Leather_Min	ConditionDamageScaleFactor_Armor_Leather	Durability_Armor_Leather_Max	0
000D4166	ATX_Headwear_FlightHelmetBrown	Brown Flight Helmet	0	0	0.100000	0													0				0
000D77E5	SkinVertibird		0	0	0.000000	0													0				0
000D96DC	SkinAssaultron		0	0	0.000000	0													0				0
000D9805	CUT_SkinGorilla		0	0	0.000000	0													0				0
000DDB80	POST_Armor_Wastelander_Medium	Spike Armor	0	50	7.000000	100													0	Durability_Armor_Leather_Min	ConditionDamageScaleFactor_Armor_Leather	Durability_Armor_Leather_Max	0
000DDB81	POST_Armor_Wastelander_Medium_With_Helmet	Helmeted Spike Armor	0	65	8.000000	100													0	Durability_Armor_Leather_Min	ConditionDamageScaleFactor_Armor_Leather	Durability_Armor_Leather_Max	0
000DEDE7	Clothes_BoS_Engineer_Scribe	Engineer's Uniform	0	15	0.100000	0													0				0
000DEDE9	Headwear_BoS_Engineer_Scribe_Helmet	Welding Helmet	0	20	0.100000	0													0				0
000DEDEB	Armor_BoS_Knight_Underarmor_Shin	Brotherhood Knight Suit	0	30	0.500000	0													0				0
000DF455	ATX_Clothes_TravelingSalesmanCoat	Traveling Salesman Outfit	0	0	0.100000	0													0				0
000DF457	ATX_Headwear_TravelingSalesmanHat	Traveling Salesman Fedora	0	0	0.100000	0													0				0
000DFFC5	ATX_Clothes_PrewarSweaterVest_Clean	Sweater Vest and Slacks	0	0	0.100000	0													0				0
000E12A7	SkinMirelurkQueen		0	0	0.000000	0													0				0
000E1A39	Headwear_BoS_Knight_Helmet	BOS Hood	0	25	0.100000	0													0				0
000E1AF6	Clothes_BoS_Knight_Lancer	Bomber Jacket	0	20	0.100000	0													0				0
000E1AF8	Headwear_BoS_Knight_Lancer_Helmet	Flight Helmet	0	25	0.100000	0													0				0
000E370E	Clothes_BoS_Field_Scribe	Field Scribe's Uniform	0	20	0.100000	0													0				0
000E3710	Headwear_BoS_Field_Scribe_Helmet	Field Scribe's Hat	0	8	0.100000	0													0				0
000E44FD	SkinSentryBot		0	0	0.000000	0													0				0
000E44FF	Clothes_BoS_Science_Scribe	Science Scribe's Uniform	0	15	0.100000	0													0				0
000E4501	Headwear_BoS_Science_Scribe_Helmet	Medical Goggles	0	12	0.100000	0													0				0
000E5084	Clothes_Resident3	Farmhand Clothes	0	10	0.100000	0													0				0
000E5086	Headwear_Resident3Hat	Battered Fedora	0	6	0.100000	0													0				0
000E6288	ATX_Clothes_PrewarShortSleeves_Clean	Laundered Loungewear	0	0	0.100000	0													0				0
000E628A	Headwear_SunGlasses	Sunglasses	0	12	0.100000	0													0				0
000E857D	SkinProtectron		0	0	0.000000	0													0				0
000EAFB8	SkinGhoulNaked		0	0	0.000000	0													0				0
000ECDB9	SkinMirelurkUnderwater		0	0	0.000000	0													0				0
000EECF5	ATX_Clothes_PreWarDress_Clean	Laundered Green Dress	0	0	0.100000	0													0				0
000F6D83	Headwear_WinterHat	Ushanka Hat	0	15	0.100000	0													0				0
000F6D84	Headwear_GrayKnitCap	Gray Knit Cap	0	15	0.100000	0													0				0
000F6D86	Headwear_HardHat_Default	Hard Hat	0	15	0.100000	0													0				0
000F6D87	ATX_Headwear_CoastguardHat	Coast Guard Hat	0	0	0.100000	0													0				0
000F6D88	Headwear_ChefsHat	Chef Hat	0	15	0.100000	0													0				0
000F6D89	Headwear_CaptainsHat	Sea Captain's Hat	0	25	0.100000	0													0				0
000F6D8C	Headwear_Batting_HelmetBlue	Blue Batting Helmet	0	5	0.100000	0													0				0
000FC100	ATX_Clothes_Mobster01	Black Vest and Slacks	0	0	0.100000	0													0				0
000FC102	Clothes_Mobster02	Suspenders and Slacks	0	10	0.100000	0													0				0
000FC104	Headwear_BowlerHat	Bowler Hat	0	15	0.100000	0													0				0
000FC395	ATX_Clothes_Tuxedo	Tuxedo	0	0	0.100000	0													0				0
000FC396	ATX_Headwear_TuxedoHat	Tuxedo Hat	0	0	0.100000	0													0				0
000FD9A8	Clothes_SlinkyDress	Red Dress	0	15	0.100000	0													0				0
000FD9AA	Headwear_FancyGlasses	Fashionable Glasses	0	27	0.100000	0													0				0
000FFC21	Armor_Casual_Underarmor_ShirtJeans	Undershirt & Jeans	0	20	0.500000	0													0				0
00100303	SkinMoleratBombVest		0	0	0.000000	0													0				0
0010CA68	SkinNakedScorched		0	0	0.000000	0													0				0
0010CF7A	Clothes_ClownOutfit	Clown Outfit	0	10	0.100000	0													0				0
0010CF7B	ATX_Clothes_ClownOutfitClean	Clean Clown Outfit	0	0	0.100000	0													0				0
0010ED1C	DLC01_SkinTurretSpotlightWorkshop		0	0	0.000000	0													0				0
0010F370	Armor_DLC01_Robot_Torso	Robot Chest Piece	0	25	1.420000	100													0	Durability_Armor_Robot_Min	ConditionDamageScaleFactor_Armor_Robot	Durability_Armor_Robot_Max	0
0010F373	Armor_DLC01_Robot_ArmRight	Robot Right Arm	0	40	0.700000	100													0	Durability_Armor_Robot_Min	ConditionDamageScaleFactor_Armor_Robot	Durability_Armor_Robot_Max	0
0010F375	Armor_DLC01_Robot_ArmLeft	Robot Left Arm	0	40	0.700000	100													0	Durability_Armor_Robot_Min	ConditionDamageScaleFactor_Armor_Robot	Durability_Armor_Robot_Max	0
0010F377	Armor_DLC01_Robot_LegRight	Robot Right Leg	0	10	0.700000	100													0	Durability_Armor_Robot_Min	ConditionDamageScaleFactor_Armor_Robot	Durability_Armor_Robot_Max	0
0010F379	Armor_DLC01_Robot_LegLeft	Robot Left Leg	0	16	0.700000	100													0	Durability_Armor_Robot_Min	ConditionDamageScaleFactor_Armor_Robot	Durability_Armor_Robot_Max	0
0010F37B	Headwear_Clothes_DLC01_Robot_Helmet_Assaultron	Assaultron Helmet	0	20	0.100000	0													0				0
0010F37D	Headwear_Clothes_DLC01_Robot_Helmet_Eyebot	Eyebot Helmet	0	20	0.100000	0													0				0
0010F37F	Headwear_Clothes_DLC01_Robot_Helmet_SentryBot	Sentry Bot Helmet	0	20	0.100000	0													0				0
0010F3F5	SkinRoboBrain		0	0	0.000000	0													0				0
