FormID	EditorID	FULL	Keywords_Count	Keywords_Flat	Value	Weight	ReferencedByCount	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6	Ref7	Ref8	Ref9	Ref10	Ref11	Ref12	Ref13	Ref14	Ref15	Ref16	Ref17	Ref18	Ref19	Ref20	Ref21	Ref22	Ref23	Ref24	Ref25	Ref26	Ref27	Ref28	Ref29	Ref30	Ref31	Ref32	Ref33	Ref34	Ref35	Ref36	Ref37	Ref38	Ref39	Ref40	Ref41	Ref42	Ref43	Ref44	Ref45	Ref46	Ref47	Ref48	Ref49	Ref50	Ref51	Ref52	Ref53	Ref54	Ref55	Ref56	Ref57	Ref58	Ref59	Ref60	Ref61	Ref62	Ref63	Ref64	Ref65	Ref66	Ref67	Ref68	Ref69	Ref70	Ref71	Ref72	Ref73	Ref74	Ref75	Ref76	Ref77	Ref78	Ref79	Ref80	Ref81	Ref82	Ref83	Ref84	Ref85	Ref86	Ref87	Ref88	Ref89	Ref90	Ref91	Ref92	Ref93	Ref94	Ref95	Ref96	Ref97	Ref98	Ref99	Ref100	Ref101	Ref102	Ref103	Ref104	Ref105	Ref106	Ref107	Ref108	Ref109	Ref110	Ref111	Ref112	Ref113	Ref114	Ref115	Ref116	Ref117	Ref118	Ref119	Ref120	Ref121	Ref122	Ref123	Ref124	Ref125	Ref126	Ref127	Ref128	Ref129	Ref130	Ref131	Ref132	Ref133	Ref134	Ref135	Ref136	Ref137	Ref138	Ref139	Ref140	Ref141	Ref142	Ref143	Ref144	Ref145	Ref146	Ref147	Ref148	Ref149	Ref150	Ref151	Ref152	Ref153	Ref154	Ref155	Ref156	Ref157	Ref158	Ref159	Ref160	Ref161	Ref162	Ref163	Ref164	Ref165	Ref166	Ref167	Ref168	Ref169	Ref170	Ref171	Ref172	Ref173	Ref174	Ref175	Ref176	Ref177	Ref178	Ref179	Ref180	Ref181	Ref182	Ref183	Ref184	Ref185	Ref186	Ref187	Ref188	Ref189	Ref190	Ref191	Ref192	Ref193	Ref194	Ref195	Ref196	Ref197	Ref198	Ref199	Ref200	Ref201	Ref202	Ref203	Ref204	Ref205	Ref206	Ref207	Ref208	Ref209	Ref210	Ref211	Ref212	Ref213	Ref214	Ref215	Ref216	Ref217	Ref218	Ref219	Ref220	Ref221	Ref222	Ref223	Ref224	Ref225	Ref226	Ref227	Ref228	Ref229	Ref230	Ref231	Ref232	Ref233	Ref234	Ref235	Ref236	Ref237	Ref238	Ref239	Ref240	Ref241	Ref242	Ref243	Ref244	Ref245	Ref246	Ref247	Ref248	Ref249	Ref250	Ref251	Ref252	Ref253	Ref254	Ref255	Ref256	Ref257	Ref258	Ref259	Ref260	Ref261	Ref262	Ref263	Ref264	Ref265	Ref266	Ref267	Ref268	Ref269	Ref270	Ref271	Ref272	Ref273	Ref274	Ref275	Ref276	Ref277	Ref278	Ref279	Ref280	Ref281	Ref282	Ref283	Ref284	Ref285	Ref286	Ref287	Ref288	Ref289	Ref290	Ref291	Ref292	Ref293	Ref294	Ref295	Ref296	Ref297	Ref298	Ref299	Ref300	Ref301	Ref302	Ref303	Ref304	Ref305	Ref306	Ref307	Ref308	Ref309	Ref310	Ref311	Ref312	Ref313	Ref314	Ref315	Ref316	Ref317	Ref318	Ref319	Ref320	Ref321	Ref322	Ref323	Ref324	Ref325	Ref326	Ref327	Ref328	Ref329	Ref330	Ref331	Ref332	Ref333	Ref334	Ref335	Ref336	Ref337	Ref338	Ref339	Ref340	Ref341	Ref342	Ref343	Ref344	Ref345	Ref346	Ref347	Ref348	Ref349	Ref350	Ref351	Ref352	Ref353	Ref354	Ref355	Ref356	Ref357	Ref358	Ref359	Ref360	Ref361	Ref362	Ref363	Ref364	Ref365	Ref366	Ref367	Ref368	Ref369	Ref370	Ref371	Ref372	Ref373	Ref374	Ref375	Ref376	Ref377	Ref378	Ref379	Ref380	Ref381	Ref382	Ref383	Ref384	Ref385	Ref386	Ref387	Ref388	Ref389	Ref390	Ref391	Ref392	Ref393	Ref394	Ref395	Ref396	Ref397	Ref398	Ref399	Ref400	Ref401	Ref402	Ref403	Ref404	Ref405	Ref406	Ref407	Ref408	Ref409	Ref410	Ref411	Ref412	Ref413	Ref414	Ref415	Ref416	Ref417	Ref418	Ref419	Ref420	Ref421	Ref422	Ref423	Ref424	Ref425	Ref426	Ref427	Ref428	Ref429	Ref430	Ref431	Ref432	Ref433	Ref434	Ref435	Ref436	Ref437	Ref438	Ref439	Ref440	Ref441	Ref442	Ref443	Ref444	Ref445	Ref446	Ref447	Ref448	Ref449	Ref450	Ref451	Ref452	Ref453	Ref454	Ref455	Ref456	Ref457	Ref458	Ref459	Ref460	Ref461	Ref462	Ref463	Ref464	Ref465	Ref466	Ref467	Ref468	Ref469	Ref470	Ref471	Ref472	Ref473	Ref474	Ref475	Ref476	Ref477	Ref478	Ref479	Ref480	Ref481	Ref482	Ref483	Ref484	Ref485	Ref486	Ref487	Ref488	Ref489	Ref490	Ref491	Ref492	Ref493	Ref494	Ref495	Ref496	Ref497	Ref498	Ref499	Ref500	Ref501	Ref502	Ref503	Ref504	Ref505	Ref506	Ref507	Ref508	Ref509	Ref510	Ref511	Ref512	Ref513	Ref514	Ref515	Ref516	Ref517	Ref518	Ref519	Ref520	Ref521	Ref522	Ref523	Ref524	Ref525	Ref526	Ref527	Ref528	Ref529	Ref530	Ref531	Ref532	Ref533	Ref534	Ref535	Ref536	Ref537	Ref538	Ref539	Ref540	Ref541	Ref542	Ref543	Ref544	Ref545	Ref546	Ref547	Ref548	Ref549	Ref550	Ref551
001135E6	ATX_Clothes_NukaWorldLogo_ShirtAndPants_01	Bottle and Cappy Shirt & Jeans	0		0	0.100000	5	003C3E3E:QP_Babylon_Master:QUST	0044D4EB:ATX_modScrapRecipe_Null_Component_ClothMinor:FLST	004FA0F1:ATX_co_Clothes_Outfit_NukaWorldLogo_ShirtAndPants_01:COBJ	00525407:BabylonExcludeList:FLST	0067DF00:NWOT_OutfitPete:OTFT																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
001135E7	ATX_Clothes_NukaWorldLogo_ShirtAndPants_02	Bottle Shirt & Jeans	0		0	0.100000	3	0044D4EB:ATX_modScrapRecipe_Null_Component_ClothMinor:FLST	004FA0F2:ATX_co_Clothes_Outfit_NukaWorldLogo_ShirtAndPants_02:COBJ	00525407:BabylonExcludeList:FLST																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
001135E8	ATX_Clothes_NukaWorldLogo_ShirtAndPants_03	Nuka-World Shirt & Jeans	0		0	0.100000	3	0044D4EB:ATX_modScrapRecipe_Null_Component_ClothMinor:FLST	004FA0F3:ATX_co_Clothes_Outfit_NukaWorldLogo_ShirtAndPants_03:COBJ	00525407:BabylonExcludeList:FLST																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
001135E9	ATX_Clothes_NukaWorldLogo_ShirtAndPants_04	Cappy Shirt & Jeans	0		0	0.100000	3	0044D4EB:ATX_modScrapRecipe_Null_Component_ClothMinor:FLST	004FA0F4:ATX_co_Clothes_Outfit_NukaWorldLogo_ShirtAndPants_04:COBJ	00525407:BabylonExcludeList:FLST																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
0011366B	DLC04PowerArmorShockFX		0		0	0.000000	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
00113AA3	ATX_Clothes_WildmanOutfit	Wildman Rags	0		0	0.100000	4	0044D4EB:ATX_modScrapRecipe_Null_Component_ClothMinor:FLST	0044D4EE:ATX_modScrapRecipe_Null_Cromponent_LeatherMinor:FLST	004FA10A:ATX_co_Clothes_Outfit_WildmanOutfit:COBJ	00525407:BabylonExcludeList:FLST																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
00113B19	DLC04_SkinRadAntRed		0		0	0.000000	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
00113B1A	DLC04_SkinRadAntBlack		0		0	0.000000	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
00113B1B	DLC04_SkinRadAntGlowing		0		0	0.000000	6	00112EF5:LvlRadAnt:NPC_	001131D4:EncRadAnt03_Glowing:NPC_	001131DB:EncRadAnt06_Glowing:NPC_	001131DE:EncRadAnt09_Glowing:NPC_	003F7FF5:LvlRadAntGlowing:NPC_	0051967B:DoNotUse_EncRadAntScorched:NPC_																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
00113B2A	DLC04_SkinCaveCricketBlack		0		0	0.000000	1	00113B2D:EncCaveCricket01Black:NPC_																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
00113B2B	DLC04_SkinCaveCricketGlowing		0		0	0.000000	5	00112A1C:LvlCaveCricket:NPC_	001131D8:EncCaveCricket04_Glowing:NPC_	003F7FF6:LvlCaveCricketGlowing:NPC_	00583E2E:E05_Radiation_RadCricket:NPC_	005C4F23:zzz_LvlCaveCricket_Prime:NPC_																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
00113B2C	DLC04_SkinCaveCricketPoison		0		0	0.000000	1	00553710:E02A_LvlCaveCricket_Prime:NPC_																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
00113B5B	DLC04_SkinRadRatGlowing		0		0	0.000000	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
00113B5C	DLC04_SkinRadRatSoresGlowing		0		0	0.000000	1	00113B5D:DLC04_EncRadRat07_LargeMajor_Glowing:NPC_																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
00113D87	Headwear_DLC04_Western_Hat_01	Black Prospector's Hat	0		15	0.100000	5	001F613C:modScrapRecipe_Null_Component_ClothMinor:FLST	003CC3D5::REFR	003E654F:LL_Clothes_Headwear_General_Generic:LVLI	004875B5:QuestReward_LLS_Clothes_ToxicValley:LVLI	0050FD16:TestQAArmorheadware:CONT																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
00113DC5	Headwear_DLC04_Western_Hat_01a	Prospector's Hat	0		15	0.100000	13	0011075B:LL_Clothes_Headwear_Profession_Farmer:LVLI	001478AC:LL_Clothes_Headwear_Western_Hat_01a:LVLI	001F613C:modScrapRecipe_Null_Component_ClothMinor:FLST	003D7F76:LLV_Faction_FreeStates:LVLI	003DE5F3::REFR	003E6520:LL_Clothes_Headwear_Any_Hats:LVLI	004875B5:QuestReward_LLS_Clothes_ToxicValley:LVLI	004FE476:LL_Vendor_Trainstations_Neutral:LVLI	0050FD16:TestQAArmorheadware:CONT	0051B250::REFR	005276AC::REFR	0052775C::REFR	008229BB::REFR																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
00113DC8	ATX_Headwear_Western_Hat_02	Cowboy Hat	0		0	0.100000	5	003C3E3E:QP_Babylon_Master:QUST	0044D28E:76AtomicShopCell_Outfit03:OTFT	0044D474:zzChallenge_All_Costume_Hats:FLST	0044D4EB:ATX_modScrapRecipe_Null_Component_ClothMinor:FLST	004FA121:ATX_co_Clothes_Headwear_Western_Hat_02:COBJ																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
00113DC9	Headwear_DLC04_Western_Hat_02a	Black Cowboy Hat	0		15	0.100000	8	00149817:LL_Clothes_Headwear_Western_Hat_02a:LVLI	001F613C:modScrapRecipe_Null_Component_ClothMinor:FLST	0031C8AF:RESceneTS05_Outfit_Loot_Corpse_TreasureHunter:OTFT	003D064C::REFR	0044D474:zzChallenge_All_Costume_Hats:FLST	004875B5:QuestReward_LLS_Clothes_ToxicValley:LVLI	0050FD16:TestQAArmorheadware:CONT	00592149:E05_LL_Headwear_Guard:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
00113DCB	ATX_Clothes_Western_05_Duster	Western Duster	0		0	0.100000	5	0044D474:zzChallenge_All_Costume_Hats:FLST	0044D4EB:ATX_modScrapRecipe_Null_Component_ClothMinor:FLST	0044D4EE:ATX_modScrapRecipe_Null_Cromponent_LeatherMinor:FLST	004FA109:ATX_co_Clothes_Outfit_Western_05_Duster:COBJ	00525407:BabylonExcludeList:FLST																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
00113DFB	Headwear_DLC04_RoundSunglasses	Bottlecap Sunglasses	0		27	0.100000	11	00148798:LL_Clothes_Headwear_RoundSunglasses:LVLI	001F613A:modScrapRecipe_Null_Cromponent_SteelMinor:FLST	001F613C:modScrapRecipe_Null_Component_ClothMinor:FLST	003E651F:LL_Clothes_Headwear_Any_Eyewear:LVLI	003E654F:LL_Clothes_Headwear_General_Generic:LVLI	004FBDA5:LLC_LocTheme_General:LVLI	004FBDB0:LLS_Junk_LocTheme_General:LVLI	0051AC27:LL_Clothes_Headwear_LocTheme_General:LVLI	0059673B:LLV_Headwear_Settler_Face_Eyewear:LVLI	0067C2AF:ATX_LL_COMP_Vendor_NukaAgent_NukaColaItems:LVLI	007C549F::REFR																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
00113FAD	ATX_Clothes_NukaWorldLogo_ShirtAndPants_05	Nuka-World Geyser Shirt & Jeans	0		0	0.100000	3	0044D4EB:ATX_modScrapRecipe_Null_Component_ClothMinor:FLST	004FA0F5:ATX_co_Clothes_Outfit_NukaWorldLogo_ShirtAndPants_05:COBJ	00525407:BabylonExcludeList:FLST																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
00113FAE	Clothes_DLC04_NukaWorldLogo_JacketAndPants_05	Nuka-World Geyser Jacket & Jeans	0		80	0.100000	5	001F613C:modScrapRecipe_Null_Component_ClothMinor:FLST	003A178F:LC003_LL_Clothes_NukaRewards:LVLI	0051ABD7:LL_Clothes_Single_Nukaworld:LVLI	00525407:BabylonExcludeList:FLST	005641FB:W05_Settler_JenOutfit2:OTFT																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
00113FAF	Clothes_DLC04_NukaWorldLogo_JacketAndPants_04	Bottle and Cappy Orange Jacket & Jeans	0		80	0.100000	4	001F613C:modScrapRecipe_Null_Component_ClothMinor:FLST	003A178F:LC003_LL_Clothes_NukaRewards:LVLI	0051ABD7:LL_Clothes_Single_Nukaworld:LVLI	00525407:BabylonExcludeList:FLST																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
00113FB0	Clothes_DLC04_NukaWorldLogo_JacketAndPants_03	Bottle and Cappy Red Jacket & Jeans	0		80	0.100000	4	001F613C:modScrapRecipe_Null_Component_ClothMinor:FLST	003A178F:LC003_LL_Clothes_NukaRewards:LVLI	0051ABD7:LL_Clothes_Single_Nukaworld:LVLI	00525407:BabylonExcludeList:FLST																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
00113FB1	Clothes_DLC04_NukaWorldLogo_JacketAndPants_02	Nuka-World Jacket & Jeans	0		80	0.100000	4	001F613C:modScrapRecipe_Null_Component_ClothMinor:FLST	003A178F:LC003_LL_Clothes_NukaRewards:LVLI	0051ABD7:LL_Clothes_Single_Nukaworld:LVLI	00525407:BabylonExcludeList:FLST																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
00113FB2	Clothes_DLC04_NukaWorldLogo_JacketAndPants_01	Cappy Jacket & Jeans	0		80	0.100000	4	001F613C:modScrapRecipe_Null_Component_ClothMinor:FLST	003A178F:LC003_LL_Clothes_NukaRewards:LVLI	0051ABD7:LL_Clothes_Single_Nukaworld:LVLI	00525407:BabylonExcludeList:FLST																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
001142E6	DLC04_SkinCatBlack		0		0	0.000000	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
00114735	DLC04_SkinCatBrownTabby		0		0	0.000000	4	00411B74:PETS_Cat_03_Orange:NPC_	00424A61:W05_Settler_Cat:NPC_	004F411A:EncCritterCat03:NPC_	00847402:Burn_HWT_Ext_LVlCritterCat:NPC_																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
0000D192	SkinSnallygaster		0		0	0.000000	19	0000D191:SnallyGasterRace:RACE	0000D194:EncSnallygaster01Template:NPC_	00052D29:TestSnallyGasterMelee:NPC_	0026BBDB:LvlSnallygaster:NPC_	0034EA32:TestSnallygaster01:NPC_	0034EA35:TestSnallygaster02:NPC_	0034EA39:TestSnallygasterGlow:NPC_	0034EA3D:TestSnallygasterUltracite:NPC_	0034EA41:TestSnallygaster03:NPC_	003BA683:EncSnallygaster02:NPC_	003BA684:EncSnallygaster03:NPC_	003BA685:EncSnallygaster04:NPC_	003BA686:EncSnallygaster05_Glowing:NPC_	003BA687:LvlSnallygasterScorched:NPC_	00553702:E02A_LvlSnallygaster_Prime:NPC_	005C4F28:zzz_LvlSnallygaster_Prime:NPC_	005DD480:Loot_Corpse_EncSnallygaster03:NPC_	0079C744:SFS09_Habitat_Snallygaster:NPC_	00891912:E09B_LvlSnallygaster_Legendary:NPC_																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
0004FEB0	Armor_VaultSuit76_Underarmor_Clean	Vault 76 Jumpsuit	0		20	0.500000	9	0016EC10:LL_Armor_VaultSuit76_Underarmor_Clean:LVLI	0016ED82:co_Armor_VaultSuit76_Underarmor_Clean:COBJ	001B32F7:76Trailer_VaultSuitOutfit:OTFT	001CF591:modScrapRecipe_Null_Cromponent_Cloth:FLST	002AF217:76CharGenQuest:QUST	0037A162:modScrapRecipe_Null_Cromponent_GoldMinor:FLST	0043B765:76Trailer_VaultSuitOutfitandGlasses:OTFT	007B9AEE:ATX_LL_Loadout_Level50Boost:LVLI	008A910B:LL_PTS_Loadout:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
00027D00	Headwear_MoleCostume_Tattered	Tattered Mole Head	0		5	0.100000	5	001F613C:modScrapRecipe_Null_Component_ClothMinor:FLST	004356A4:LL_Clothes_Headwear_MoleCostume_Tattered:LVLI	0044D474:zzChallenge_All_Costume_Hats:FLST	00577BC0:E03A_SpookyScorched_LLS_Rewards_Good:LVLI	0078DCC9:LL_Storm_Moe_RandomEncounter:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
00110ED1	SkinFlatwoodsMonster		0		0	0.000000	13	00110E0A:FlatwoodsMonsterRace:RACE	002EE5A3:LvlFlatwoodsMonster:NPC_	0045033A:LvlFlatwoodsMonsterCombatant:NPC_	00524C6B:EncFlatwoodsMonster01Template:NPC_	00524C6C:EncFlatwoodsMonster02:NPC_	00524C6D:EncFlatwoodsMonster03:NPC_	00548B55:E01C_Tales_Dark_FlatwoodsMonster:NPC_	00548B56:E01C_Tales_Dark_FlatwoodsMonsterClone:NPC_	00549DA1:V96_LvlFlatwoodsMonsterCombatant:NPC_	00549DA3:EncFlatwoodsMonster04_V96:NPC_	00549DA4:EncFlatwoodsMonster05_V96:NPC_	0054A5CD:EncFlatwoodsMonster06_V96:NPC_	006369A3:LvlZetanAlienBoss_DailyOps:NPC_																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
00004420	CreatureClothes_Scorched	Scorched Outfit	0		0	0.100000	1	0042FED0:CreatureOutfit_Scorched_Common:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
0010CA68	SkinNakedScorched		0		0	0.000000	126	00036473:EncScorched_Template:NPC_	0008E624:LvlScorchedMelee:NPC_	0010CA5F:ScorchedRace:RACE	0010CA64:TestScorchedMale:NPC_	0010CA75:TestScorchedFemale:NPC_	00270CC5:DONOTUSE_EncScorched_TemplateMelee:NPC_	002B8BEF:Loot_CorpseScorchedFemale:NPC_	002B8BF0:Loot_CorpseScorchedMale:NPC_	002C6144:LvlScorchedMelee_ResponderOutfit:NPC_	002C6146:LvlScorchedRanged_ResponderOutfit:NPC_	002D4DA9:TW006_LvlScorchedMelee:NPC_	0031B1FF:LvlScorchedRanged:NPC_	0031B204:DONOTUSE_EncScorchedMaleUnarmed:NPC_	0031B205:DONOTUSE_EncScorchedFemaleUnarmed:NPC_	0031B20A:DONOTUSE_EncScorchedMaleMelee06:NPC_	0031B20B:DONOTUSE_EncScorchedMaleMelee07:NPC_	0034C7D9:test_DefaultBehaviorTestEnemy:NPC_	003A9152:DefaultHostileDetectionActor:NPC_	003B7D29:LvlScorchedMelee_BaseballOutfit:NPC_	003B7D2B:LvlScorchedMelee_GreaserOutfit:NPC_	003B7D2C:LvlScorchedRanged_GreaserOutfit:NPC_	003D0058:EncScorched_Template_GenderFemale:NPC_	003D0059:EncScorched_Template_GenderMale:NPC_	003D005A:EncScorched_Template_Tier01:NPC_	003D005B:EncScorched_Template_Tier02:NPC_	003D005C:EncScorched_Template_Tier03:NPC_	003D005D:EncScorched_Template_Tier04:NPC_	003D005E:EncScorched_Template_Tier05:NPC_	003D005F:EncScorched_Template_Tier06:NPC_	003D0060:EncScorched_Template_Tier07:NPC_	003D0061:EncScorched_Template_Tier08:NPC_	003D0062:EncScorched_Template_Tier09:NPC_	003D0063:EncScorched_Template_Tier10:NPC_	003D0064:LvlScorchedGrenadeLauncher:NPC_	003D0065:LvlScorchedPistol:NPC_	003D0066:LvlScorchedRifle:NPC_	003D0067:LvlScorchedShotgun:NPC_	003D0068:LvlScorchedUnarmed:NPC_	003DA73A:LvlNukeCodeOfficerScorched:NPC_	003F4764:EncScorched_Template_Tier11:NPC_	003F4765:EncScorched_Template_Tier12:NPC_	003F4766:EncScorched_Template_Tier13:NPC_	003F4767:EncScorched_Template_Tier14:NPC_	00405CDF:LvlScorchedMelee_Vault:NPC_	00405CE0:LvlScorchedRanged_Vault:NPC_	0042482F:W05_MQ_004P_Crane_Crane:NPC_	004277A9:LC096_LvlScorchedGrenadeLauncher:NPC_	0042B25D:zzzEncScorched_GauleyMine:NPC_	0042B30A:W05_MQ_101P_B_DeadScorched01:NPC_	0042EE64:Loot_CorpseScorchedMale02:NPC_	0043C41F:CUT_LvlScorchedRanged_Boss:NPC_	0047C2ED:LvlScorchedSuicider:NPC_	00494670:EncScorched_Template_Tier10_Glowing:NPC_	004EA3FB:LvlScorchedSpecialDavid:NPC_	00509711:DEBUG_BalanceLvlScorchedMelee:NPC_	00509712:DEBUG_BalanceLvlScorchedMelee_LVL10:NPC_	00509713:DEBUG_BalanceLvlScorchedMelee_LVL20:NPC_	00509714:DEBUG_BalanceLvlScorchedMelee_LVL30:NPC_	00509715:DEBUG_BalanceLvlScorchedMelee_LVL40:NPC_	00509716:DEBUG_BalanceLvlScorchedMelee_LVL50:NPC_	00509717:DEBUG_BalanceLvlScorchedRanged:NPC_	00509718:DEBUG_BalanceLvlScorchedRanged_LVL10:NPC_	00509719:DEBUG_BalanceLvlScorchedRanged_LVL20:NPC_	0050971A:DEBUG_BalanceLvlScorchedRanged_LVL30:NPC_	0050971B:DEBUG_BalanceLvlScorchedRanged_LVL40:NPC_	0050971C:DEBUG_BalanceLvlScorchedRanged_LVL50:NPC_	0052EE13:OverseerPersonal_Evan:NPC_	005307F1:CUT_LvlScorchedBoss_Creature:NPC_	005357A6:FF06_Feed_VariantLvlScorchedMelee:NPC_	005357A7:FF06_Feed_VariantLvlScorchedRanged:NPC_	00536020:WL035_TEMP_LvlScorchedRifle_RaiderFac:NPC_	00536022:WL035_TEMP_LvlScorchedRifle:NPC_	0054B4A7:Loot_CorpseScorchedMale_003P_Muscle:NPC_	0054B4A8:Loot_CorpseScorchedMale02_003P_Muscle:NPC_	00575AC8:W05_Raider_AldridgeScorched:NPC_	0059B559:LvlScorchedFestive:NPC_	0059BBDA:W05_MQ_003P_Muscle_Lvl_Scorched:NPC_	005A03B9:LvlScorched_InvType_Unarmed:NPC_	005A03BA:LvlScorched_InvType_Melee:NPC_	005A03BB:LvlScorched_InvType_Shotgun:NPC_	005A03BC:LvlScorched_InvType_GrenadeLauncher:NPC_	005A03BD:LvlScorched_InvType_Rifle:NPC_	005A03BE:LvlScorched_InvType_Pistol:NPC_	005A03BF:LvlScorched_InvType_Ranged:NPC_	005CBA0D:TestResist_500:NPC_	005CBA0E:TestResist_200:NPC_	005CBA0F:TestResist_250:NPC_	005CBA10:TestResist_400:NPC_	005CBA11:TestResist_150:NPC_	005CBA12:TestResist_450:NPC_	005CBA13:TestResist_50:NPC_	005CBA14:TestResist_600:NPC_	005CBA15:TestResist_350:NPC_	005CBA16:TestResist_10:NPC_	005CBA17:TestResist_100:NPC_	005CBA18:TestResist_300:NPC_	005CBA19:TestResist_0:NPC_	005CBA1A:TestResist_700:NPC_	005CBA1B:TestResist_800:NPC_	005CBA1C:TestResist_900:NPC_	005CBA1D:TestResist_1000:NPC_	005CBA1E:TestResist_3000:NPC_	005DCFB8:BS01_MQ07_LvlScorchedMeleeEnclaveScientist:NPC_	005DCFB9:BS01_MQ07_LvlScorchedPistolEnclaveOfficer:NPC_	005DCFBA:BS01_MQ07_LvlScorchedRifleEnclaveScientist:NPC_	005E52EB:BS01_MQ07_LvlScorchedRifleEnclaveScientistCommon:NPC_	005E52EC:BS01_MQ07_LvlScorchedMeleeEnclaveScientistCommon:NPC_	005F5797:LvlScorchedMelee_DailyOps:NPC_	005F5798:LvlScorchedShotgun_DailyOps:NPC_	005F5799:LvlScorchedPistol_DailyOps:NPC_	005F579A:LvlScorchedRifle_DailyOps:NPC_	005F579B:LvlScorchedSuicider_DailyOps:NPC_	005F579C:LvlScorchedGrenadeLauncher_DailyOps:NPC_	005F57A4:LvlScorchedBoss_DailyOps:NPC_	005F72B0:EncScorchedBoss_Tier01_DailyOps:NPC_	005F72B3:EncScorchedBoss_Tier02_DailyOps:NPC_	005F72B4:EncScorchedBoss_Tier03_DailyOps:NPC_	0060CFF2:SH003_V51_LvlScorchedShotgun:NPC_	0060CFF3:SH003_V51_LvlScorchedRanged:NPC_	0060CFF4:SH003_V51_LvlScorchedMelee:NPC_	0060CFF5:SH003_V51_LvlScorchedPistol:NPC_	0060CFF6:SH003_V51_LvlScorchedRifle:NPC_	00620393:LvlScorchedSpooky:NPC_	0088407F:LvlScorchedRifle_Legendary:NPC_	008A5B97:LvlScorchedMelee_Legendary:NPC_	008A7A52:LvlScorchedRanged_Legendary:NPC_																																																																																																																																																																																																																																																																																																																																																																																																																																									
00073D4F	SkinWendigoScorched		0		0	0.000000	1	004EC623:LvlWendigoScorched:NPC_																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
00128903	SkinGraftonMonsterScorched		0		0	0.000000	4	00128905:TestGraftonScorched:NPC_	004956F8:LvlGraftonScorched:NPC_	004EC625:EncGraftonScorched:NPC_	00571FD5:EncGraftonScorched_Babylon_MoreHealth:NPC_																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
0012C3B0	Armor_Wood_ArmLeft	Wood Left Arm	0		15	0.660000	5	0012C3C9::REFR	0033F7A8:LL_Armor_Wood_ArmLeft:LVLI	003710C7:DEBUG_LL_Armor_ArmLeft_Any:LVLI	00519A14:co_Armor_Wood_ArmLeft_RepairOnly:COBJ	0053B44C:Legendary_LL_Armor_Wood_Any:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
0012C3B2	Armor_Wood_ArmRight	Wood Right Arm	0		15	0.660000	4	0033F7AC:LL_Armor_Wood_ArmRight:LVLI	003710C8:DEBUG_LL_Armor_ArmRight_Any:LVLI	00519A15:co_Armor_Wood_ArmRight_RepairOnly:COBJ	0053B44C:Legendary_LL_Armor_Wood_Any:LVLI																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
