FormID	EDID	FULL	DESC	KeywordCount	KW1	KW2	KW3	KW4	KW5	KW6	KW7	VCRY	DATA_Value	DATA_Weight	BVGO	ReferencedByCount	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6	Ref7	Ref8	Ref9	Ref10	Ref11	Ref12	Ref13	Ref14	Ref15	Ref16	Ref17	Ref18	Ref19	Ref20	Ref21	Ref22	Ref23	Ref24	Ref25	Ref26	Ref27	Ref28	Ref29	Ref30	Ref31	Ref32	Ref33	Ref34	Ref35	Ref36	Ref37	Ref38	Ref39	Ref40	Ref41	Ref42	Ref43
00092A68	PerkMagJunktownJerkyVendor06	Tales of a Junktown Jerky Vendor		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		3	0017C668:lootItemsUnique:FLST	0044D473:Challenge_Magazines_All:FLST	00525407:BabylonExcludeList:FLST																																								
00092A69	PerkMagJunktownJerkyVendor07	Tales of a Junktown Jerky Vendor		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		3	0017C668:lootItemsUnique:FLST	0044D473:Challenge_Magazines_All:FLST	00525407:BabylonExcludeList:FLST																																								
00092A6A	PerkMagJunktownJerkyVendor08	Tales of a Junktown Jerky Vendor		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		3	0017C668:lootItemsUnique:FLST	0044D473:Challenge_Magazines_All:FLST	00525407:BabylonExcludeList:FLST																																								
00092A6D	BACKUP_Magazine_TumblersToday01Book	Tumblers Today 1		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
00092A6F	BACKUP_Magazine_TumblersToday02Book	Tumblers Today 2		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
00092A70	BACKUP_Magazine_TumblersToday03Book	Tumblers Today 3		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
00092A71	BACKUP_Magazine_TumblersToday04Book	Tumblers Today 4		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
00092A72	BACKUP_Magazine_TumblersToday05Book	Tumblers Today 5		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
00092A78	BACKUP_Magazine_TeslaScience01Book	Tesla Science 1		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
00092A79	BACKUP_Magazine_TeslaScience02Book	Tesla Science 2		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
00092A7A	BACKUP_Magazine_TeslaScience03Book	Tesla Science 3		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
00092A7B	BACKUP_Magazine_TeslaScience04Book	Tesla Science 4		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
00092A7C	BACKUP_Magazine_TeslaScience05Book	Tesla Science 5		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
00092A7D	BACKUP_Magazine_TeslaScience06Book	Tesla Science 6		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
00092A7E	BACKUP_Magazine_TeslaScience07Book	Tesla Science 7		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
00092A7F	BACKUP_Magazine_TeslaScience08Book	Tesla Science 8		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
00092A80	BACKUP_Magazine_TeslaScience09Book	Tesla Science 9		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
00092A83	BACKUP_Magazine_GunsAndBullets01Book	Guns and Bullets 1		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
00092A87	BACKUP_Magazine_GunsAndBullets02Book	Guns and Bullets 2		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
00092A88	BACKUP_Magazine_GunsAndBullets03Book	Guns and Bullets 3		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
00092A89	BACKUP_Magazine_GunsAndBullets04Book	Guns and Bullets 4		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
00092A8A	BACKUP_Magazine_GunsAndBullets05Book	Guns and Bullets 5		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
00092A8B	BACKUP_Magazine_GunsAndBullets06Book	Guns and Bullets 6		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
00092A8C	BACKUP_Magazine_GunsAndBullets07Book	Guns and Bullets 7		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
00092A8D	BACKUP_Magazine_GunsAndBullets08Book	Guns and Bullets 8		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
00092A8E	BACKUP_Magazine_GunsAndBullets09Book	Guns and Bullets 9		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
00092A8F	BACKUP_Magazine_GunsAndBullets10Book	Guns and Bullets 10		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
00094734	PerkMagTotalHack01	Total Hack		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		3	0017C668:lootItemsUnique:FLST	0044D473:Challenge_Magazines_All:FLST	00525407:BabylonExcludeList:FLST																																								
00094735	PerkMagTotalHack02	Total Hack		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		3	0017C668:lootItemsUnique:FLST	0044D473:Challenge_Magazines_All:FLST	00525407:BabylonExcludeList:FLST																																								
00094736	PerkMagTotalHack03	Total Hack		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		3	0017C668:lootItemsUnique:FLST	0044D473:Challenge_Magazines_All:FLST	00525407:BabylonExcludeList:FLST																																								
0009473E	PerkMagLaCoiffe01	La Coiffe		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	0017C668:lootItemsUnique:FLST	00525407:BabylonExcludeList:FLST																																									
00135F03	BACKUP_Magazine_Unstoppables01Book	Unstoppables 1		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
00135F04	BACKUP_Magazine_Unstoppables02Book	Unstoppables 2		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
00135F05	BACKUP_Magazine_Unstoppables03Book	Unstoppables 3		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
00135F06	BACKUP_Magazine_Unstoppables04Book	Unstoppables 4		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
00135F07	BACKUP_Magazine_Unstoppables05Book	Unstoppables 5		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
0016969A	BACKUP_Magazine_AwesomeTales06Book	Astoundingly Awesome Tales 6		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
0016969B	BACKUP_Magazine_AwesomeTales11Book	Astoundingly Awesome Tales 11		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
0016969C	BACKUP_Magazine_AwesomeTales08Book	Astoundingly Awesome Tales 8		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
0016969D	BACKUP_Magazine_AwesomeTales04Book	Astoundingly Awesome Tales 4		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
0016969E	BACKUP_Magazine_AwesomeTales10Book	Astoundingly Awesome Tales 10		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
0016969F	BACKUP_Magazine_AwesomeTales01Book	Astoundingly Awesome Tales 1		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
001696A0	BACKUP_Magazine_AwesomeTales03Book	Astoundingly Awesome Tales 3		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
001696A1	BACKUP_Magazine_AwesomeTales07Book	Astoundingly Awesome Tales 7		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
001696A2	BACKUP_Magazine_AwesomeTales05Book	Astoundingly Awesome Tales 5		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
001696A3	BACKUP_Magazine_AwesomeTales13Book	Astoundingly Awesome Tales 13		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
001696A5	BACKUP_Magazine_AwesomeTales09Book	Astoundingly Awesome Tales 9		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
001696A6	BACKUP_Magazine_AwesomeTales12Book	Astoundingly Awesome Tales 12		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
001696A7	BACKUP_Magazine_AwesomeTales02Book	Astoundingly Awesome Tales 2		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	003DF24E:zzz_RECLAIM_MagazineSpells:FLST	00525407:BabylonExcludeList:FLST																																									
00180A24	PerkMagHotRod01	Hot Rodder		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		2	0017C668:lootItemsUnique:FLST	00525407:BabylonExcludeList:FLST																																									
00180A2A	PerkMagTattoo04	Taboo Tattoos		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		3	0017C668:lootItemsUnique:FLST	0044D473:Challenge_Magazines_All:FLST	00525407:BabylonExcludeList:FLST																																								
00180A36	PerkMagPicketFences03	Picket Fences		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		3	0017C668:lootItemsUnique:FLST	0044D473:Challenge_Magazines_All:FLST	00525407:BabylonExcludeList:FLST																																								
00184D8B	PerkMagPicketFences01	Picket Fences		2	001B3FAC:FeaturedItem:KYWD	001D4A70:MagazineKeyword:KYWD						0000000F:Caps001:CNCY	100	0.000000		3	0017C668:lootItemsUnique:FLST	0044D473:Challenge_Magazines_All:FLST	00525407:BabylonExcludeList:FLST																																								
