"FormID","EDID","X","Y","JsonPath"
"002E8F1A","ConditionDamageScaleFactor_Weapons_Ballistic","15","0.012","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_ballistic.json"
"002E8F1A","ConditionDamageScaleFactor_Weapons_Ballistic","25","0.011","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_ballistic.json"
"002E8F1A","ConditionDamageScaleFactor_Weapons_Ballistic","30","0.01","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_ballistic.json"
"002E8F1A","ConditionDamageScaleFactor_Weapons_Ballistic","35","0.009","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_ballistic.json"
"002E8F1A","ConditionDamageScaleFactor_Weapons_Ballistic","45","0.008","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_ballistic.json"
"002E8F1A","ConditionDamageScaleFactor_Weapons_Ballistic","50","0.007","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_ballistic.json"
"002E8F1A","ConditionDamageScaleFactor_Weapons_Ballistic","1","0.015","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_ballistic.json"
"002E8F1A","ConditionDamageScaleFactor_Weapons_Ballistic","10","0.013","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_ballistic.json"
"002E8F1A","ConditionDamageScaleFactor_Weapons_Ballistic","15","0.012","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_ballistic.json"
"002E8F1A","ConditionDamageScaleFactor_Weapons_Ballistic","25","0.011","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_ballistic.json"
"002E8F1A","ConditionDamageScaleFactor_Weapons_Ballistic","30","0.01","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_ballistic.json"
"002E8F1A","ConditionDamageScaleFactor_Weapons_Ballistic","35","0.009","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_ballistic.json"
"002E8F1A","ConditionDamageScaleFactor_Weapons_Ballistic","45","0.008","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_ballistic.json"
"002E8F1A","ConditionDamageScaleFactor_Weapons_Ballistic","50","0.007","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_ballistic.json"
"002E8F1A","ConditionDamageScaleFactor_Weapons_Ballistic","1","0.015","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_ballistic.json"
"002E8F1A","ConditionDamageScaleFactor_Weapons_Ballistic","10","0.013","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_ballistic.json"
"002E8F1A","ConditionDamageScaleFactor_Weapons_Ballistic","15","0.012","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_ballistic.json"
"002E8F1A","ConditionDamageScaleFactor_Weapons_Ballistic","25","0.011","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_ballistic.json"
"002E8F1A","ConditionDamageScaleFactor_Weapons_Ballistic","30","0.01","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_ballistic.json"
"002E8F1A","ConditionDamageScaleFactor_Weapons_Ballistic","35","0.009","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_ballistic.json"
"002E8F1A","ConditionDamageScaleFactor_Weapons_Ballistic","45","0.008","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_ballistic.json"
"002E8F1A","ConditionDamageScaleFactor_Weapons_Ballistic","50","0.007","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_ballistic.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","5","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","7","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","15","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","20","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","25","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","35","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","45","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","5","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","7","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","15","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","20","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","25","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","35","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","45","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","5","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","7","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","15","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","20","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","25","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","35","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","45","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","5","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","7","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","15","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","20","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","25","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","35","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","45","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","5","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","7","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","15","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","20","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","25","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","35","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","45","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","5","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","7","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","15","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","20","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","25","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","35","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","45","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","5","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","7","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","15","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","20","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","25","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","35","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"002E8F1B","ConditionDamageScaleFactor_Weapons_Melee","45","0.039","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\itemcondition\conditiondamagescalefactor_weapons_melee.json"
"0005B3E4","ScrapBonusINT","1","0.75","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\crafting\scrapbonusint.json"
"0005B3E4","ScrapBonusINT","2","0.9","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\crafting\scrapbonusint.json"
"0005B3E4","ScrapBonusINT","3","1","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\crafting\scrapbonusint.json"
"0005B3E4","ScrapBonusINT","4","1.05","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\crafting\scrapbonusint.json"
"0005B3E4","ScrapBonusINT","5","1.1","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\crafting\scrapbonusint.json"
"0005B3E4","ScrapBonusINT","6","1.125","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\crafting\scrapbonusint.json"
"0005B3E4","ScrapBonusINT","7","1.15","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\crafting\scrapbonusint.json"
"0005B3E4","ScrapBonusINT","8","1.175","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\crafting\scrapbonusint.json"
"0005B3E4","ScrapBonusINT","9","1.19","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\crafting\scrapbonusint.json"
"0005B3E4","ScrapBonusINT","10","1.2","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\crafting\scrapbonusint.json"
"0005B3E4","ScrapBonusINT","11","1.21","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\crafting\scrapbonusint.json"
"0005B3E4","ScrapBonusINT","12","1.22","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\crafting\scrapbonusint.json"
"0005B3E4","ScrapBonusINT","13","1.23","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\crafting\scrapbonusint.json"
"0005B3E4","ScrapBonusINT","14","1.24","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\crafting\scrapbonusint.json"
"0005B3E4","ScrapBonusINT","15","1.25","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\crafting\scrapbonusint.json"
"0005B3E4","ScrapBonusINT","20","1.3","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\crafting\scrapbonusint.json"
"0005B3E4","ScrapBonusINT","25","1.325","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\crafting\scrapbonusint.json"
"0005B3E4","ScrapBonusINT","1","0.75","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\crafting\scrapbonusint.json"
"0005B3E4","ScrapBonusINT","2","0.9","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\crafting\scrapbonusint.json"
"0005B3E4","ScrapBonusINT","3","1","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\crafting\scrapbonusint.json"
"0005B3E4","ScrapBonusINT","4","1.05","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\crafting\scrapbonusint.json"
"0005B3E4","ScrapBonusINT","5","1.1","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\crafting\scrapbonusint.json"
"0005B3E4","ScrapBonusINT","6","1.125","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\crafting\scrapbonusint.json"
"0005B3E4","ScrapBonusINT","7","1.15","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\crafting\scrapbonusint.json"
"0005B3E4","ScrapBonusINT","8","1.175","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\crafting\scrapbonusint.json"
"0005B3E4","ScrapBonusINT","9","1.19","C:\Users\Duche\OneDrive\GitHub\fo76-tools\misc\curvetables\json\crafting\scrapbonusint.json"
