FormID	EDID	FULL	KeywordCount	KW1	KW2	KW3	KW4	KW5	FISP	FIDS	FIES	FIHS	FILS	FIHD	FILD	FIJS	FIHJ	FILJ	FILA	FIHA	FIRI	FIEX	FISD	FISU	ReferencedByCount	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
007CE517	Fishing_Fish_Large_Toxic_PurpleRadpole		3	007ABE89:Fishing_FishSize_Large:KYWD	007ABE8A:ObjectTypeFish:KYWD	007BC5EE:Fishing_FishType_ToxicValley:KYWD			0.350000	0.100000	0.450000	6	5	2.500000	1.800000	125.000000	105.000000	60.000000	75.000000	135.000000	Fishing_Fish_Meal_Large_Raw_Toxic_PurpleRadpole "Purple Radpole" [ALCH:007CE4DD]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	2	007B233B:FishingAllFishList:FLST	007D49B4:Fishing_LLS_FishCollection_Toxic_Uncommon:LVLI				
007CE518	Fishing_Fish_Small_Universal_Skyline_StaticSawgill		4	007ABE8A:ObjectTypeFish:KYWD	007ABE8B:Fishing_FishSize_Small:KYWD	007BC5E8:Fishing_FishType_SkylineValley:KYWD	007FE7BD:Fishing_FishType_Sawgill:KYWD		0.350000	0.180000	0.320000	3	3	2.000000	1.300000	80.000000	60.000000	35.000000	50.000000	80.000000	Fishing_Fish_Meal_Small_Raw_Universal_Skyline_StaticSawgill "Static Sawgill" [ALCH:007CE4DE]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	3	007B233B:FishingAllFishList:FLST	007D49AF:Fishing_LLS_FishCollection_Skyline_Common:LVLI	008D476A:Fishing_LLS_FishCollection_AllSawgills:LVLI			
007CE519	Fishing_Fish_Small_Universal_Toxic_NoxiousSawgill		4	007ABE8A:ObjectTypeFish:KYWD	007ABE8B:Fishing_FishSize_Small:KYWD	007BC5EE:Fishing_FishType_ToxicValley:KYWD	007FE7BD:Fishing_FishType_Sawgill:KYWD		0.350000	0.180000	0.320000	3	3	2.000000	1.300000	80.000000	60.000000	35.000000	50.000000	80.000000	Fishing_Fish_Meal_Small_Raw_Universal_Toxic_NoxiousSawgill "Noxious Sawgill" [ALCH:007CE4E3]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	3	007B233B:FishingAllFishList:FLST	007D49B2:Fishing_LLS_FishCollection_Toxic_Common:LVLI	008D476A:Fishing_LLS_FishCollection_AllSawgills:LVLI			
007CE51A	Fishing_Fish_Small_Universal_Ash_SootySawgill		4	007ABE8A:ObjectTypeFish:KYWD	007ABE8B:Fishing_FishSize_Small:KYWD	007BC5EA:Fishing_FishType_AshHeap:KYWD	007FE7BD:Fishing_FishType_Sawgill:KYWD		0.350000	0.180000	0.320000	3	3	2.000000	1.300000	80.000000	60.000000	35.000000	50.000000	80.000000	Fishing_Fish_Meal_Small_Raw_Universal_Ash_SootySawgill "Sooty Sawgill" [ALCH:007CE4D0]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	3	007B233B:FishingAllFishList:FLST	007D4999:Fishing_LLS_FishCollection_Ash_Common:LVLI	008D476A:Fishing_LLS_FishCollection_AllSawgills:LVLI			
007CE51B	Fishing_Fish_Small_Cranberry_Blisterfish		3	007ABE8A:ObjectTypeFish:KYWD	007ABE8B:Fishing_FishSize_Small:KYWD	007BC5E6:Fishing_FishType_CranberryBog:KYWD			0.350000	0.180000	0.320000	5	4	1.750000	1.250000	95.000000	85.000000	50.000000	50.000000	105.000000	Fishing_Fish_Meal_Small_Raw_Cranberry_Blisterfish "Blisterfish" [ALCH:007CE4DF]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	2	007B233B:FishingAllFishList:FLST	007D49A2:Fishing_LLS_FishCollection_Cranberry_Uncommon:LVLI				
007CE51C	Fishing_Fish_Medium_Ash_AshenAmbusher		3	007ABE88:Fishing_FishSize_Medium:KYWD	007ABE8A:ObjectTypeFish:KYWD	007BC5EA:Fishing_FishType_AshHeap:KYWD			0.300000	0.150000	0.400000	5	4	2.000000	1.500000	100.000000	85.000000	50.000000	65.000000	110.000000	Fishing_Fish_Meal_Medium_Raw_Ash_AshenAmbusher "Ashen Ambusher" [ALCH:007CE4E5]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	2	007B233B:FishingAllFishList:FLST	007D499B:Fishing_LLS_FishCollection_Ash_Uncommon:LVLI				
007CE529	Fishing_Fish_Medium_Generic_ChainPickerel		3	007ABE88:Fishing_FishSize_Medium:KYWD	007ABE8A:ObjectTypeFish:KYWD	007BC5E9:Fishing_FishType_Generic:KYWD			0.300000	0.160000	0.300000	3	3	2.500000	1.800000	85.000000	90.000000	50.000000	50.000000	75.000000	Fishing_Fish_Meal_Medium_Raw_Generic_ChainPickerel "Chain Pickerel" [ALCH:007CE4DB]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	2	007B233B:FishingAllFishList:FLST	008047B6:Fishing_LLS_FishCollection_Generic_Medium:LVLI				
007CE51D	Fishing_Fish_Large_Glowing_Savage_GlowingSpinefish		4	007ABE89:Fishing_FishSize_Large:KYWD	007ABE8A:ObjectTypeFish:KYWD	007BC5EB:Fishing_FishType_Glowing:KYWD	007BC5ED:Fishing_FishType_SavageDivide:KYWD		0.350000	0.100000	0.450000	6	5	2.500000	1.800000	125.000000	105.000000	60.000000	75.000000	135.000000	Fishing_Fish_Meal_Large_Glowing_Raw_Savage_GlowingSpineFish "Glowing Spinefish" [ALCH:007CE4E4]	WaterSplash_ExtraLarge_Glowing [EXPL:007B7679]	FX_NPCHumanFishingLegendarySplashSoundOverride [SNDR:0083B0CF]	UIFishCaughtFanfareLegendary [SNDR:0083F304]	2	007B233B:FishingAllFishList:FLST	007D49A9:Fishing_LLS_FishCollection_SavageDivide_Glowing:LVLI				
007CE51E	Fishing_Fish_Large_Glowing_Mire_GlowingGulpy		4	007ABE89:Fishing_FishSize_Large:KYWD	007ABE8A:ObjectTypeFish:KYWD	007BC5EB:Fishing_FishType_Glowing:KYWD	007BC5EC:Fishing_FishType_Mire:KYWD		0.350000	0.100000	0.450000	6	5	2.500000	1.800000	125.000000	105.000000	60.000000	75.000000	135.000000	Fishing_Fish_Meal_Large_Glowing_Raw_Mire_GlowingGulpy "Glowing Gulpy" [ALCH:007CE4D7]	WaterSplash_ExtraLarge_Glowing [EXPL:007B7679]	FX_NPCHumanFishingLegendarySplashSoundOverride [SNDR:0083B0CF]	UIFishCaughtFanfareLegendary [SNDR:0083F304]	2	007B233B:FishingAllFishList:FLST	007D49A6:Fishing_LLS_FishCollection_Mire_Glowing:LVLI				
007CE51F	Fishing_Fish_Small_Universal_Cranberry_BogSawgill		4	007ABE8A:ObjectTypeFish:KYWD	007ABE8B:Fishing_FishSize_Small:KYWD	007BC5E6:Fishing_FishType_CranberryBog:KYWD	007FE7BD:Fishing_FishType_Sawgill:KYWD		0.350000	0.180000	0.320000	3	3	2.000000	1.300000	80.000000	60.000000	35.000000	50.000000	80.000000	Fishing_Fish_Meal_Small_Raw_Universal_Cranberry_BogSawgill "Bog Sawgill" [ALCH:007CE4DA]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	3	007B233B:FishingAllFishList:FLST	007D49A0:Fishing_LLS_FishCollection_Cranberry_Common:LVLI	008D476A:Fishing_LLS_FishCollection_AllSawgills:LVLI			
007CE520	Fishing_Fish_Small_Forest_KanawhaPiranha		3	007ABE8A:ObjectTypeFish:KYWD	007ABE8B:Fishing_FishSize_Small:KYWD	007BC5E7:Fishing_FishType_Forest:KYWD			0.350000	0.180000	0.320000	5	4	1.750000	1.250000	95.000000	85.000000	50.000000	50.000000	105.000000	Fishing_Fish_Meal_Small_Raw_Forest_KanawhaPiranha "Kanawha Piranha" [ALCH:007CE4D4]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	2	007B233B:FishingAllFishList:FLST	007D4991:Fishing_LLS_FishCollection_Forest_Uncommon:LVLI				
007CE521	Fishing_Fish_Medium_Glowing_Ash_GlowingAmbusher		4	007ABE88:Fishing_FishSize_Medium:KYWD	007ABE8A:ObjectTypeFish:KYWD	007BC5EA:Fishing_FishType_AshHeap:KYWD	007BC5EB:Fishing_FishType_Glowing:KYWD		0.300000	0.150000	0.400000	5	4	2.000000	1.500000	100.000000	85.000000	50.000000	65.000000	110.000000	Fishing_Fish_Meal_Medium_Glowing_Raw_Ash_GlowingAmbusher "Glowing Ambusher" [ALCH:007CE4E2]	WaterSplash_ExtraLarge_Glowing [EXPL:007B7679]	FX_NPCHumanFishingLegendarySplashSoundOverride [SNDR:0083B0CF]	UIFishCaughtFanfareLegendary [SNDR:0083F304]	2	007B233B:FishingAllFishList:FLST	007D499A:Fishing_LLS_FishCollection_Ash_Glowing:LVLI				
007CE522	Fishing_Fish_Small_Glowing_Forest_GlowingKanawhaPiranha		4	007ABE8A:ObjectTypeFish:KYWD	007ABE8B:Fishing_FishSize_Small:KYWD	007BC5E7:Fishing_FishType_Forest:KYWD	007BC5EB:Fishing_FishType_Glowing:KYWD		0.350000	0.180000	0.320000	5	4	1.750000	1.250000	95.000000	85.000000	50.000000	50.000000	105.000000	Fishing_Fish_Meal_Small_Glowing_Raw_Forest_GlowingKanawhaPiranha "Glowing Kanawha Piranha" [ALCH:007CE4E1]	WaterSplash_ExtraLarge_Glowing [EXPL:007B7679]	FX_NPCHumanFishingLegendarySplashSoundOverride [SNDR:0083B0CF]	UIFishCaughtFanfareLegendary [SNDR:0083F304]	2	007B233B:FishingAllFishList:FLST	007D4990:Fishing_LLS_FishCollection_Forest_Glowing:LVLI				
007CE523	Fishing_Fish_Small_Universal_Forest_TimberSawgill		4	007ABE8A:ObjectTypeFish:KYWD	007ABE8B:Fishing_FishSize_Small:KYWD	007BC5E7:Fishing_FishType_Forest:KYWD	007FE7BD:Fishing_FishType_Sawgill:KYWD		0.350000	0.180000	0.320000	3	3	2.000000	1.300000	80.000000	60.000000	35.000000	50.000000	80.000000	Fishing_Fish_Meal_Small_Raw_Universal_Forest_TimberSawgill "Timber Sawgill" [ALCH:007CE4ED]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	3	007B233B:FishingAllFishList:FLST	007D4993:Fishing_LLS_FishCollection_Forest_Common:LVLI	008D476A:Fishing_LLS_FishCollection_AllSawgills:LVLI			
007CE524	Fishing_Fish_Medium_Generic_SmokySalmon		3	007ABE88:Fishing_FishSize_Medium:KYWD	007ABE8A:ObjectTypeFish:KYWD	007BC5E9:Fishing_FishType_Generic:KYWD			0.300000	0.160000	0.300000	3	3	2.500000	1.800000	85.000000	90.000000	50.000000	50.000000	75.000000	Fishing_Fish_Meal_Medium_Raw_Generic_SmokySalmon "Smoky Salmon" [ALCH:007CE4E0]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	2	007B233B:FishingAllFishList:FLST	008047B6:Fishing_LLS_FishCollection_Generic_Medium:LVLI				
007CE526	Fishing_Fish_Medium_Generic_Walleye		3	007ABE88:Fishing_FishSize_Medium:KYWD	007ABE8A:ObjectTypeFish:KYWD	007BC5E9:Fishing_FishType_Generic:KYWD			0.300000	0.160000	0.300000	3	3	2.500000	1.800000	85.000000	90.000000	50.000000	50.000000	75.000000	Fishing_Fish_Meal_Medium_Raw_Generic_Walleye "Walleye" [ALCH:007CE4EA]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	2	007B233B:FishingAllFishList:FLST	008047B6:Fishing_LLS_FishCollection_Generic_Medium:LVLI				
007CE527	Fishing_Fish_Large_Mire_Gulpy		3	007ABE89:Fishing_FishSize_Large:KYWD	007ABE8A:ObjectTypeFish:KYWD	007BC5EC:Fishing_FishType_Mire:KYWD			0.350000	0.100000	0.450000	6	5	2.500000	1.800000	125.000000	105.000000	60.000000	75.000000	135.000000	Fishing_Fish_Meal_Large_Raw_Mire_Gulpy "Gulpy" [ALCH:007CE4EC]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	2	007B233B:FishingAllFishList:FLST	007D49A7:Fishing_LLS_FishCollection_Mire_Uncommon:LVLI				
007CE528	Fishing_Fish_Small_Generic_Sunscream		3	007ABE8A:ObjectTypeFish:KYWD	007ABE8B:Fishing_FishSize_Small:KYWD	007BC5E9:Fishing_FishType_Generic:KYWD			0.300000	0.300000	0.150000	1	1	2.500000	1.800000	65.000000	60.000000	30.000000	45.000000	50.000000	Fishing_Fish_Meal_Small_Raw_Generic_Sunscream "Sunscream" [ALCH:007CE4D9]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	3	007B233B:FishingAllFishList:FLST	007BB9FF:Fishing_LL_MQ01_Casting_QuestFish:LVLI	008047B3:Fishing_LLS_FishCollection_Generic_Small:LVLI			
007CE50C	Fishing_Fish_Small_Generic_Redbelly		3	007ABE8A:ObjectTypeFish:KYWD	007ABE8B:Fishing_FishSize_Small:KYWD	007BC5E9:Fishing_FishType_Generic:KYWD			0.300000	0.300000	0.150000	1	1	2.500000	1.800000	65.000000	60.000000	30.000000	45.000000	50.000000	Fishing_Fish_Meal_Small_Raw_Generic_Redbelly "Redbelly" [ALCH:007CE4E9]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	3	007B233B:FishingAllFishList:FLST	007BB9FF:Fishing_LL_MQ01_Casting_QuestFish:LVLI	008047B3:Fishing_LLS_FishCollection_Generic_Small:LVLI			
007CE50D	Fishing_Fish_Medium_Generic_YellowBullhead		3	007ABE88:Fishing_FishSize_Medium:KYWD	007ABE8A:ObjectTypeFish:KYWD	007BC5E9:Fishing_FishType_Generic:KYWD			0.300000	0.160000	0.300000	3	3	2.500000	1.800000	85.000000	90.000000	50.000000	50.000000	75.000000	Fishing_Fish_Meal_Medium_Raw_Generic_YellowBullhead "Yellow Bullhead" [ALCH:007CE4EB]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	2	007B233B:FishingAllFishList:FLST	008047B6:Fishing_LLS_FishCollection_Generic_Medium:LVLI				
007CE50E	Fishing_Fish_Large_Toxic_PotbellyKelt		3	007ABE89:Fishing_FishSize_Large:KYWD	007ABE8A:ObjectTypeFish:KYWD	007BC5EE:Fishing_FishType_ToxicValley:KYWD			0.350000	0.100000	0.450000	6	5	2.500000	1.800000	125.000000	105.000000	60.000000	75.000000	135.000000	Fishing_Fish_Meal_Large_Raw_Toxic_PotbellyKelt "Potbelly Kelt" [ALCH:007CE4D2]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	2	007B233B:FishingAllFishList:FLST	007D49B4:Fishing_LLS_FishCollection_Toxic_Uncommon:LVLI				
007CE50F	Fishing_Fish_Large_Savage_ArmoredSpinefish		3	007ABE89:Fishing_FishSize_Large:KYWD	007ABE8A:ObjectTypeFish:KYWD	007BC5ED:Fishing_FishType_SavageDivide:KYWD			0.350000	0.100000	0.450000	6	5	2.500000	1.800000	125.000000	105.000000	60.000000	75.000000	135.000000	Fishing_Fish_Meal_Large_Raw_Savage_ArmoredSpinefish "Armored Spinefish" [ALCH:007CE4E6]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	2	007B233B:FishingAllFishList:FLST	007D49AA:Fishing_LLS_FishCollection_SavageDivide_Uncommon:LVLI				
007CE510	Fishing_Fish_Small_Generic_BrookSilverside		3	007ABE8A:ObjectTypeFish:KYWD	007ABE8B:Fishing_FishSize_Small:KYWD	007BC5E9:Fishing_FishType_Generic:KYWD			0.300000	0.300000	0.150000	1	1	2.500000	1.800000	65.000000	60.000000	30.000000	45.000000	50.000000	Fishing_Fish_Meal_Small_Raw_Generic_BrookSilverside "Brook Silverside" [ALCH:007CE4D3]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	4	007B233B:FishingAllFishList:FLST	007BB9FF:Fishing_LL_MQ01_Casting_QuestFish:LVLI	007BCC72:FishingFallbackFish_DO:DFOB	008047B3:Fishing_LLS_FishCollection_Generic_Small:LVLI		
007CE511	Fishing_Fish_Large_Skyline_Stormswimmer		3	007ABE89:Fishing_FishSize_Large:KYWD	007ABE8A:ObjectTypeFish:KYWD	007BC5E8:Fishing_FishType_SkylineValley:KYWD			0.350000	0.100000	0.450000	6	5	2.500000	1.800000	125.000000	105.000000	60.000000	75.000000	135.000000	Fishing_Fish_Meal_Large_Raw_Skyline_Stormswimmer "Stormswimmer" [ALCH:007CE4D6]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	2	007B233B:FishingAllFishList:FLST	007D49B1:Fishing_LLS_FishCollection_Skyline_Uncommon:LVLI				
007D2AFE	Fishing_Fish_Large_Glowing_Skyline_GlowingStormswimmer		4	007ABE89:Fishing_FishSize_Large:KYWD	007ABE8A:ObjectTypeFish:KYWD	007BC5E8:Fishing_FishType_SkylineValley:KYWD	007BC5EB:Fishing_FishType_Glowing:KYWD		0.350000	0.100000	0.450000	6	5	2.500000	1.800000	125.000000	105.000000	60.000000	75.000000	135.000000	Fishing_Fish_Meal_Large_Glowing_Raw_Skyline_GlowingStormswimmer "Glowing Stormswimmer" [ALCH:007D2AEF]	WaterSplash_ExtraLarge_Glowing [EXPL:007B7679]	FX_NPCHumanFishingLegendarySplashSoundOverride [SNDR:0083B0CF]	UIFishCaughtFanfareLegendary [SNDR:0083F304]	2	007B233B:FishingAllFishList:FLST	007D49B0:Fishing_LLS_FishCollection_Skyline_Glowing:LVLI				
007D2AFF	Fishing_Fish_Large_Ash_Deathjaw		3	007ABE89:Fishing_FishSize_Large:KYWD	007ABE8A:ObjectTypeFish:KYWD	007BC5EA:Fishing_FishType_AshHeap:KYWD			0.350000	0.100000	0.450000	6	5	2.500000	1.800000	125.000000	105.000000	60.000000	75.000000	135.000000	Fishing_Fish_Meal_Large_Raw_Ash_Deathjaw "Deathjaw" [ALCH:007D2AF0]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	2	007B233B:FishingAllFishList:FLST	007D499B:Fishing_LLS_FishCollection_Ash_Uncommon:LVLI				
007D2B00	Fishing_Fish_Large_Forest_Bloodwhisker		3	007ABE89:Fishing_FishSize_Large:KYWD	007ABE8A:ObjectTypeFish:KYWD	007BC5E7:Fishing_FishType_Forest:KYWD			0.350000	0.100000	0.450000	6	5	2.500000	1.800000	125.000000	105.000000	60.000000	75.000000	135.000000	Fishing_Fish_Meal_Large_Raw_Forest_Bloodwhisker "Bloodwhisker" [ALCH:007D2AF3]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	2	007B233B:FishingAllFishList:FLST	007D4991:Fishing_LLS_FishCollection_Forest_Uncommon:LVLI				
007D2B01	Fishing_Fish_Large_Glowing_Toxic_GlowingPotbellyKelt		4	007ABE89:Fishing_FishSize_Large:KYWD	007ABE8A:ObjectTypeFish:KYWD	007BC5EB:Fishing_FishType_Glowing:KYWD	007BC5EE:Fishing_FishType_ToxicValley:KYWD		0.350000	0.100000	0.450000	6	5	2.500000	1.800000	125.000000	105.000000	60.000000	75.000000	135.000000	Fishing_Fish_Meal_Large_Glowing_Raw_Toxic_GlowingPotbellyKelt "Glowing Potbelly Kelt" [ALCH:007D2AF2]	WaterSplash_ExtraLarge_Glowing [EXPL:007B7679]	FX_NPCHumanFishingLegendarySplashSoundOverride [SNDR:0083B0CF]	UIFishCaughtFanfareLegendary [SNDR:0083F304]	2	007B233B:FishingAllFishList:FLST	007D49B3:Fishing_LLS_FishCollection_Toxic_Glowing:LVLI				
007D2B02	Fishing_Fish_Medium_Cranberry_BogLurker		3	007ABE88:Fishing_FishSize_Medium:KYWD	007ABE8A:ObjectTypeFish:KYWD	007BC5E6:Fishing_FishType_CranberryBog:KYWD			0.300000	0.150000	0.400000	5	4	2.000000	1.500000	100.000000	85.000000	50.000000	65.000000	110.000000	Fishing_Fish_Meal_Medium_Raw_Cranberry_BogLurker "Bog Lurker" [ALCH:007D2AF4]		FX_NPCHumanFishingCommonSplashSoundOverride [SNDR:00844089]	UIFishCaughtFanfareCommon [SNDR:0084408B]	2	007B233B:FishingAllFishList:FLST	007D49A2:Fishing_LLS_FishCollection_Cranberry_Uncommon:LVLI				
