ARMO_FormID	ARMO_EDID	ARMO_FULL	KeywordCount	DATA_Value	DATA_Weight	DATA_Health	DAMA_Energy_Amount	DAMA_Energy_Curve	DAMA_Fire_Amount	DAMA_Fire_Curve	DAMA_Cryo_Amount	DAMA_Cryo_Curve	DAMA_Poison_Amount	DAMA_Poison_Curve	DAMA_Rad_Amount	DAMA_Rad_Curve	DAMA_Physical_Amount	DAMA_Physical_Curve	APPR_SlotCount	APPR_1	APPR_2	APPR_3	APPR_4	APPR_5	APPR_6	APPR_7	APPR_8	APPR_9	APPR_10	APPR_11	APPR_12	APPR_13	APPR_14	CVT1_DurabilityMin	CVT2_CondDmgScaleFactor	CVT3_DurabilityMax	ModelCount	Model1	Model2	Model3	Model4	Model5	Model6	Model7	Model8	Model9	Model10	Model11	Model12	Model13	Model14	Model15	Model16	Model17	Model18	Model19	Model20	Model21	Model22	Model23	Model24	Model25	Model26	Model27	Model28
0007B9C6	Armor_Leather_Torso	Leather Chest Piece	0	40	1.260000	100	0	CT_Player_Armor_Universal_Tier19	0	CT_Player_Armor_Universal_Tier10	0	CT_Player_Armor_Universal_Tier17	0	CT_Player_Armor_Universal_Tier12	0	CT_Player_Armor_Universal_Tier08	0	CT_Player_Armor_Universal_Tier11	12	ap_armor_Lining:No Misc	ap_armor_Tier:Material	ap_armor_Size:Size	ap_armor_Paint:Paint	ap_Legendary1:Legendary Mod ¬	ap_Armor_ScrapType:	ap_customName:Unique Effect	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬	ap_Legendary_Crafting:Extract Legendary Mods			Durability_Armor_Leather_Min	ConditionDamageScaleFactor_Armor_Leather	Durability_Armor_Leather_Max	9	AA_Leather_Torso_1_Lite:0007B9C8	AA_Leather_Torso_2_Mid:0007B9C9	AA_Leather_Torso_3_Heavy:0007B9CA	AA_Leather_Torso_11_Lite:001E73F5	AA_Leather_Torso_12_Mid:001E73F6	AA_Leather_Torso_13_Heavy:001E73F7	AA_Leather_Torso_201_Lite:0012D1CC	AA_Leather_Torso_202_Mid:00188EA6	AA_Leather_Torso_203_Heavy:001A1867																			
0007B9C7	Armor_Leather_ArmLeft	Leather Left Arm	0	24	0.620000	100	0	CT_Player_Armor_Universal_Tier14	0	CT_Player_Armor_Universal_Tier07	0	CT_Player_Armor_Universal_Tier12	0	CT_Player_Armor_Universal_Tier08	0	CT_Player_Armor_Universal_Tier05	0	CT_Player_Armor_Universal_Tier08	11	ap_armor_Lining:No Misc	ap_armor_Tier:Material	ap_armor_Size:Size	ap_armor_Paint:Paint	ap_Legendary1:Legendary Mod ¬	ap_Armor_ScrapType:	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬	ap_Legendary_Crafting:Extract Legendary Mods				Durability_Armor_Leather_Min	ConditionDamageScaleFactor_Armor_Leather	Durability_Armor_Leather_Max	12	AA_Leather_Arm_Left_3_Heavy:0007B9D6	AA_Leather_Arm_Left_2_Mid:0007B9D5	AA_Leather_Arm_Left_1_Lite:0007B9D4	AA_Leather_Arm_Left_11_Lite:001E7401	AA_Leather_Arm_Left_12_Mid:001E7402	AA_Leather_Arm_Left_13_Heavy:001E7403	AA_Leather_Arm_Left_202_Mid:0031BE37	AA_Leather_Arm_Left_201_Lite:0031BE36	AA_Leather_Arm_Left_203_Heavy:0031BE38	AA_Leather_Arm_Left_101_Lite:0031BE39	AA_Leather_Arm_Left_102_Mid:0031BE3A	AA_Leather_Arm_Left_103_Heavy:0031BE3B																
0007ED02	SkinFeralGhoulHead2		0	0	0.000000														0																		1	FeralGhoulHead2:0007ED01																											
0007ED04	SkinFeralGhoulHead3		0	0	0.000000														0																		1	FeralGhoulHead3:0007ED03																											
0007ED06	SkinFeralGhoulHead4		0	0	0.000000														0																		1	FeralGhoulHead4:0007ED05																											
0007ED0F	CreatureClothes_FeralGhoulDress		0	0	0.100000	0													0																		1	FeralGhoulDressRndColorAA:0007ED0E																											
0007ED1A	CreatureClothes_FeralGhoulShirt2		0	0	0.100000	0													0																		1	FeralGhoulShirtSmallRndColorAA:0007ED19																											
0007ED1B	SkinRadStag		0	0	0.000000														0																		1	RadStagWhole:0007ED1C																											
0008158D	Armor_RaiderMod_Underarmor_Harness	Harness	0	20	0.500000	0													2	ap_armor_Lining:No Misc	ap_underarmor_style:Style																1	AA_Harness_Raider:0008158C																											
000821B6	ATX_Headwear_VaultTecSecurityHelmet	Vault-Tec Security Helmet	0	0	0.100000	0													0																		2	AAHeadwear_VaultTecSecurityHelmet:000821B5	AAHeadwear_HelmetFlightCap:0022DA5B																										
000824EE	SkinMoleratHairBasic		0	0	0.000000														0																		1	MoleratHairBasicAA:000824ED																											
0008925C	Armor_WeddingRing	Wedding Ring	0	100	0.100000	0													0																		1	AA_WeddingRing:0008925B																											
000897FC	PowerArmorCoreGlow		0	0	0.000000	0													4	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬														1	AAPowerArmorCoreGlow:000897FB																											
0008EC49	SkinFeralGhoulHead1		0	0	0.000000														0																		1	FeralGhoulHead1:0008EC48																											
0001A00B	SkinSuperMutant		0	0	0.000000	0													0																		1	SuperMutantBody:001284D5																											
00020BCA	SkinFeralGhoulGlowing		0	0	0.000000	0													0																		1	FeralGhoulGlowingWhole:00020BCB																											
00046972	SuperMutantArmor1	Super Mutant Armor	0	30	10.000000	0													0																		1	SuperMutantArmor1AA:00046971																											
000475D3	FX1stPersonGroggyWakeArmor		0	0	0.000000	0													4	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬														1	FX1stPersonGroggyWakeAddon01:000475BF																											
00064C5F	SkinMirelurkHunter	MirelurkHunter	0	0	0.000000	0													0																		1	MirelurkHunterAA:00064C5D																											
00090C35	SkinFEVHoundWhole		0	0	0.000000														0																		1	FEVHoundWholeAA:00090C34																											
000986CA	MirelurkShield		0	0	0.000000	0													4	ap_Legendary2:Legendary Mod ¬¬	ap_Legendary3:Legendary Mod ¬¬¬	ap_Legendary4:Legendary Mod ¬¬¬¬	ap_Legendary5:Legendary Mod ¬¬¬¬¬														1	AA_Mirelurk_Shield:000C331B																											
0009C05B	Headwear_BandanaRed	Red Bandana	0	19	0.100000	0													1	ap_Armor_SURV_Description:																	2	AA_Headwear_Hankie:0009C059	AA_HeadwearBandana:0017E8FC																										
0009F252	ATX_Clothes_Piper_SP1	Piper's Trench Coat	0	0	0.100000	0													0																		2	ATX_AAClothesPiper_SP1:0009F251	ATX_AAPiperGloves_SP1:002306B6																										
000A0F31	SkinYaoGuaiWhole		0	0	0.000000														0																		2	FEVHoundWholeAA:00090C34	YaoGuaiWholeAA:000A0F30																										
000A28D7	Clothes_Mayor	Patched Suit	0	10	0.100000	0													0																		2	AAClothesMayor:000A28D5	NakedHands:00000D6C																										
000A28D8	Headwear_MayorHat	Crumpled Fedora	0	15	0.100000	0													0																		1	AAHeadwearMayorHat:000A28D6																											
000A36BE	Clothes_Resident4	Patched Three-Piece Suit	0	10	0.100000	0													0																		2	AAClothesResident4:000A36BD	NakedHands:00000D6C																										
000A36C0	Headwear_Resident4Hat	Trilby Hat	0	5	0.100000	0													0																		1	AAHeadwearResident4Hat:000A36BF																											
000A563C	SkinEyeBot		0	0	0.000000	0													0																		3	BloatflyWholeAA:00029477	EyeBotWholeAA:000A563D	HoverFXAA:0002B4D6																									
000A740B	Clothes_Resident7	Padded Blue Jacket	0	10	0.100000	0													0																		2	AAClothesResident7:000A740C	AAClothesResident7Gloves:001A7850																										
000A740E	Headwear_Resident7Hat	Newsboy Cap	0	5	0.100000	0													0																		1	AAHeadwearResident7Hat:000A740D																											
000A7DA9	SkinEyeBotNoBack		0	0	0.000000														0																		2	BloatflyWholeAA:00029477	EyeBotNoBackAA:000A7DA7																										
000A7DAA	SkinEyeBotBack		0	0	0.000000	0													0																		2	BloatflyWholeAA:00029477	EyeBotBackAA:000A7DA8																										
000A81AF	ATX_Headwear_PiperCap_SP1	Piper's Press Cap	0	0	0.100000	0													0																		1	ATX_AAClothesPiperCap_SP1:000A81AD																											
000A81B0	ATX_Headwear_PiperGoggles_SP1	Piper's Road Goggles	0	0	0.100000	0													0																		1	ATX_AAClothesPiperGoggles_SP1:000A81AE																											
