NPC_FormID	NPC_EDID	RefBy_FormID	RefBy_EDID	RefBy_Signature
0005A9C1	LvlMirelurkCrab	004EC271		ACHR
0005A9C1	LvlMirelurkCrab	004EC276		ACHR
0005A9C1	LvlMirelurkCrab	004EC277		ACHR
0005A9C1	LvlMirelurkCrab	004EC27E		ACHR
0005A9C1	LvlMirelurkCrab	004F60BD	WaveTypeMirelurkCrabOnly	WAVE
0005A9C1	LvlMirelurkCrab	005109D3	CUT_SFS09_Habitat_Swimmers	FLST
0005A9C1	LvlMirelurkCrab	0056A0BE	W05_RE_AssaultZW07	QUST
0005A9C1	LvlMirelurkCrab	0057CF85		ACHR
0005A9C1	LvlMirelurkCrab	00595310		ACHR
0005A9C1	LvlMirelurkCrab	00595315		ACHR
0005A9C1	LvlMirelurkCrab	00595320		ACHR
0005A9C1	LvlMirelurkCrab	0059532A		ACHR
0005A9C1	LvlMirelurkCrab	005D8732		ACHR
0005A9C1	LvlMirelurkCrab	005DB428		ACHR
0005A9C1	LvlMirelurkCrab	005DB42F		ACHR
0005A9C1	LvlMirelurkCrab	005DB430		ACHR
0005A9C1	LvlMirelurkCrab	005DB435		ACHR
0005A9C1	LvlMirelurkCrab	005DB44C		ACHR
0005A9C1	LvlMirelurkCrab	005DB44D		ACHR
0005A9C1	LvlMirelurkCrab	005DB451		ACHR
0005A9C1	LvlMirelurkCrab	005DB458		ACHR
0005A9C1	LvlMirelurkCrab	005DB462		ACHR
0005A9C1	LvlMirelurkCrab	005DB463		ACHR
0005A9C1	LvlMirelurkCrab	005DB47B		ACHR
0005A9C1	LvlMirelurkCrab	005DB56E		ACHR
0005A9C1	LvlMirelurkCrab	005DB56F		ACHR
0005A9C1	LvlMirelurkCrab	005DB570		ACHR
0005A9C1	LvlMirelurkCrab	005DB571		ACHR
0005A9C1	LvlMirelurkCrab	005DB57E		ACHR
0005A9C1	LvlMirelurkCrab	005DB590		ACHR
0005A9C1	LvlMirelurkCrab	005DB953		ACHR
0005A9C1	LvlMirelurkCrab	005DB956		ACHR
0005A9C1	LvlMirelurkCrab	005DC1D0		ACHR
0005A9C1	LvlMirelurkCrab	005DC1D3		ACHR
0005A9C1	LvlMirelurkCrab	005DC1E0		ACHR
0005A9C1	LvlMirelurkCrab	005DC209		ACHR
0005A9C1	LvlMirelurkCrab	005DC20C		ACHR
0005A9C1	LvlMirelurkCrab	005DC20F		ACHR
0005A9C1	LvlMirelurkCrab	005DC278		ACHR
0005A9C1	LvlMirelurkCrab	005DC279		ACHR
0005A9C1	LvlMirelurkCrab	00605841		ACHR
0005A9C1	LvlMirelurkCrab	00605843	BS02_MQ01_Penance_MirelurkPhotoOp	ACHR
0005A9C1	LvlMirelurkCrab	006D773D	LvlMirelurkCrab_XPD	NPC_
0005A9C1	LvlMirelurkCrab	00769D89	MILE_CaravanEscort_Wave_Mirelurk	WAVE
0005FBB3	EncStingwing01Template	001423BB	EncStingwing02	NPC_
0005FBB3	EncStingwing01Template	001423BC	EncStingwing03	NPC_
0005FBB3	EncStingwing01Template	001423BD	EncStingwing05_Glowing	NPC_
0005FBB3	EncStingwing01Template	001423BE	EncStingwing04	NPC_
0005FBB3	EncStingwing01Template	00247984	Loot_CorpseStingwing	NPC_
0005FBB3	EncStingwing01Template	003F4AE3	EncStingwing06	NPC_
0005FBB3	EncStingwing01Template	003F4AE4	EncStingwing07	NPC_
0005FBB3	EncStingwing01Template	003F4AE5	EncStingwing08	NPC_
0005FBB3	EncStingwing01Template	003F4AE6	EncStingwing09	NPC_
0005FBB3	EncStingwing01Template	0051968F	LCharStingwing_Normal	LVLN
000636AA	EncRadscorpion01Template	00020B85	EncRadscorpion02	NPC_
000636AA	EncRadscorpion01Template	00020B86	EncRadscorpion03_Glowing	NPC_
000636AA	EncRadscorpion01Template	00115EA5	EncRadscorpion04	NPC_
000636AA	EncRadscorpion01Template	00115EA6	EncRadscorpion05	NPC_
000636AA	EncRadscorpion01Template	00115EA7	EncRadscorpion06	NPC_
000636AA	EncRadscorpion01Template	00115EA8	EncRadscorpion07	NPC_
000636AA	EncRadscorpion01Template	003F4755	EncRadscorpion08	NPC_
000636AA	EncRadscorpion01Template	003F4756	EncRadscorpion09	NPC_
000636AA	EncRadscorpion01Template	003F4757	EncRadscorpion10	NPC_
000636AA	EncRadscorpion01Template	003F4758	EncRadscorpion11	NPC_
000636AA	EncRadscorpion01Template	00519688	LCharRadScorpion_Normal	LVLN
000636AA	EncRadscorpion01Template	00553E6F	Corpse_EncRadscorpion05	NPC_
000636AA	EncRadscorpion01Template	00569A80	EncRadscorpion02_Babylon_NoTunneling	NPC_
000636AA	EncRadscorpion01Template	006A9F02	MOON_Herd_EncRadscorpion08	NPC_
00064122	encRaiderFaceM04	005692D5	LCharScavengerFaceMale	LVLN
00064124	encRaiderFaceM03	005692D5	LCharScavengerFaceMale	LVLN
00075335	LvlSupermutantRanged	00027DD5	RE_SceneTemplate	QUST
00075335	LvlSupermutantRanged	0002D46A		ACHR
00075335	LvlSupermutantRanged	0002D4B6		ACHR
00075335	LvlSupermutantRanged	00037F2E	RE_ObjectTS01	QUST
00075335	LvlSupermutantRanged	0008F96C		ACHR
00075335	LvlSupermutantRanged	000A5EDB		ACHR
00075335	LvlSupermutantRanged	0011CEC1	RE_AssaultKMK01	QUST
00075335	LvlSupermutantRanged	001A8CFE		ACHR
00075335	LvlSupermutantRanged	001A8CFF		ACHR
00075335	LvlSupermutantRanged	001A8D00		ACHR
00075335	LvlSupermutantRanged	001A8D01		ACHR
00075335	LvlSupermutantRanged	001A8D02		ACHR
00075335	LvlSupermutantRanged	0035EBFC	RE_AssaultMP01	QUST
00075335	LvlSupermutantRanged	0035EC0C	RE_ObjectMP05	QUST
00075335	LvlSupermutantRanged	0038F0F5	ImguiDebugDisplayList	FLST
00075335	LvlSupermutantRanged	0043D199	WaveTypeSuperMutantBoss	WAVE
00075335	LvlSupermutantRanged	0048EB89	LChar_GroupSuperMutantBoss_Normal	LVLN
00075335	LvlSupermutantRanged	0048EB8A	LChar_GroupSuperMutantBoss_Glowing	LVLN
00075335	LvlSupermutantRanged	004F60F1	WaveTypeSuperMutant	WAVE
00075335	LvlSupermutantRanged	0058CEA3	W05_RE_Camp_JP20_MobCamp_SMsHoundFloater	QUST
00075335	LvlSupermutantRanged	005A1246	WaveType_COMP_Astronaut_SuperMutant	WAVE
00075335	LvlSupermutantRanged	005C8DBC	BS_RE_TravelCMB01	QUST
00075335	LvlSupermutantRanged	005D7948		ACHR
00075335	LvlSupermutantRanged	005D7951		ACHR
00075335	LvlSupermutantRanged	005D796F		ACHR
00075335	LvlSupermutantRanged	005DB4A5		ACHR
00075335	LvlSupermutantRanged	005DD3A7		ACHR
00075335	LvlSupermutantRanged	00606C72		ACHR
00075335	LvlSupermutantRanged	00606C74		ACHR
00075335	LvlSupermutantRanged	00634D14	WaveType_E09B_Wheel_Radtoad_Supermutants	WAVE
00075335	LvlSupermutantRanged	00647A3A	WaveType_E08B_SuperMutant_Ranged	WAVE
00075335	LvlSupermutantRanged	006EE9C1		ACHR
00075335	LvlSupermutantRanged	006EEBCB		ACHR
00075335	LvlSupermutantRanged	0072FE72	Storm_MQ13_HarvesterA_Wave	WAVE
00075335	LvlSupermutantRanged	0074555A		ACHR
00075335	LvlSupermutantRanged	00750616		ACHR
00075335	LvlSupermutantRanged	00754E3E		ACHR
00075335	LvlSupermutantRanged	0077FF09		ACHR
00075335	LvlSupermutantRanged	0078303F	MILE_CaravanEscort_Wave_SuperMutant_Ranged	WAVE
00075335	LvlSupermutantRanged	00862455	HTO_LvlSuperMutant_MiniGun	NPC_
00075335	LvlSupermutantRanged	00862456	HTO_LvlSuperMutant_Missile	NPC_
00075335	LvlSupermutantRanged	00862457	HTO_LvlSuperMutant_Pistol	NPC_
00075335	LvlSupermutantRanged	00862458	HTO_LvlSuperMutant_Rifle	NPC_
00075335	LvlSupermutantRanged	00862459	HTO_LvlSuperMutant_Shotgun	NPC_
00075335	LvlSupermutantRanged	0086245A	HTO_LvlSuperMutant_Sniper	NPC_
00075335	LvlSupermutantRanged	008A5B98	MTNM04_WaveTypeUnivitedGuests	WAVE
00075337	LvlFeralGhoul	00004074	TestESSEncRaider01Template	NPC_
00075337	LvlFeralGhoul	00008E69	RE_ObjectKMK01	QUST
00075337	LvlFeralGhoul	0000E424	DebugKurtQuest	QUST
00075337	LvlFeralGhoul	0002443A	CB02_MonsterMash	QUST
00075337	LvlFeralGhoul	00027DD5	RE_SceneTemplate	QUST
00075337	LvlFeralGhoul	0005006E		ACHR
00075337	LvlFeralGhoul	00050070		ACHR
00075337	LvlFeralGhoul	00050071		ACHR
00075337	LvlFeralGhoul	00050072		ACHR
00075337	LvlFeralGhoul	00050074		ACHR
00075337	LvlFeralGhoul	0005012D		ACHR
00075337	LvlFeralGhoul	000524F2	RE_ObjectTemplate	QUST
00075337	LvlFeralGhoul	0009154F		ACHR
00075337	LvlFeralGhoul	00091551		ACHR
00075337	LvlFeralGhoul	00091553		ACHR
00075337	LvlFeralGhoul	00091554		ACHR
00075337	LvlFeralGhoul	00091555		ACHR
00075337	LvlFeralGhoul	00091556		ACHR
00075337	LvlFeralGhoul	00091557		ACHR
00075337	LvlFeralGhoul	00091558		ACHR
00075337	LvlFeralGhoul	00091559		ACHR
00075337	LvlFeralGhoul	0009155B		ACHR
00075337	LvlFeralGhoul	0009155D		ACHR
00075337	LvlFeralGhoul	0009155E		ACHR
00075337	LvlFeralGhoul	0009155F		ACHR
00075337	LvlFeralGhoul	00091560		ACHR
00075337	LvlFeralGhoul	00091561		ACHR
00075337	LvlFeralGhoul	000A1A97		ACHR
00075337	LvlFeralGhoul	000A1AA5		ACHR
00075337	LvlFeralGhoul	000A1B0B		ACHR
00075337	LvlFeralGhoul	000A1BC2		ACHR
00075337	LvlFeralGhoul	000A1FFD		ACHR
00075337	LvlFeralGhoul	000A24C7		ACHR
00075337	LvlFeralGhoul	000A24E3		ACHR
00075337	LvlFeralGhoul	000A5EB9		ACHR
00075337	LvlFeralGhoul	000ED177		ACHR
00075337	LvlFeralGhoul	000FAE42		ACHR
00075337	LvlFeralGhoul	0010E449		ACHR
00075337	LvlFeralGhoul	0010E44A		ACHR
00075337	LvlFeralGhoul	0010E44B		ACHR
00075337	LvlFeralGhoul	0011CEC1	RE_AssaultKMK01	QUST
00075337	LvlFeralGhoul	0011CED1	RE_TravelKMK01	QUST
00075337	LvlFeralGhoul	00131033	SFL02_Track	QUST
00075337	LvlFeralGhoul	00139110		ACHR
00075337	LvlFeralGhoul	0014B991	EWS_FL_GhoulsOnly	FLST
00075337	LvlFeralGhoul	00180823	EWS_FL_Ghouls	FLST
00075337	LvlFeralGhoul	0018C91A	SFS02_Play	QUST
00075337	LvlFeralGhoul	001FB043		ACHR
00075337	LvlFeralGhoul	001FB0F6		ACHR
00075337	LvlFeralGhoul	001FB0FC		ACHR
00075337	LvlFeralGhoul	001FB117		ACHR
00075337	LvlFeralGhoul	001FB123		ACHR
00075337	LvlFeralGhoul	001FB1F7		ACHR
00075337	LvlFeralGhoul	001FB2A8		ACHR
00075337	LvlFeralGhoul	001FB2C3		ACHR
00075337	LvlFeralGhoul	001FB2CD		ACHR
00075337	LvlFeralGhoul	001FB301		ACHR
00075337	LvlFeralGhoul	001FB33A		ACHR
00075337	LvlFeralGhoul	001FC570		ACHR
00075337	LvlFeralGhoul	001FC5A7		ACHR
00075337	LvlFeralGhoul	001FC5B2		ACHR
00075337	LvlFeralGhoul	001FC5D8		ACHR
00075337	LvlFeralGhoul	001FC60B		ACHR
00075337	LvlFeralGhoul	001FC61B		ACHR
00075337	LvlFeralGhoul	001FC620		ACHR
00075337	LvlFeralGhoul	001FC635		ACHR
00075337	LvlFeralGhoul	001FC63B		ACHR
00075337	LvlFeralGhoul	0028A444		ACHR
00075337	LvlFeralGhoul	0028A445		ACHR
00075337	LvlFeralGhoul	0028A447		ACHR
00075337	LvlFeralGhoul	002F73E3		ACHR
00075337	LvlFeralGhoul	002F745E		ACHR
00075337	LvlFeralGhoul	003099B3	RE_ObjectJM02	QUST
00075337	LvlFeralGhoul	00311A41		ACHR
00075337	LvlFeralGhoul	00311A48		ACHR
00075337	LvlFeralGhoul	00312829		ACHR
00075337	LvlFeralGhoul	0035EBEE	RE_ObjectMP08	QUST
00075337	LvlFeralGhoul	0035EBF1	RE_ObjectMP01	QUST
00075337	LvlFeralGhoul	0035EBFA	RE_AssaultMP05	QUST
00075337	LvlFeralGhoul	0035EBFE	RE_AssaultMP03	QUST
00075337	LvlFeralGhoul	0035EC0E	RE_ObjectMP07	QUST
00075337	LvlFeralGhoul	0038F0F5	ImguiDebugDisplayList	FLST
00075337	LvlFeralGhoul	0039713C		ACHR
00075337	LvlFeralGhoul	0039713D		ACHR
00075337	LvlFeralGhoul	0039713E		ACHR
00075337	LvlFeralGhoul	0039713F		ACHR
00075337	LvlFeralGhoul	00397140		ACHR
00075337	LvlFeralGhoul	00397152		ACHR
00075337	LvlFeralGhoul	00397153		ACHR
00075337	LvlFeralGhoul	00397154		ACHR
00075337	LvlFeralGhoul	0039EFE2	RE_TravelTemplate	QUST
00075337	LvlFeralGhoul	003A0BB6		ACHR
00075337	LvlFeralGhoul	003A0BB7		ACHR
00075337	LvlFeralGhoul	003A8CE7		ACHR
00075337	LvlFeralGhoul	003A8D42		ACHR
00075337	LvlFeralGhoul	003A8D44		ACHR
00075337	LvlFeralGhoul	003A8DA3		ACHR
00075337	LvlFeralGhoul	003D60A7		ACHR
00075337	LvlFeralGhoul	003D60AB		ACHR
00075337	LvlFeralGhoul	003D60AE		ACHR
00075337	LvlFeralGhoul	003D60B1		ACHR
00075337	LvlFeralGhoul	003D60B2		ACHR
00075337	LvlFeralGhoul	003D60BA		ACHR
00075337	LvlFeralGhoul	003D60BB		ACHR
00075337	LvlFeralGhoul	003D719E		ACHR
00075337	LvlFeralGhoul	003D719F		ACHR
00075337	LvlFeralGhoul	003D71A1		ACHR
00075337	LvlFeralGhoul	003D71A2		ACHR
00075337	LvlFeralGhoul	003D71A3		ACHR
00075337	LvlFeralGhoul	003D71A4		ACHR
00075337	LvlFeralGhoul	003E5470		ACHR
00075337	LvlFeralGhoul	003E5471		ACHR
00075337	LvlFeralGhoul	0041C9B5	PETS_EscortToCorpse	QUST
00075337	LvlFeralGhoul	0043816F		ACHR
00075337	LvlFeralGhoul	00438E6D		ACHR
00075337	LvlFeralGhoul	0043CA60		ACHR
00075337	LvlFeralGhoul	0043D19A	WaveTypeGhoulsBoss	WAVE
00075337	LvlFeralGhoul	0044CCEF		ACHR
00075337	LvlFeralGhoul	0044CCF0		ACHR
00075337	LvlFeralGhoul	0044CCF1		ACHR
00075337	LvlFeralGhoul	0044CCF2		ACHR
00075337	LvlFeralGhoul	0044CCF3		ACHR
00075337	LvlFeralGhoul	0045029C		ACHR
00075337	LvlFeralGhoul	0045029D		ACHR
00075337	LvlFeralGhoul	0045029E		ACHR
00075337	LvlFeralGhoul	00485B93		ACHR
00075337	LvlFeralGhoul	004F60B4	WaveTypeGhouls	WAVE
00075337	LvlFeralGhoul	004F96D5		ACHR
00075337	LvlFeralGhoul	004F96D7		ACHR
00075337	LvlFeralGhoul	004F96D8		ACHR
00075337	LvlFeralGhoul	0050BB8F		ACHR
00075337	LvlFeralGhoul	0050BB90		ACHR
00075337	LvlFeralGhoul	0050BB9B		ACHR
00075337	LvlFeralGhoul	0050BB9C		ACHR
00075337	LvlFeralGhoul	0050BB9D		ACHR
00075337	LvlFeralGhoul	0050BB9E		ACHR
00075337	LvlFeralGhoul	0050BB9F		ACHR
00075337	LvlFeralGhoul	0050DD45		ACHR
00075337	LvlFeralGhoul	0050DD46		ACHR
00075337	LvlFeralGhoul	0050EADD		ACHR
00075337	LvlFeralGhoul	005109D4	CUT_SFS09_Habitat_Scavengers	FLST
00075337	LvlFeralGhoul	0051AA0B	CB02_MaskTeam	QUST
00075337	LvlFeralGhoul	0051AAE9	RS02_Beat_EncFeralGhoulVariant	NPC_
00075337	LvlFeralGhoul	0051C596	WaveType_RS02_Beat_FeralGhoul	WAVE
00075337	LvlFeralGhoul	005204D5	RE_TravelCMB11	QUST
00075337	LvlFeralGhoul	00529E1C	RE_TravelCMB06	QUST
00075337	LvlFeralGhoul	00529E1E	RE_TravelCMB08	QUST
00075337	LvlFeralGhoul	00529E1F	RE_TravelCMB09	QUST
00075337	LvlFeralGhoul	0052C788	SFS08_Heart_LvlFeralGhoul	NPC_
00075337	LvlFeralGhoul	00539B91		ACHR
00075337	LvlFeralGhoul	00539B92		ACHR
00075337	LvlFeralGhoul	00539B93		ACHR
00075337	LvlFeralGhoul	00539B94		ACHR
00075337	LvlFeralGhoul	00539B96		ACHR
00075337	LvlFeralGhoul	00539B97		ACHR
00075337	LvlFeralGhoul	00539B98		ACHR
00075337	LvlFeralGhoul	0053ACC3		ACHR
00075337	LvlFeralGhoul	0053ACC4		ACHR
00075337	LvlFeralGhoul	0053ACC5		ACHR
00075337	LvlFeralGhoul	0053ACC6		ACHR
00075337	LvlFeralGhoul	0053ACC7		ACHR
00075337	LvlFeralGhoul	0053ACC8		ACHR
00075337	LvlFeralGhoul	0053ACC9		ACHR
00075337	LvlFeralGhoul	0053ACCA		ACHR
00075337	LvlFeralGhoul	0053ACCB		ACHR
00075337	LvlFeralGhoul	0053ACCC		ACHR
00075337	LvlFeralGhoul	0053ACCD		ACHR
00075337	LvlFeralGhoul	0053ACCE		ACHR
00075337	LvlFeralGhoul	0053ACD5		ACHR
00075337	LvlFeralGhoul	0053ACE1		ACHR
00075337	LvlFeralGhoul	0053ACE5		ACHR
00075337	LvlFeralGhoul	0053ACE8		ACHR
00075337	LvlFeralGhoul	0053ACEA		ACHR
00075337	LvlFeralGhoul	005584B3		ACHR
00075337	LvlFeralGhoul	0056AC45	W05_RE_AssaultZW11	QUST
00075337	LvlFeralGhoul	00585B14	Ghoul1	ACHR
00075337	LvlFeralGhoul	00585B15	Ghoul2	ACHR
00075337	LvlFeralGhoul	0058CEBE	W05_RE_Camp_JP32_MobCamp_Ghouls	QUST
00075337	LvlFeralGhoul	005A0475		ACHR
00075337	LvlFeralGhoul	005A0477		ACHR
00075337	LvlFeralGhoul	005A0479		ACHR
00075337	LvlFeralGhoul	005A047F		ACHR
00075337	LvlFeralGhoul	005A1CA5		ACHR
00075337	LvlFeralGhoul	005A1CA9		ACHR
00075337	LvlFeralGhoul	005A1CAA		ACHR
00075337	LvlFeralGhoul	005A1CAB		ACHR
00075337	LvlFeralGhoul	005A1CAC		ACHR
00075337	LvlFeralGhoul	005A1CAD		ACHR
00075337	LvlFeralGhoul	005A1CB8		ACHR
00075337	LvlFeralGhoul	005A1CBA		ACHR
00075337	LvlFeralGhoul	005A1CBB		ACHR
00075337	LvlFeralGhoul	005A1CC5		ACHR
00075337	LvlFeralGhoul	005C3CB8		ACHR
00075337	LvlFeralGhoul	005C3CB9		ACHR
00075337	LvlFeralGhoul	005C3CC9		ACHR
00075337	LvlFeralGhoul	005C3CCA		ACHR
00075337	LvlFeralGhoul	005C3CF8		ACHR
00075337	LvlFeralGhoul	005C3D03		ACHR
00075337	LvlFeralGhoul	005EF343		ACHR
00075337	LvlFeralGhoul	005EFA82	BS_RE_TravelCMB05	QUST
00075337	LvlFeralGhoul	005FEA7C	BS019_LvlFeralGhoul_Strangler	NPC_
00075337	LvlFeralGhoul	00634D0E	WaveType_E09B_Wheel_Ghouls_Stingwing	WAVE
00075337	LvlFeralGhoul	00634D11	WaveType_E09B_Wheel_Ghoul_floater	WAVE
00075337	LvlFeralGhoul	00634D12	WaveType_E09B_Wheel_Ghouls_RadAnts	WAVE
00075337	LvlFeralGhoul	0067DC96		ACHR
00075337	LvlFeralGhoul	0067DC98		ACHR
00075337	LvlFeralGhoul	0067DC99		ACHR
00075337	LvlFeralGhoul	0067DC9A		ACHR
00075337	LvlFeralGhoul	0067DC9B		ACHR
00075337	LvlFeralGhoul	0067DCAA		ACHR
00075337	LvlFeralGhoul	0067DCAC		ACHR
00075337	LvlFeralGhoul	0067DCAD		ACHR
00075337	LvlFeralGhoul	0067DCAE		ACHR
00075337	LvlFeralGhoul	0067DCAF		ACHR
00075337	LvlFeralGhoul	0067DCB6		ACHR
00075337	LvlFeralGhoul	0067DCB8		ACHR
00075337	LvlFeralGhoul	0067DCB9		ACHR
00075337	LvlFeralGhoul	0067DCBA		ACHR
00075337	LvlFeralGhoul	0067DCBB		ACHR
00075337	LvlFeralGhoul	0067DCBD		ACHR
00075337	LvlFeralGhoul	0067DCBE		ACHR
00075337	LvlFeralGhoul	0068029B		ACHR
00075337	LvlFeralGhoul	006820C0		ACHR
00075337	LvlFeralGhoul	006820C1		ACHR
00075337	LvlFeralGhoul	006820C2		ACHR
00075337	LvlFeralGhoul	006820C3		ACHR
00075337	LvlFeralGhoul	006820C5		ACHR
00075337	LvlFeralGhoul	0068214F		ACHR
00075337	LvlFeralGhoul	00682152		ACHR
00075337	LvlFeralGhoul	00682157		ACHR
00075337	LvlFeralGhoul	00682158		ACHR
00075337	LvlFeralGhoul	00682159		ACHR
00075337	LvlFeralGhoul	00684B4D		ACHR
00075337	LvlFeralGhoul	00684B54		ACHR
00075337	LvlFeralGhoul	006E7518	WaveType_Storm_LightningHavester	WAVE
00075337	LvlFeralGhoul	006E9090	Storm_MQ08_LCharHallucGasShadow	LVLN
00075337	LvlFeralGhoul	006FAD2A		ACHR
00075337	LvlFeralGhoul	0073E39B		ACHR
00075337	LvlFeralGhoul	007444F7	Storm_RE_ObjectTemplate	QUST
00075337	LvlFeralGhoul	007444F8	Storm_RE_TravelTemplate	QUST
00075337	LvlFeralGhoul	00769D8A	MILE_CaravanEscort_Wave_Ghouls	WAVE
00075337	LvlFeralGhoul	0076F480		ACHR
00075337	LvlFeralGhoul	0076F481		ACHR
00075337	LvlFeralGhoul	0076F48B		ACHR
00075337	LvlFeralGhoul	0076F48E		ACHR
00075337	LvlFeralGhoul	0076F48F		ACHR
00075337	LvlFeralGhoul	0076F498		ACHR
00075337	LvlFeralGhoul	0076F499		ACHR
00075337	LvlFeralGhoul	007709CD		ACHR
00075337	LvlFeralGhoul	007709CE		ACHR
00075337	LvlFeralGhoul	007709CF		ACHR
00075337	LvlFeralGhoul	007A0FAE		ACHR
00075337	LvlFeralGhoul	007A153F		ACHR
00075337	LvlFeralGhoul	007A3054	GHL00_Quest_FeralGhoul01	ACHR
00075337	LvlFeralGhoul	007A3055	GHL00_Quest_FeralGhoul02	ACHR
00075337	LvlFeralGhoul	007A3056		ACHR
00075337	LvlFeralGhoul	007A3057		ACHR
00075337	LvlFeralGhoul	007A3058		ACHR
00075337	LvlFeralGhoul	007A305A	GHL00_Quest_FeralGhoul03	ACHR
00075337	LvlFeralGhoul	007A305B		ACHR
00075337	LvlFeralGhoul	007A322B		ACHR
00075337	LvlFeralGhoul	007BE40B		ACHR
00075337	LvlFeralGhoul	007BE40C		ACHR
00075337	LvlFeralGhoul	007BE40D		ACHR
00075337	LvlFeralGhoul	007BE40F		ACHR
00075337	LvlFeralGhoul	007BE410		ACHR
00075337	LvlFeralGhoul	007BE419		ACHR
00075337	LvlFeralGhoul	007BE47C		ACHR
00075337	LvlFeralGhoul	007BE47E		ACHR
00075337	LvlFeralGhoul	007F645F		ACHR
00075337	LvlFeralGhoul	008035A5		ACHR
00075337	LvlFeralGhoul	00803EA9	Burn_RE_TravelTemplate	QUST
00075337	LvlFeralGhoul	0080CF9C		ACHR
00075337	LvlFeralGhoul	0080CF9D		ACHR
00075337	LvlFeralGhoul	0080CF9E		ACHR
00075337	LvlFeralGhoul	0080E890		ACHR
00075337	LvlFeralGhoul	0081617E		ACHR
00075337	LvlFeralGhoul	0081617F		ACHR
00075337	LvlFeralGhoul	008175DB		ACHR
00075337	LvlFeralGhoul	00817A1F		ACHR
