FormID	EDID	X	Y	JsonPath
0014947E	CT_Armor_Sturdy_Combat_Leg_ER	45	11.04	armor\armor_sturdy_combat_leg_er.json
0014947E	CT_Armor_Sturdy_Combat_Leg_ER	50	12	armor\armor_sturdy_combat_leg_er.json
0014945D	CUT_CT_Weapon_LaserMusket_BaseDMG	1	60	weapons\weap_lasermusketdmg.json
0014945D	CUT_CT_Weapon_LaserMusket_BaseDMG	50	90	weapons\weap_lasermusketdmg.json
00149439	ZZZ_CT_Weapon_GaussRifle_BaseDMG	1	94	weapons\weap_gaussrifledmg.json
00149439	ZZZ_CT_Weapon_GaussRifle_BaseDMG	5	106	weapons\weap_gaussrifledmg.json
00149439	ZZZ_CT_Weapon_GaussRifle_BaseDMG	10	119	weapons\weap_gaussrifledmg.json
00149439	ZZZ_CT_Weapon_GaussRifle_BaseDMG	15	135	weapons\weap_gaussrifledmg.json
00149439	ZZZ_CT_Weapon_GaussRifle_BaseDMG	20	152	weapons\weap_gaussrifledmg.json
00149439	ZZZ_CT_Weapon_GaussRifle_BaseDMG	25	172	weapons\weap_gaussrifledmg.json
00149439	ZZZ_CT_Weapon_GaussRifle_BaseDMG	30	194	weapons\weap_gaussrifledmg.json
00149439	ZZZ_CT_Weapon_GaussRifle_BaseDMG	35	219	weapons\weap_gaussrifledmg.json
00149439	ZZZ_CT_Weapon_GaussRifle_BaseDMG	40	247	weapons\weap_gaussrifledmg.json
00149439	ZZZ_CT_Weapon_GaussRifle_BaseDMG	45	279	weapons\weap_gaussrifledmg.json
00149439	ZZZ_CT_Weapon_GaussRifle_BaseDMG	50	315	weapons\weap_gaussrifledmg.json
00149430	ZZZ_CT_Weapon_GammaGun_BaseDMG	1	29	weapons\weap_gammagundmg.json
00149430	ZZZ_CT_Weapon_GammaGun_BaseDMG	5	32	weapons\weap_gammagundmg.json
00149430	ZZZ_CT_Weapon_GammaGun_BaseDMG	10	36	weapons\weap_gammagundmg.json
00149430	ZZZ_CT_Weapon_GammaGun_BaseDMG	15	41	weapons\weap_gammagundmg.json
00149430	ZZZ_CT_Weapon_GammaGun_BaseDMG	20	46	weapons\weap_gammagundmg.json
00149430	ZZZ_CT_Weapon_GammaGun_BaseDMG	25	52	weapons\weap_gammagundmg.json
00149430	ZZZ_CT_Weapon_GammaGun_BaseDMG	30	59	weapons\weap_gammagundmg.json
00149430	ZZZ_CT_Weapon_GammaGun_BaseDMG	35	67	weapons\weap_gammagundmg.json
00149430	ZZZ_CT_Weapon_GammaGun_BaseDMG	40	75	weapons\weap_gammagundmg.json
00149430	ZZZ_CT_Weapon_GammaGun_BaseDMG	45	85	weapons\weap_gammagundmg.json
00149430	ZZZ_CT_Weapon_GammaGun_BaseDMG	50	96	weapons\weap_gammagundmg.json
0014942D	ZZZ_CT_Weapon_PipeRevolver_BaseDMG	1	42	weapons\weap_piperevolverdmg.json
0014942D	ZZZ_CT_Weapon_PipeRevolver_BaseDMG	5	47	weapons\weap_piperevolverdmg.json
0014942D	ZZZ_CT_Weapon_PipeRevolver_BaseDMG	10	53	weapons\weap_piperevolverdmg.json
0014942D	ZZZ_CT_Weapon_PipeRevolver_BaseDMG	15	60	weapons\weap_piperevolverdmg.json
0014942D	ZZZ_CT_Weapon_PipeRevolver_BaseDMG	20	67	weapons\weap_piperevolverdmg.json
0014942D	ZZZ_CT_Weapon_PipeRevolver_BaseDMG	25	76	weapons\weap_piperevolverdmg.json
0014942D	ZZZ_CT_Weapon_PipeRevolver_BaseDMG	30	86	weapons\weap_piperevolverdmg.json
0014942D	ZZZ_CT_Weapon_PipeRevolver_BaseDMG	35	97	weapons\weap_piperevolverdmg.json
0014942D	ZZZ_CT_Weapon_PipeRevolver_BaseDMG	40	110	weapons\weap_piperevolverdmg.json
0014942D	ZZZ_CT_Weapon_PipeRevolver_BaseDMG	45	124	weapons\weap_piperevolverdmg.json
0014942D	ZZZ_CT_Weapon_PipeRevolver_BaseDMG	50	140	weapons\weap_piperevolverdmg.json
0014942B	CT_Weapon_DoubleBarrel_BaseDMG	1	69	weapons\weap_doublebarrelshotgundmg.json
0014942B	CT_Weapon_DoubleBarrel_BaseDMG	5	77	weapons\weap_doublebarrelshotgundmg.json
0014942B	CT_Weapon_DoubleBarrel_BaseDMG	10	87	weapons\weap_doublebarrelshotgundmg.json
0014942B	CT_Weapon_DoubleBarrel_BaseDMG	15	99	weapons\weap_doublebarrelshotgundmg.json
0014942B	CT_Weapon_DoubleBarrel_BaseDMG	20	111	weapons\weap_doublebarrelshotgundmg.json
0014942B	CT_Weapon_DoubleBarrel_BaseDMG	25	126	weapons\weap_doublebarrelshotgundmg.json
0014942B	CT_Weapon_DoubleBarrel_BaseDMG	30	142	weapons\weap_doublebarrelshotgundmg.json
0014942B	CT_Weapon_DoubleBarrel_BaseDMG	35	160	weapons\weap_doublebarrelshotgundmg.json
0014942B	CT_Weapon_DoubleBarrel_BaseDMG	40	181	weapons\weap_doublebarrelshotgundmg.json
0014942B	CT_Weapon_DoubleBarrel_BaseDMG	45	204	weapons\weap_doublebarrelshotgundmg.json
0014942B	CT_Weapon_DoubleBarrel_BaseDMG	50	231	weapons\weap_doublebarrelshotgundmg.json
0014942A	ZZZ_CT_Weapon_PlasmaGunDMG_BaseDMG	1	13	weapons\weap_plasmagundmg.json
0014942A	ZZZ_CT_Weapon_PlasmaGunDMG_BaseDMG	5	15	weapons\weap_plasmagundmg.json
0014942A	ZZZ_CT_Weapon_PlasmaGunDMG_BaseDMG	10	17	weapons\weap_plasmagundmg.json
0014942A	ZZZ_CT_Weapon_PlasmaGunDMG_BaseDMG	15	19	weapons\weap_plasmagundmg.json
0014942A	ZZZ_CT_Weapon_PlasmaGunDMG_BaseDMG	20	21	weapons\weap_plasmagundmg.json
0014942A	ZZZ_CT_Weapon_PlasmaGunDMG_BaseDMG	25	24	weapons\weap_plasmagundmg.json
0014942A	ZZZ_CT_Weapon_PlasmaGunDMG_BaseDMG	30	27	weapons\weap_plasmagundmg.json
0014942A	ZZZ_CT_Weapon_PlasmaGunDMG_BaseDMG	35	30	weapons\weap_plasmagundmg.json
0014942A	ZZZ_CT_Weapon_PlasmaGunDMG_BaseDMG	40	34	weapons\weap_plasmagundmg.json
0014942A	ZZZ_CT_Weapon_PlasmaGunDMG_BaseDMG	45	39	weapons\weap_plasmagundmg.json
0014942A	ZZZ_CT_Weapon_PlasmaGunDMG_BaseDMG	50	44	weapons\weap_plasmagundmg.json
00149427	ZZZ_CT_Weapon_Cryolator_BaseDMG	1	0	weapons\weap_cryolatordmg.json
00149427	ZZZ_CT_Weapon_Cryolator_BaseDMG	5	0	weapons\weap_cryolatordmg.json
00149427	ZZZ_CT_Weapon_Cryolator_BaseDMG	10	0	weapons\weap_cryolatordmg.json
00149427	ZZZ_CT_Weapon_Cryolator_BaseDMG	15	0	weapons\weap_cryolatordmg.json
00149427	ZZZ_CT_Weapon_Cryolator_BaseDMG	20	0	weapons\weap_cryolatordmg.json
00149427	ZZZ_CT_Weapon_Cryolator_BaseDMG	25	27	weapons\weap_cryolatordmg.json
00149427	ZZZ_CT_Weapon_Cryolator_BaseDMG	30	27	weapons\weap_cryolatordmg.json
00149427	ZZZ_CT_Weapon_Cryolator_BaseDMG	35	34	weapons\weap_cryolatordmg.json
00149427	ZZZ_CT_Weapon_Cryolator_BaseDMG	40	34	weapons\weap_cryolatordmg.json
00149427	ZZZ_CT_Weapon_Cryolator_BaseDMG	45	41	weapons\weap_cryolatordmg.json
00149427	ZZZ_CT_Weapon_Cryolator_BaseDMG	50	48	weapons\weap_cryolatordmg.json
00149418	ZZZ_CT_Weapon_AlienBlaster_BaseDMG	1	18	weapons\weap_alienblasterdmg.json
00149418	ZZZ_CT_Weapon_AlienBlaster_BaseDMG	5	20	weapons\weap_alienblasterdmg.json
00149418	ZZZ_CT_Weapon_AlienBlaster_BaseDMG	10	22	weapons\weap_alienblasterdmg.json
00149418	ZZZ_CT_Weapon_AlienBlaster_BaseDMG	15	25	weapons\weap_alienblasterdmg.json
00149418	ZZZ_CT_Weapon_AlienBlaster_BaseDMG	20	28	weapons\weap_alienblasterdmg.json
00149418	ZZZ_CT_Weapon_AlienBlaster_BaseDMG	25	32	weapons\weap_alienblasterdmg.json
00149418	ZZZ_CT_Weapon_AlienBlaster_BaseDMG	30	36	weapons\weap_alienblasterdmg.json
00149418	ZZZ_CT_Weapon_AlienBlaster_BaseDMG	35	41	weapons\weap_alienblasterdmg.json
00149418	ZZZ_CT_Weapon_AlienBlaster_BaseDMG	40	46	weapons\weap_alienblasterdmg.json
00149418	ZZZ_CT_Weapon_AlienBlaster_BaseDMG	45	52	weapons\weap_alienblasterdmg.json
00149418	ZZZ_CT_Weapon_AlienBlaster_BaseDMG	50	59	weapons\weap_alienblasterdmg.json
00109B2C	CT_Armor_Metal_Arm_ER	1	1.2	armor\armor_metal_arm_er.json
00109B2C	CT_Armor_Metal_Arm_ER	5	1.44	armor\armor_metal_arm_er.json
00109B2C	CT_Armor_Metal_Arm_ER	10	1.67	armor\armor_metal_arm_er.json
00109B2C	CT_Armor_Metal_Arm_ER	15	1.91	armor\armor_metal_arm_er.json
00109B2C	CT_Armor_Metal_Arm_ER	20	2.15	armor\armor_metal_arm_er.json
00109B2C	CT_Armor_Metal_Arm_ER	25	2.39	armor\armor_metal_arm_er.json
00109B2C	CT_Armor_Metal_Arm_ER	30	2.62	armor\armor_metal_arm_er.json
00109B2C	CT_Armor_Metal_Arm_ER	35	2.86	armor\armor_metal_arm_er.json
00109B2C	CT_Armor_Metal_Arm_ER	40	3.1	armor\armor_metal_arm_er.json
00109B2C	CT_Armor_Metal_Arm_ER	45	3.33	armor\armor_metal_arm_er.json
00109B2C	CT_Armor_Metal_Arm_ER	50	3.57	armor\armor_metal_arm_er.json
002982B7	CT_Armor_Sturdy_Metal_Arm_ER	1	0.64	armor\armor_sturdy_metal_arm_er.json
002982B7	CT_Armor_Sturdy_Metal_Arm_ER	5	1.21	armor\armor_sturdy_metal_arm_er.json
002982B7	CT_Armor_Sturdy_Metal_Arm_ER	10	1.79	armor\armor_sturdy_metal_arm_er.json
002982B7	CT_Armor_Sturdy_Metal_Arm_ER	15	2.36	armor\armor_sturdy_metal_arm_er.json
002982B7	CT_Armor_Sturdy_Metal_Arm_ER	20	2.93	armor\armor_sturdy_metal_arm_er.json
002982B7	CT_Armor_Sturdy_Metal_Arm_ER	25	3.51	armor\armor_sturdy_metal_arm_er.json
002982B7	CT_Armor_Sturdy_Metal_Arm_ER	30	4.08	armor\armor_sturdy_metal_arm_er.json
002982B7	CT_Armor_Sturdy_Metal_Arm_ER	35	4.65	armor\armor_sturdy_metal_arm_er.json
002982B7	CT_Armor_Sturdy_Metal_Arm_ER	40	5.23	armor\armor_sturdy_metal_arm_er.json
002982B7	CT_Armor_Sturdy_Metal_Arm_ER	45	5.8	armor\armor_sturdy_metal_arm_er.json
002982B7	CT_Armor_Sturdy_Metal_Arm_ER	50	6.38	armor\armor_sturdy_metal_arm_er.json
0029A8D0	CT_Armor_Sturdy_Metal_Leg_ER	1	1.2	armor\armor_sturdy_metal_leg_er.json
0029A8D0	CT_Armor_Sturdy_Metal_Leg_ER	5	1.5	armor\armor_sturdy_metal_leg_er.json
0029A8D0	CT_Armor_Sturdy_Metal_Leg_ER	10	1.8	armor\armor_sturdy_metal_leg_er.json
0029A8D0	CT_Armor_Sturdy_Metal_Leg_ER	15	2.1	armor\armor_sturdy_metal_leg_er.json
0029A8D0	CT_Armor_Sturdy_Metal_Leg_ER	20	2.4	armor\armor_sturdy_metal_leg_er.json
0029A8D0	CT_Armor_Sturdy_Metal_Leg_ER	25	2.7	armor\armor_sturdy_metal_leg_er.json
0029A8D0	CT_Armor_Sturdy_Metal_Leg_ER	30	3	armor\armor_sturdy_metal_leg_er.json
0029A8D0	CT_Armor_Sturdy_Metal_Leg_ER	35	3.3	armor\armor_sturdy_metal_leg_er.json
0029A8D0	CT_Armor_Sturdy_Metal_Leg_ER	40	3.6	armor\armor_sturdy_metal_leg_er.json
0029A8D0	CT_Armor_Sturdy_Metal_Leg_ER	45	3.9	armor\armor_sturdy_metal_leg_er.json
0029A8D0	CT_Armor_Sturdy_Metal_Leg_ER	50	4.2	armor\armor_sturdy_metal_leg_er.json
00289B50	CT_Armor_Metal_Helmet_ER	1	0	armor\armor_metal_helmet_er.json
00289B50	CT_Armor_Metal_Helmet_ER	5	0	armor\armor_metal_helmet_er.json
00289B50	CT_Armor_Metal_Helmet_ER	10	0	armor\armor_metal_helmet_er.json
00289B50	CT_Armor_Metal_Helmet_ER	15	0	armor\armor_metal_helmet_er.json
00289B50	CT_Armor_Metal_Helmet_ER	20	0	armor\armor_metal_helmet_er.json
00289B50	CT_Armor_Metal_Helmet_ER	25	0	armor\armor_metal_helmet_er.json
00289B50	CT_Armor_Metal_Helmet_ER	30	0	armor\armor_metal_helmet_er.json
00289B50	CT_Armor_Metal_Helmet_ER	35	0	armor\armor_metal_helmet_er.json
00289B50	CT_Armor_Metal_Helmet_ER	40	0	armor\armor_metal_helmet_er.json
00289B50	CT_Armor_Metal_Helmet_ER	45	0	armor\armor_metal_helmet_er.json
00289B50	CT_Armor_Metal_Helmet_ER	50	0	armor\armor_metal_helmet_er.json
00289B52	CT_Armor_Metal_Leg_ER	1	1.2	armor\armor_metal_leg_er.json
00289B52	CT_Armor_Metal_Leg_ER	5	1.44	armor\armor_metal_leg_er.json
00289B52	CT_Armor_Metal_Leg_ER	10	1.67	armor\armor_metal_leg_er.json
00289B52	CT_Armor_Metal_Leg_ER	15	1.91	armor\armor_metal_leg_er.json
00289B52	CT_Armor_Metal_Leg_ER	20	2.15	armor\armor_metal_leg_er.json
00289B52	CT_Armor_Metal_Leg_ER	25	2.39	armor\armor_metal_leg_er.json
00289B52	CT_Armor_Metal_Leg_ER	30	2.62	armor\armor_metal_leg_er.json
00289B52	CT_Armor_Metal_Leg_ER	35	2.86	armor\armor_metal_leg_er.json
00289B52	CT_Armor_Metal_Leg_ER	40	3.1	armor\armor_metal_leg_er.json
00289B52	CT_Armor_Metal_Leg_ER	45	3.33	armor\armor_metal_leg_er.json
00289B52	CT_Armor_Metal_Leg_ER	50	3.57	armor\armor_metal_leg_er.json
0003490F	ConditionDamageScaleFactor_Armor_Leather	1	0.132	itemcondition\conditiondamagescalefactor_armor_leather.json
0003490F	ConditionDamageScaleFactor_Armor_Leather	5	0.132	itemcondition\conditiondamagescalefactor_armor_leather.json
0003490F	ConditionDamageScaleFactor_Armor_Leather	10	0.132	itemcondition\conditiondamagescalefactor_armor_leather.json
0003490F	ConditionDamageScaleFactor_Armor_Leather	15	0.132	itemcondition\conditiondamagescalefactor_armor_leather.json
0003490F	ConditionDamageScaleFactor_Armor_Leather	20	0.12	itemcondition\conditiondamagescalefactor_armor_leather.json
0003490F	ConditionDamageScaleFactor_Armor_Leather	25	0.12	itemcondition\conditiondamagescalefactor_armor_leather.json
0003490F	ConditionDamageScaleFactor_Armor_Leather	30	0.096	itemcondition\conditiondamagescalefactor_armor_leather.json
0003490F	ConditionDamageScaleFactor_Armor_Leather	34	0.096	itemcondition\conditiondamagescalefactor_armor_leather.json
000361F3	SecondaryScaleFactor_Weapons_Melee_Block	1	0.09	itemcondition\secondaryscalefactor_weapons_melee_block.json
000361F3	SecondaryScaleFactor_Weapons_Melee_Block	3	0.095	itemcondition\secondaryscalefactor_weapons_melee_block.json
000361F3	SecondaryScaleFactor_Weapons_Melee_Block	6	0.1	itemcondition\secondaryscalefactor_weapons_melee_block.json
000361F3	SecondaryScaleFactor_Weapons_Melee_Block	9	0.105	itemcondition\secondaryscalefactor_weapons_melee_block.json
000361F3	SecondaryScaleFactor_Weapons_Melee_Block	12	0.11	itemcondition\secondaryscalefactor_weapons_melee_block.json
000361F3	SecondaryScaleFactor_Weapons_Melee_Block	15	0.115	itemcondition\secondaryscalefactor_weapons_melee_block.json
000361F3	SecondaryScaleFactor_Weapons_Melee_Block	18	0.12	itemcondition\secondaryscalefactor_weapons_melee_block.json
000361F3	SecondaryScaleFactor_Weapons_Melee_Block	21	0.125	itemcondition\secondaryscalefactor_weapons_melee_block.json
000361F3	SecondaryScaleFactor_Weapons_Melee_Block	24	0.13	itemcondition\secondaryscalefactor_weapons_melee_block.json
000361F3	SecondaryScaleFactor_Weapons_Melee_Block	27	0.135	itemcondition\secondaryscalefactor_weapons_melee_block.json
000361F3	SecondaryScaleFactor_Weapons_Melee_Block	30	0.14	itemcondition\secondaryscalefactor_weapons_melee_block.json
0003490E	ConditionDamageScaleFactor_Weapons_Energy	1	0.015	itemcondition\conditiondamagescalefactor_weapons_energy.json
0003490E	ConditionDamageScaleFactor_Weapons_Energy	10	0.01475	itemcondition\conditiondamagescalefactor_weapons_energy.json
0003490E	ConditionDamageScaleFactor_Weapons_Energy	20	0.01375	itemcondition\conditiondamagescalefactor_weapons_energy.json
0003490E	ConditionDamageScaleFactor_Weapons_Energy	30	0.0126	itemcondition\conditiondamagescalefactor_weapons_energy.json
0003490E	ConditionDamageScaleFactor_Weapons_Energy	40	0.01135	itemcondition\conditiondamagescalefactor_weapons_energy.json
0003490E	ConditionDamageScaleFactor_Weapons_Energy	50	0.01	itemcondition\conditiondamagescalefactor_weapons_energy.json
0003490E	ConditionDamageScaleFactor_Weapons_Energy	60	0.009	itemcondition\conditiondamagescalefactor_weapons_energy.json
0003490E	ConditionDamageScaleFactor_Weapons_Energy	100	0.0065	itemcondition\conditiondamagescalefactor_weapons_energy.json
0006AC12	CT_Weapon_PickAxeDMG	1	39	weapons\melee\weap_pickaxedmg.json
0006AC12	CT_Weapon_PickAxeDMG	5	42	weapons\melee\weap_pickaxedmg.json
0006AC12	CT_Weapon_PickAxeDMG	10	45	weapons\melee\weap_pickaxedmg.json
0006AC12	CT_Weapon_PickAxeDMG	15	49	weapons\melee\weap_pickaxedmg.json
0006AC12	CT_Weapon_PickAxeDMG	20	52	weapons\melee\weap_pickaxedmg.json
0006AC12	CT_Weapon_PickAxeDMG	25	56	weapons\melee\weap_pickaxedmg.json
0006AC12	CT_Weapon_PickAxeDMG	30	61	weapons\melee\weap_pickaxedmg.json
0006AC12	CT_Weapon_PickAxeDMG	35	65	weapons\melee\weap_pickaxedmg.json
0006AC12	CT_Weapon_PickAxeDMG	40	70	weapons\melee\weap_pickaxedmg.json
0006AC12	CT_Weapon_PickAxeDMG	45	76	weapons\melee\weap_pickaxedmg.json
0006AC12	CT_Weapon_PickAxeDMG	50	82	weapons\melee\weap_pickaxedmg.json
0009DC77	CT_Weapon_MG42_BaseDMG	1	0	weapons\weap_mg42dmg.json
0009DC77	CT_Weapon_MG42_BaseDMG	5	0	weapons\weap_mg42dmg.json
0009DC77	CT_Weapon_MG42_BaseDMG	10	0	weapons\weap_mg42dmg.json
0009DC77	CT_Weapon_MG42_BaseDMG	15	0	weapons\weap_mg42dmg.json
0009DC77	CT_Weapon_MG42_BaseDMG	20	0	weapons\weap_mg42dmg.json
0009DC77	CT_Weapon_MG42_BaseDMG	25	0	weapons\weap_mg42dmg.json
0009DC77	CT_Weapon_MG42_BaseDMG	30	29	weapons\weap_mg42dmg.json
0009DC77	CT_Weapon_MG42_BaseDMG	35	29	weapons\weap_mg42dmg.json
0009DC77	CT_Weapon_MG42_BaseDMG	40	34	weapons\weap_mg42dmg.json
0009DC77	CT_Weapon_MG42_BaseDMG	45	34	weapons\weap_mg42dmg.json
0009DC77	CT_Weapon_MG42_BaseDMG	50	42	weapons\weap_mg42dmg.json
001F14DE	ZZZ_CT_Weapon_WoodCuttingAxeDMG	1	45	weapons\melee\weap_woodcuttingaxedmg.json
001F14DE	ZZZ_CT_Weapon_WoodCuttingAxeDMG	5	48	weapons\melee\weap_woodcuttingaxedmg.json
001F14DE	ZZZ_CT_Weapon_WoodCuttingAxeDMG	10	52	weapons\melee\weap_woodcuttingaxedmg.json
001F14DE	ZZZ_CT_Weapon_WoodCuttingAxeDMG	15	56	weapons\melee\weap_woodcuttingaxedmg.json
001F14DE	ZZZ_CT_Weapon_WoodCuttingAxeDMG	20	60	weapons\melee\weap_woodcuttingaxedmg.json
001F14DE	ZZZ_CT_Weapon_WoodCuttingAxeDMG	25	65	weapons\melee\weap_woodcuttingaxedmg.json
001F14DE	ZZZ_CT_Weapon_WoodCuttingAxeDMG	30	70	weapons\melee\weap_woodcuttingaxedmg.json
001F14DE	ZZZ_CT_Weapon_WoodCuttingAxeDMG	35	75	weapons\melee\weap_woodcuttingaxedmg.json
001F14DE	ZZZ_CT_Weapon_WoodCuttingAxeDMG	40	81	weapons\melee\weap_woodcuttingaxedmg.json
001F14DE	ZZZ_CT_Weapon_WoodCuttingAxeDMG	45	87	weapons\melee\weap_woodcuttingaxedmg.json
001F14DE	ZZZ_CT_Weapon_WoodCuttingAxeDMG	50	94	weapons\melee\weap_woodcuttingaxedmg.json
0006BA34	ZZZ_CT_Weapon_BaseballBatDMG	1	36	weapons\melee\weap_baseballbatdmg.json
0006BA34	ZZZ_CT_Weapon_BaseballBatDMG	5	38	weapons\melee\weap_baseballbatdmg.json
0006BA34	ZZZ_CT_Weapon_BaseballBatDMG	10	41	weapons\melee\weap_baseballbatdmg.json
0006BA34	ZZZ_CT_Weapon_BaseballBatDMG	15	45	weapons\melee\weap_baseballbatdmg.json
0006BA34	ZZZ_CT_Weapon_BaseballBatDMG	20	48	weapons\melee\weap_baseballbatdmg.json
0006BA34	ZZZ_CT_Weapon_BaseballBatDMG	25	52	weapons\melee\weap_baseballbatdmg.json
0006BA34	ZZZ_CT_Weapon_BaseballBatDMG	30	56	weapons\melee\weap_baseballbatdmg.json
0006BA34	ZZZ_CT_Weapon_BaseballBatDMG	35	60	weapons\melee\weap_baseballbatdmg.json
0006BA34	ZZZ_CT_Weapon_BaseballBatDMG	40	65	weapons\melee\weap_baseballbatdmg.json
0006BA34	ZZZ_CT_Weapon_BaseballBatDMG	45	69	weapons\melee\weap_baseballbatdmg.json
0006BA34	ZZZ_CT_Weapon_BaseballBatDMG	50	75	weapons\melee\weap_baseballbatdmg.json
001EF3AF	ZZZ_CT_Weapon_LeadPipeDMG	1	23	weapons\melee\weap_leadpipedmg.json
001EF3AF	ZZZ_CT_Weapon_LeadPipeDMG	5	25	weapons\melee\weap_leadpipedmg.json
