FURN_FormID	FURN_EDID	FURN_FULL	XALG_Flags	KeywordCount	PropCount
0002E268	AmbushMolerat01Long			0	0
0002FBF9	NpcBedGroundSleep01	Mattress		0	0
000307E0	BloodBugRedRocketInvAmbush01			0	0
00032575	NPCInvChairSit			0	0
0003429F	AmbushMolerat02Short			0	0
00034309	DEBUGPowerArmorFurniture	Power Armor		0	0
000344F6	AmbushMirelurkhidden			0	0
000344F8	AmbushMirelurk			0	0
000366B6	NPCPushBroomSweep	PushBroom		0	0
00037739	NPCBusStopSit01	Bus Stop		0	0
0003A0F7	POST_Instrument_Trumpet_DONOTPLACE	Trumpet		0	0
0003F432	NpcCouchOfficeSit01	Couch		0	0
0004329F	NpcBedVaultLay02	Bed		0	0
000432A8	NpcBedVaultBunkLay02	Bed		0	0
00044DB4	POST_Instrument_Cello_DONOTPLACE	Cello		0	0
00044DBC	Instrument_SnareDrum	Snare Drum		0	0
00046CAE	NPCHeldHostageKneelHandsUp			0	0
00047FBD	NpcBunkBedLay01	Bunk Bed		0	0
0004944E	BloodBugGroundInvFeed01			0	0
0004945C	BloodBugBrahminFeed01			0	0
0004945D	BloodBugBrahminFeed02			0	0
0004945E	BloodBugBrahminFeed03			0	0
0004BC92	CUT_AmbushMoleratSF08			0	0
0004D1CC	NpcChairPlayerHouseSit01	Chair		0	0
0004D1D8	NpcCouchPlayerHouseSit01	Couch		0	0
0004D1DF	NpcStoolPlayerHouseSit01	Stool		0	0
0004D1E4	NpcChairPlayerHouseKitchenSit01	Chair		0	0
0004D860	AmbushRadRoachFloor			0	0
00050130	AmbushMoleMinerGround			0	0
00050132	AmbushMoleMinerWall			0	0
00050377	NPCVaultConsoleActivate	Vault Door Controls		0	0
00050DCC	NPCStocktonLantern			0	0
00051C9B	NpcBenchHighTechMetalBenchSit01	Bench		0	0
00051C9D	NpcBenchHighTechMetalBenchDirtySit01	Bench		0	0
0005208A	NPCDishwashFemale			0	0
000522F4	POST_Instrument_Violin_DONOTPLACE	Violin		0	0
0005238E	WorkshopNpcBedMilitaryCotMattressLay01NoEdit	Bed		0	0
00052390	WorkshopNpcBedMetalLay02NoEdit	Bed		0	0
00052877	NpcBedGroundSleep01_Kid	Mattress		0	0
000530F7	CharGen_Bed01	Bed		0	0
000531A9	BloodBugWallInvAmbush01			0	0
000531AA	BloodBugCeilingInvAmbush01			0	0
000531AB	BloodBugGroundInvAmbush01			0	0
00054835	NpcBedPlayerHouseLay01	Bed		0	0
00057A7E	NpcStandingInvDoorkick01			0	0
0005A47A	NpcInvGroundSadSit			0	0
0005BC4F	NPCBarInvShopKeep			0	0
0005C2A1	WorkshopBar01	Drink Stand		0	0
0005DD9B	NPCStandingInvGuardPost			0	0
0005E9C6	DogmeatLay01			0	0
000616C2	MTR_PowerArmorFurniture_MinerArmor	Extractor Armor		0	0
00061D9B	PowerArmorFurnitureNoCore	Power Armor		0	0
000666BD	RaiderCoverRightKneel			0	0
0006C705	AmbushSpawnFromSkyToFloor02			0	0
0006E5A4	NpcCouchOfficeSit01Dogmeat01	Couch		0	0
0006F9DC	NpcChairPlayerHouseRuinKitchenSit01	Chair		0	0
0006F9DD	NpcChairPlayerHouseRuinKitchenSit02	Chair		0	0
0006F9DE	NpcChairPlayerHouseRuinKitchenSit03	Chair		0	0
0006FA2E	NpcStoolPlayerHouseRuinSit01	Stool		0	0
000711B3	NpcStoolPlayerHouseRuinSit02	Stool		0	0
000711B4	NpcStoolPlayerHouseRuinSit03	Stool		0	0
000725DD	TestSpawnChair	Patio Chair		0	0
000725E4	TestSpawnMoleratAmbush			0	0
00074538	AmbushRadScorpion			0	0
00074BB0	NpcChairPlayerHouseRuinSit01	Chair		0	0
00074BB1	NpcCouchPlayerHouseRuinSit01	Couch		0	0
00075D5A	POST_Instrument_Harmonica_DONOTPLACE	Harmonica		0	0
00078535	ATX_CollectronPod	Scavenger Collectron Station		0	0
00078821	StingwingWallInvAmbush01			0	0
0007C610	NPCInvWallLean01Spouse			0	0
0007D5D8	NpcStoolDinerIntSit01	Stool		0	0
0007D5E6	NpcStoolDinerIntSit02	Stool		0	0
0007D61B	NpcBenchDinerIntBoothSingleSit01	Bench		0	0
0007D623	NpcBenchDinerIntBoothSingleSit02	Bench		0	0
0007D625	NpcBenchDinerIntBoothSit01WithTable	Bench		0	0
00083907	NpcChairPatioSit01	Patio Chair		0	0
00083F2B	AmbushFeralGhoulMantel			0	0
0008674C	ATX_WorkshopScavengingStation	Scavenging Station		0	0
00089505	NpcBenchChurchSit01	Pew		0	0
0008C178	NpcChairVaultSit01	Chair		0	0
000954B5	SFZ04_Waste_DisabledProtectron			0	0
000975D5	NpcBedSleepingBagChildLay01	Sleeping Bag		0	0
00098160	NpcChairFederalistOfficeSit01Dogmeat01	Chair		0	0
00098A08	AmbushWendigoFromTree			0	0
00099508	NpcBedGroundSleepDogmeat01	Mattress		0	0
000998EF	NpcStoolDinerIntSit01Dogmeat01	Stool		0	0
0009A157	BoatflyWallInvAmbush01			0	0
0009A9E4	AmbushSpawnFromSkyToFloor01			0	0
0009C05F	POST_MinigunMounted	Mounted Minigun		0	0
0009C689	Tpose			0	0
0009DE1C	Asylum_Exterior_Bench01	Bench		0	0
0009DE1D	Asylum_Exterior_Chair01	Chair		0	0
0009F974	AmbushFeralGhoulGetUpA			0	0
0009F975	AmbushFeralGhoulGetUpB			0	0
0009F976	AmbushFeralGhoulGetUpC			0	0
0009F977	AmbushFeralGhoulGetUpD			0	0
0009FE6A	AmbushFeralGhoulFromUnder			0	0
000A0F53	AmbushFeralGhoulUnderTable			0	0
000A46FB	WorkshopBrahminFeedTrough	Brahmin Feed Trough		0	0
000A78DE	POST_MinigunMountedEmpty	Mounted Minigun		0	0
000A9408	AmbushMirelurkQueen_mud			0	0
000AB567	NpcBedVaultLay01	Bed		0	0
000AB568	NpcBedVaultBunkLay01	Bed		0	0
000AE440	NpcChairVaultSit03	Chair		0	0
000B1754	AmbushNonSpawn_SpecialSentryBot			0	0
000B287D	EyebotScan01			0	0
000B30BA	NpcBenchShortVaultSit01	Bench		0	0
000B30BC	NpcBenchVaultSit01	Bench		0	0
000B32BB	SentryBotBlockDoor			0	0
000B6F05	SandboxRadRoachWall			0	0
000B8185	AmbushMirelurkHunter			0	0
000C189C	NPCHandRailA			0	0
000C189D	NPCHandRailB			0	0
000C189E	NPCHandRailC			0	0
000C189F	NPCHandRailD			0	0
000C45EF	WorkshopBar03NoEditDinerCounter	Restaurant		0	0
000C79B4	WorkbenchCookingGroundPot	Cooking Station		0	0
000CA064	NPCWeedInvA			0	0
000CA066	NPCWeedInvB			0	0
000D37EC	AmbushMirelurkhidden_NestMud			0	0
000D3FBD	NpcChairVaultSit01_Barber	Chair		0	0
000D75BC	NpcBedSleepingBagSleep01	Sleeping Bag		0	0
000D83C4	NpcStoolIndustrialMetalSit01	Stool		0	0
000D83CC	NpcChairIndustrialMetalOfficeSit01	Chair		0	0
000D83D4	MirelurkInFurniture			0	0
000D96BF	NPCKneelHammerHorizontal			0	0
000D96C1	NPCKneelHammerVertical			0	0
000D96C3	NPCKneelWrenchVertical			0	0
000D96C5	NPCKneelWrenchHorizontal			0	0
000D96C7	NPCStandHammerHorizontal			0	0
000D96C9	NPCStandHammerVertical			0	0
000D96CB	NPCStandWrenchHorizontal			0	0
000D96CD	NPCStandWrenchVertical			0	0
000D9C37	NPCPrisonerFloorSit			0	0
000DB85C	NpcBenchStoneSit01	Bench		0	0
000DD4A6	AmbushRadRoachWall			0	0
000DEDD4	NPCWoundedSit			0	0
000DEDD6	NPCInspectWounded			0	0
000DF459	NPCCouchMemoryLoungeSit01	Couch		0	0
000DF45A	NPCBenchParkSit01	Bench		0	0
000DF45B	NPCChaiseMemoryLoungeSit01	Chaise		0	0
000DF45C	NPCChairMemoryLoungeSit01	Chair		0	0
000E1CF6	PowerArmorDown			0	0
000E1D01	NPCKickSafe			0	0
000E2800	SandboxFeralGhoulSquatEatingOnTableDay			0	0
000E2801	SandboxFeralGhoulSquatEatingOnTableNight			0	0
000E2802	SandboxFeralGhoulSitOnFloorEatingDay			0	0
000E2803	SandboxFeralGhoulSitOnFloorEatingNight			0	0
000E36F5	BloatFlyWallInvAmbush01			0	0
000E36F6	BloatFlyGroundInvAmbush01			0	0
000E36F7	BloatFlyCeilingInvAmbush01			0	0
000E37D3	NpcChairIndustrialMetalDiningSit01	Chair		0	0
000E6940	NpcChairIndustrialMetalDiningSit01Clean	Chair		0	0
000EA1B9	NpcChairModernDomesticSit01	Chair		0	0
000EA1BA	NpcChairModernDomesticSit02	Chair		0	0
000EA1BB	NpcChairModernDomesticSit03	Chair		0	0
000EA1BC	NpcCouchModernDomesticSit01	Couch		0	0
000EA1BD	NpcStoolModernDomesticSit01	Stool		0	0
000EB2B4	NPCHoe	Hoe		0	0
000EC7B0	SandboxFeralGhoulSquatEating			0	0
000ED134	SandboxFeralGhoulSquatEatingDay			0	0
000ED135	SandboxFeralGhoulSquatEatingNight			0	0
000ED405	AmbushMirelurkKingWater			0	0
000ED407	MirelurkKingMudFurniture			0	0
000EECF3	AmbushFeralGhoulFromHoleAbove			0	0
000EF227	SandboxFeralGhoulSquatEatingOnTable			0	0
000F0103	SandboxFeralGhoulSitOnFloorEating			0	0
000F15D5	LayDownInUtilityBoxMarker			0	0
000F169D	NpcChairVaultSit01NoWait	Chair		0	0
000F169E	NpcChairVaultSit02NoWait	Chair		0	0
000F169F	NpcChairVaultSit03NoWait	Chair		0	0
000F16A0	NpcBenchShortVaultSit01NoWait	Bench		0	0
000F16A1	NpcBenchVaultSit01NoWait	Bench		0	0
000F2547	AmbushFeralGhoulFromHoleAboveQuicker			0	0
000F370B	SMChairInvSit01	Chair		0	0
000F370C	SMLiftInvJump01	Chair		0	0
000F3EAB	AmbushMirelurkKingIND			0	0
000F3EB6	AmbushFeralGhoulCrawlUpWall			0	0
000F65F0	AmbushMirelurkKingMud			0	0
000F65F1	MirelurkKingWaterFurniture			0	0
000FCDCB	CatDrinking			0	0
000FDC8B	NpcCouchModernDomesticCleanSit01	Couch		0	0
000FE795	NPCUseMicroscope			0	0
000FFC0D	CatSunning			0	0
000FFC1D	NPCWallDigging			0	0
00100CD5	ProtectronPod01			0	0
0010222F	ProtectronNoodlePot			0	0
001027A7	NpcBedPlayerHouseLay01_NoActivate			0	0
001089D2	AmbushMirelurkHidden_RiverbedRocksWet02			0	0
001089F0	AmbushMirelurk_RiverbedRocks02Wet			0	0
00108EA0	PowerArmorFurniture_T51_Full	Power Armor		0	0
0010AE04	WhiteSpring_Chair06	Chair		0	0
0010C3B6	WorkbenchCookingFire	Cooking Station		0	0
0010D8B9	WhiteSpring_Chair07	Chair		0	0
0010D8BA	WhiteSpring_Chair08	Chair		0	0
0010D8BB	WhiteSpring_Chair09	Chair		0	0
0010D8BC	WhiteSpring_Chair10	Chair		0	0
0010D8BD	WhiteSpring_Chair11	Chair		0	0
0010D8BE	WhiteSpring_Chair12	Chair		0	0
0010D8BF	WhiteSpring_Couch01	Couch		0	0
0010D8C0	WhiteSpring_Couch02	Couch		0	0
0010D8C1	WhiteSpring_PatioChair01	Patio Chair		0	0
0010D8C2	WhiteSpring_PatioChair02a	Patio Chair		0	0
0010D8C3	WhiteSpring_PatioChair02b	Patio Chair		0	0
0010D8C4	WhiteSpring_PatioChair02c	Patio Chair		0	0
0010D8C5	WhiteSpring_Bench01	Bench		0	0
0010D8C6	WhiteSpring_Bench02	Bench		0	0
0010D8C7	WhiteSpring_Bench03	Bench		0	0
0010D8C8	WhiteSpring_Bench04	Bench		0	0
0010D8C9	WhiteSpring_Chair01	Chair		0	0
0010D8CA	WhiteSpring_Chair02	Chair		0	0
0010D8CB	WhiteSpring_Chair03	Chair		0	0
0010D8CC	WhiteSpring_Chair04	Chair		0	0
0010EC8B	WorkbenchPowerArmorCreation_DoNotUse	Power Armor Fabricator		0	0
0010F1FE	DLC01AmbushAssaultronFromBack			0	0
0010F1FF	DLC01AmbushEyeBotPipe			0	0
0010F200	DLC01AmbushSentryBotGetUp			0	0
0010F204	DLC01AmbushAssaultronFromBackSlow			0	0
0010F30F	Instrument_Grand_Piano	Grand Piano		0	0
0010F365	DLC01AmbushEyeBotPipe512			0	0
0010F368	DLC01AmbushEyeBotPipe1024			0	0
0010F39B	DLC01RobotInspection			0	0
0010F3BC	Instrument_Upright_Piano	Upright Piano		0	0
0010F42E	DLC01EyeBotPod			0	0
0010F61D	AmbushSpawnGenericFabricator			0	0
0010FE8C	DLC02WorkshopArenaCombatantA	Arena Contestant - Blue Team		0	0
0010FE90	DLC02WorkshopArenaCombatantB	Arena Contestant - Red Team		0	0
0010FFAF	Workshop_ShackPoweredGate01	Powered Door		0	0
00110146	WorkShopTemplate01			0	0
00110178	WorkshopShackMidFloorTrapDoor01	Trap Door		0	0
001101A5	DLC02WorkshopCatBowl	Cat Bowl		0	0
001102F1	WorkshopBar02	Bar		0	0
001102F2	WorkshopBar03	Restaurant		0	0
00110372	Workshop_ShackPoweredGate02Blue	Powered Door		0	0
00110376	Workshop_ShackPoweredGate02Red	Powered Door		0	0
00110377	Workshop_ShackPoweredGate02White	Powered Door		0	0
00110786	BarnOuthouseChair01	Outhouse Seat		0	0
001107FD	DLC03guttingfish			0	0
00110AB2	DLC03_NpcCouchAirplaneSit01	Airplane Seat		0	0
00110CD0	DLC03KidSittingCatatonic			0	0
00110D0A	DLC03FeedingFish			0	0
00110D0C	DLC03AmbushAnglerHeadBait			0	0
00110EEA	DLC03_WolfSleepFurniture			0	0
00110EEB	DLC03_GulperSleepFurniture			0	0
00110EEC	DLC03_AnglerSleepFurniture			0	0
00110EED	DLC03_RadStagSleepFurniture			0	0
00110EEE	DLC03_YaoGuaiSleepFurniture			0	0
00110EEF	DLC03_DeathclawSleepFurniture			0	0
00111050	DimaChair01			0	0
001110AC	DLC03DimaExecution			0	0
00111103	NPCFightAnnouncer			0	0
00111160	DLC03StingwingNestGroundDONOTUSE			0	0
00111161	DLC03StingwingNestWallDONOTUSE			0	0
00111162	DLC03StingwingNestCeilingDONOTUSE			0	0
001111C3	NpcChairTheaterEnd01	Chair		0	0
001111C4	NpcChairTheater01	Chair		0	0
001111C5	NpcChairTheater02	Chair		0	0
001112CB	DLC03ConfessorSpeech			0	0
001113D1	DLC03_ExecutionSceneNPCKneelSit			0	0
00111439	DLC03GulperAmbushDropDown			0	0
0011148B	DLC03_InvisibleTentBedNOPLACE	Tent		0	0
0011150C	TESTDLC03FogCondenser	TEST Fog Condenser		0	0
00111575	DLC03FishWeightScale			0	0
00111706	DLC03AmbushAnglerHeadBait_mud			0	0
00111727	DLC03AmbushHermit			0	0
001118C9	Dlc03BarnOuthouseChair01	Outhouse Seat		0	0
00111D97	DLC05NPCWorkshopPillory	Pillory		0	0
0011223D	DLC06WorkshopPowerbike00	Power Cycle 1000		0	0
0011223E	DLC06WorkshopSlotMachine00	Slot Machine		0	0
0011223F	DLC06WorkshopSodaStation00	Soda Fountain		0	0
00112240	DLC06WorkshopPhoropter00	Phoropter		0	0
00112247	DLC06VltDrConsolePry			0	0
0011224F	DLC06WorkshopWeightBench			0	0
00112274	DLC06_workshopOnly_VaultSecurityDesk01	Security Desk		0	0
00112277	WorkshopGuardBarricade	Barricade		0	0
00112602	DLC06WorkshopNpcBedVaultLay02	Bed		0	0
00112603	DLC06WorkshopNpcChairVaultSit01	Chair		0	0
00112604	DLC06WorkshopNpcBenchShortVaultSit01	Bench		0	0
00112605	DLC06WorkshopNpcBenchVaultSit01	Bench		0	0
00112606	DLC06WorkshopNpcTableVaultSit02	Table		0	0
0011266B	DLC06WorkshopNpcBenchDinerIntBoothSit01WithTable	Bench		0	0
0011266C	DLC06WorkshopNpcBenchDinerIntBoothSingleSit01	Bench		0	0
00112674	DLC06WorkshopPowerbike01	Power Cycle 1000		0	0
001126D7	DLC06WorkshopSodaStationBase	Soda Fountain Prototype		0	0
001126DA	DLC06WorkshopPowerbikeBase	Power Cycle 1000 Prototype		0	0
001126DC	DLC06WorkshopPowerbike02	Power Cycle 1000		0	0
001126DE	DLC06WorkshopPowerbike03	Power Cycle 1000		0	0
0011270A	DLC06WorkshopSodaStation03	Soda Fountain		0	0
0011270B	DLC06WorkshopSodaStation02	Soda Fountain		0	0
00112759	DLC06VaultControlPod01	Control Post		0	0
001127B2	DLC06NpcChairIndustrialMetalDiningSit01CleanGreen	Chair		0	0
001127BB	DLC06NpcChairIndustrialMetalDiningSit01CleanPink	Chair		0	0
001127BC	DLC06NpcChairLounge01AClean01OttomanSit01	Ottoman		0	0
001127BD	DLC06NpcChairLounge01AClean01Sit01	Chair		0	0
001127BE	DLC06NpcChairIndustrialMetalDiningSit01CleanBlack	Chair		0	0
001127BF	DLC06NpcChairIndustrialMetalDiningSit01CleanBlue	Chair		0	0
001127C0	DLC06NpcChairIndustrialMetalDiningSit01CleanPurple	Chair		0	0
001127C1	DLC06NpcChairIndustrialMetalDiningSit01CleanRed	Chair		0	0
001127C2	DLC06NpcChairIndustrialMetalDiningSit01CleanWhite	Chair		0	0
001127C3	DLC06NpcChairIndustrialMetalDiningSit01CleanYellow	Chair		0	0
001127C6	DLC06NpcChairLounge01BClean01OttomanSit01	Ottoman		0	0
001127D9	DLC06NpcCouchLounge01AClean01Sit01	Couch		0	0
001127DA	DLC06NpcCouchLounge01BClean01Sit01	Couch		0	0
001127DB	DLC06NpcChairLounge01BClean01Sit01	Chair		0	0
001127DC	DLC06NpcChairHighTechRoundChairSit01	Chair		0	0
00112806	DLC06NpcChairIndustrialMetalDiningSit01CleanOrange	Chair		0	0
00112807	DLC06NpcChairPlayerHouseCleanKitchenSit01	Chair		0	0
0011280C	DLC06NpcChairHighTechOfficeChairCleanSit01	Chair		0	0
00112835	DLC06WorkshopPhoropterBase	Phoropter Prototype		0	0
00112839	DLC06WorkshopPhoropter01	Phoropter		0	0
0011283A	DLC06WorkshopPhoropter02	Phoropter		0	0
0011283B	DLC06WorkshopPhoropter03	Phoropter		0	0
0011283D	PortaPottyInd01chair	Toilet Seat		0	0
0011289B	DLC06WorkshopPommelHorse			0	0
001128B0	TestSoda	Cooking Station		0	0
00112E2F	DLC04_PowerArmor_Placeholder	Power Armor		0	0
00112E41	DLC04FenceWildCheer			0	0
00112F88	DLC04Primping			0	0
00112FF3	DLC04PrisonerShackles			0	0
00113166	ZZZ_SCORE_S18_LookingThroughTelescope	Telescope		0	0
0011327F	DLC04CaveCricketSleep			0	0
0011363C	DLC04ZetaRayChair01	Zeta Ray Aligner		0	0
0011371A	DLC04_AmphitheaterPropThrone01	Throne		0	0
0011374C	DLC04WorkshopBoozeStill01			0	0
0011377F	DLC04_PowerArmor_QuantumArmor	Power Armor		0	0
00113822	DLC04StingwingNestCeiling			0	0
00113823	DLC04StingwingNestGround			0	0
00113824	DLC04StingwingNestWall			0	0
00113883	DLC04FishWeightScale			0	0
001142AF	NPCWoundedSitTalking			0	0
001144EC	DLC04Workshop_NpcChairPatioSit01_Nuka	Patio Chair		0	0
00114524	DLC04Workshop_WW_Trough	Feed Trough		0	0
001145C1	DLC04_NPCPaintGhoul			0	0
001146D2	NpcStoolDinerIntSit01Cappy	Stool		0	0
001146D3	NpcStoolDinerIntSit02Cappy	Stool		0	0
001159C8	DeathclawPerchedAndWallSlide			0	0
0011807C	NpcBenchFederalistSit01OneSlot	Bench		0	0
001182C0	AmbushMirelurkQueen			0	0
00118F4B	WorkshopNpcBedVaultLay01	Bed		0	0
00118F57	WorkshopNpcBedSleepingBagSleep01	Sleeping Bag		0	0
001199CA	Instrument_ChemicalBarrel	Chemical Barrel		0	0
00119D06	AmbushDeathclawClimbOverWall			0	0
0011AF4C	DeathclawPeekIntoDoorway			0	0
0011B099	AmbushGraftonMonsterSwamp			0	0
0011CEEB	WhiteSpring_PatioTableChair_01	Chair		0	0
0011D5E0	DeathclawBangOnWall			0	0
0011E6C7	NPCPaintWall			0	0
001206CC	AmbushNonSpawnStandFromFloor02			0	0
001206CF	AmbushNonSpawnStandFromFloor03			0	0
001206D2	AmbushNonSpawnStandFromFloor04			0	0
001206D5	AmbushNonSpawnStandFromFloor05			0	0
001206D8	AmbushNonSpawnStandFromFloor06			0	0
001212A3	MirelurkFeeding			0	0
001222BE	NPCLookAtPeepDoor			0	0
00123678	NPCRefugeeFemaleA			0	0
0012367A	NPCRefugeeFemaleB			0	0
0012367C	NPCRefugeeMaleB			0	0
0012367E	NPCRefugeeMaleA			0	0
00123A6F	AmbushMirelurk_RiverbedRocks01			0	0
00123A71	AmbushMirelurk_RiverbedRocks01Wet			0	0
00123A74	AmbushMirelurkhidden_RiverbedRocksWet01			0	0
001254E2	WorkshopGuardMarker			0	0
001254E7	WorkshopBar02NoEdit			0	0
001262F0	MirelurkQueenCastleWall			0	0
00126301	VertibirdPrydwenPerch01	PrydwenPerch		0	0
00127594	FEVHoundLayingMarker			0	0
00127595	FEVHoundSittingMarker			0	0
001292E3	CharGenWakeUp1stP	CharGen WakeUp		0	0
0012A1FF	NPCBedHospital	Bed		0	0
0012B922	Camping_Chair	Chair		0	0
0012CF26	AmbushDeathclawWallSlide			0	0
0012EA9B	WorkbenchArmorA	Armor Workbench	Camera Weapon Detectable	0	0
0012F2F5	WorkbenchChemistryA	Chemistry Station		0	0
0012FF4E	AmbushMirelurk_CaveMud			0	0
0013052F	NPCWeldingLow			0	0
00130534	NPCWeldingMedium			0	0
00130535	NPCWeldingHigh			0	0
00130BBC	NPCBerryGathering			0	0
00130BBD	FEVHoundSleepingMarker			0	0
001340D3	NpcBedMetalLay01	Bed		0	0
001340D4	NpcBedMetalLay02	Bed		0	0
001340D5	NpcBedWoodLay01	Bed		0	0
0013419B	NPCCounterMerchant			0	0
00137B81	PowerArmorFurniture_Raider_Full	Power Armor		0	0
00138041	NPCMeleeMerchant			0	0
0013B7F1	Electric_Chair	Electric Chair		0	0
0013BD08	WorkbenchPowerArmorSmall	Power Armor Station		0	0
0013FE00	NpcBedMetalChildLay01	Bed		0	0
0013FE01	NpcBedMetalChildLay02	Bed		0	0
0013FE02	NpcBedWoodChildLay01	Bed		0	0
0013FE04	NPCBedInstituteChildSleep02	Bed		0	0
0013FE05	NpcBedVaultChildLay01	Bed		0	0
0013FE06	NpcBedVaultBunkChildLay01	Bed		0	0
00140D01	AmbushMirelurk_RiverbedRocksSand01Wet			0	0
00140D17	AmbushMirelurk_NestMud			0	0
00140F07	AmbushMirelurkHidden_RiverbedRocks			0	0
00140F08	AmbushMirelurkhidden_CaveMud			0	0
00140F09	AmbushMirelurkhidden_RiverbedRocksSandWet01			0	0
001411CB	NPCEatingNoodlesStanding			0	0
001411CC	DeathclawSleepOnGround			0	0
0014237A	NpcChairStadiumRedSit04withTable	Chair		0	0
00142930	AmbushMirelurkHunterNestMud			0	0
00142931	AmbushMirelurkHunterCaveMud			0	0
00142932	AmbushMirelurkHunterSandRockWet			0	0
0014297B	AmbushMegaSloth_Nest			0	0
001437F9	NpcStoolStadiumSit01WithBar	Stool		0	0
001437FC	NpcStoolStadiumSit01EatNoodles	Stool		0	0
00143AEB	NpcChairStadiumRedSit01WithTable	Chair		0	0
00144A63	NPCBartender			0	0
00144AAF	NPCBoxSearch			0	0
00144AF6	NpcHidingInFridge			0	0
00146620	NpcChairVaultSit03_ExitToTalk	Chair		0	0
00146E92	NPCKidSittingOnGround			0	0
00147622	AmbushSpawn_SpecialScorchBeastFissure01		Visible Distant	0	0
00147C37	NPCPlacingEnvelopeTable			0	0
001487C1	WorkbenchChemistryB	Chemistry Station	Camera Weapon Detectable	0	0
00148BA0	BehemothSwanAmbushMarker			0	0
