BPTD_FormID	BPTD_EDID	Model	PartIndex	BPTN_PartName	BPNN_PartNode	BPNT_VATSTarget	DamageMult	PartType	HealthPercent	ActorValue_FormID	ActorValue_EDID	ActorValue_FULL	ToHitChance	ExplosionChancePct	NonLethalDismemberChance	Flags	LimbReplacementScale	RefBy_RACE_FormIDs	RefBy_RACE_EDIDs	RefBy_RACE_Names
00023FFF	mirelurkBodyPartData	Actors\Mirelurk\CharacterAssets\skeleton.nif	9	Shell	Rib	Rib	0.150000	Head2	90	00000375	AvailableCondition3		100	100	0	Severable, Explodable, Cut - Meat Cap Sever, On Cripple	1.000000	00023FFC	MirelurkRace	Mirelurk
00023FFF	mirelurkBodyPartData	Actors\Mirelurk\CharacterAssets\skeleton.nif	10	Root	Root	Root	1.000000	Root	5				0	0	0		1.000000	00023FFC	MirelurkRace	Mirelurk
00023FFF	mirelurkBodyPartData	Actors\Mirelurk\CharacterAssets\skeleton.nif	11	Torso	SPINE2	SPINE2	0.900000	Torso	75	0000036D	EnduranceCondition	Torso	60	100	0	Hit Reaction, Hit Reaction - Default, Explodable	1.000000	00023FFC	MirelurkRace	Mirelurk
0001F8E6	DogmeatBodyPartData	actors\Dogmeat\CharacterAssets\skeleton.nif	0	Left Legs	Dogmeat_Rear_LLeg1	Dogmeat_Front_LLeg2	1.000000	LeftLeg2	30				40	0	0		1.000000	0001D698 | 00620A25 | 0077D825 | 00852E75	DogmeatRace | ATX_COMP_UNUSED_DogmeatRace | CAMPPets_Dog_GermanShepherdRace | CAMPPets_Dog_RoboPawRace	 |  |  | 
0001F8E6	DogmeatBodyPartData	actors\Dogmeat\CharacterAssets\skeleton.nif	1	Left Legs	Dogmeat_Front_LLeg1	Dogmeat_Front_LLeg2	1.000000	LeftLeg1	30				40	0	0		1.000000	0001D698 | 00620A25 | 0077D825 | 00852E75	DogmeatRace | ATX_COMP_UNUSED_DogmeatRace | CAMPPets_Dog_GermanShepherdRace | CAMPPets_Dog_RoboPawRace	 |  |  | 
0001F8E6	DogmeatBodyPartData	actors\Dogmeat\CharacterAssets\skeleton.nif	2	Left Foot	Dogmeat_Front_LLegAnkle	Dogmeat_Front_LLegAnkle	1.000000	Left Foot	5				100	0	0		1.000000	0001D698 | 00620A25 | 0077D825 | 00852E75	DogmeatRace | ATX_COMP_UNUSED_DogmeatRace | CAMPPets_Dog_GermanShepherdRace | CAMPPets_Dog_RoboPawRace	 |  |  | 
0001F8E6	DogmeatBodyPartData	actors\Dogmeat\CharacterAssets\skeleton.nif	3	Right Legs	Dogmeat_Rear_RLeg1	Dogmeat_Front_RLeg2	1.000000	RightArm2	30				40	0	0		1.000000	0001D698 | 00620A25 | 0077D825 | 00852E75	DogmeatRace | ATX_COMP_UNUSED_DogmeatRace | CAMPPets_Dog_GermanShepherdRace | CAMPPets_Dog_RoboPawRace	 |  |  | 
0001F8E6	DogmeatBodyPartData	actors\Dogmeat\CharacterAssets\skeleton.nif	4	Right Legs	Dogmeat_Front_RLeg1	Dogmeat_Front_RLeg2	1.000000	RightLeg1	30				40	0	0		1.000000	0001D698 | 00620A25 | 0077D825 | 00852E75	DogmeatRace | ATX_COMP_UNUSED_DogmeatRace | CAMPPets_Dog_GermanShepherdRace | CAMPPets_Dog_RoboPawRace	 |  |  | 
0001F8E6	DogmeatBodyPartData	actors\Dogmeat\CharacterAssets\skeleton.nif	5	Right Foot	Dogmeat_Front_RLegAnkle	Dogmeat_Front_RLegAnkle	1.000000	Right Foot	5				100	0	0		1.000000	0001D698 | 00620A25 | 0077D825 | 00852E75	DogmeatRace | ATX_COMP_UNUSED_DogmeatRace | CAMPPets_Dog_GermanShepherdRace | CAMPPets_Dog_RoboPawRace	 |  |  | 
0001F8E6	DogmeatBodyPartData	actors\Dogmeat\CharacterAssets\skeleton.nif	6	Head	Dogmeat_Head	Dogmeat_Head	1.000000	Head1	40				30	0	0	Hit Reaction	1.000000	0001D698 | 00620A25 | 0077D825 | 00852E75	DogmeatRace | ATX_COMP_UNUSED_DogmeatRace | CAMPPets_Dog_GermanShepherdRace | CAMPPets_Dog_RoboPawRace	 |  |  | 
0001F8E6	DogmeatBodyPartData	actors\Dogmeat\CharacterAssets\skeleton.nif	7	DogmeatRoot	Dogmeat_Root	Dogmeat_Root	1.000000	Root	0				0	0	0		1.000000	0001D698 | 00620A25 | 0077D825 | 00852E75	DogmeatRace | ATX_COMP_UNUSED_DogmeatRace | CAMPPets_Dog_GermanShepherdRace | CAMPPets_Dog_RoboPawRace	 |  |  | 
0001F8E6	DogmeatBodyPartData	actors\Dogmeat\CharacterAssets\skeleton.nif	8	Torso	Dogmeat_Pelvis	Dogmeat_Spine2	1.000000	Torso	100				75	0	0	Hit Reaction, Hit Reaction - Default	1.000000	0001D698 | 00620A25 | 0077D825 | 00852E75	DogmeatRace | ATX_COMP_UNUSED_DogmeatRace | CAMPPets_Dog_GermanShepherdRace | CAMPPets_Dog_RoboPawRace	 |  |  | 
0000001D	DefaultBodyPartData	actors\Character\CharacterAssets\skeleton.nif	0	Head	NPC Head [Head]	NPC Head [Head]	1.000000	Head1	5				100	0	0	Hit Reaction	1.000000			
0000001D	DefaultBodyPartData	actors\Character\CharacterAssets\skeleton.nif	1	Fly Grab	NPC Spine1 [Spn1]	NPC Spine1 [Spn1]	1.000000	Fly Grab	5				100	0	0		1.000000			
0000001D	DefaultBodyPartData	actors\Character\CharacterAssets\skeleton.nif	2	Torso	NPC COM [COM ]	NPC Spine2 [Spn2]	1.000000	Torso	5				100	0	0	Hit Reaction, Hit Reaction - Default	1.000000			
0000001D	DefaultBodyPartData	actors\Character\CharacterAssets\skeleton.nif	3	Eye	NPCEyeBone	NPCEyeBone	1.000000	Eye	5				100	0	0		1.000000			
00017AD4	HumanBodyPartData	actors\Character\CharacterAssets\skeleton.nif	0	Headtracking	Head	AnimObjectA	1.000000	Eye	0				0	0	0		1.000000	00013746 | 000EAFB6 | 00111C04 | 0011D83F | 0011EB96 | 00166729 | 0057253E | 005D7F52 | 006273AA | 0066CFBA | 0068FD00 | 007272F6 | 00727CCF | 0072D46C | 0074D80B | 0079CCE7 | 007AC578 | 00815EDD | 00815EDE | 00815EDF | 00815EE0 | 00824BDD	HumanRace | GhoulRace | DLC05ArmorRackRace | HumanChildRace | GhoulChildRace | HumanRaceSubGraphData | DevRed_HumanRaceSubGraphData | Main_HumanRaceSubGraphData | SCORE_S5_Inspector_HumanChildRace | DevBlue_HumanRaceSubGraphData | DevGreen_HumanRaceSubGraphData | DevPurple_HumanRaceSubGraphData | LostRace | DevCyan_HumanRaceSubGraphData | LostHealerRace | GHL_PlayerGhoulRace | FishermanRace | zzzDLC05ArmorRackRace_FestiveMale | zzzDLC05ArmorRackRace_CelebratoryMale | DLC05ArmorRackVictoryRace | DLC05ArmorRackSurpriseRace | DLC05ArmorRackSwooningRace	Human | Ghoul | Human | Human | Human | Human | Human | Human | Human | Human | Human | Human | Lost | Human | Lost | Ghoul | Human | Human | Human | Human | Human | Human
00017AD4	HumanBodyPartData	actors\Character\CharacterAssets\skeleton.nif	1	Camera	CAMERA	CAMERA	1.000000	Camera	0				0	0	0		1.000000	00013746 | 000EAFB6 | 00111C04 | 0011D83F | 0011EB96 | 00166729 | 0057253E | 005D7F52 | 006273AA | 0066CFBA | 0068FD00 | 007272F6 | 00727CCF | 0072D46C | 0074D80B | 0079CCE7 | 007AC578 | 00815EDD | 00815EDE | 00815EDF | 00815EE0 | 00824BDD	HumanRace | GhoulRace | DLC05ArmorRackRace | HumanChildRace | GhoulChildRace | HumanRaceSubGraphData | DevRed_HumanRaceSubGraphData | Main_HumanRaceSubGraphData | SCORE_S5_Inspector_HumanChildRace | DevBlue_HumanRaceSubGraphData | DevGreen_HumanRaceSubGraphData | DevPurple_HumanRaceSubGraphData | LostRace | DevCyan_HumanRaceSubGraphData | LostHealerRace | GHL_PlayerGhoulRace | FishermanRace | zzzDLC05ArmorRackRace_FestiveMale | zzzDLC05ArmorRackRace_CelebratoryMale | DLC05ArmorRackVictoryRace | DLC05ArmorRackSurpriseRace | DLC05ArmorRackSwooningRace	Human | Ghoul | Human | Human | Human | Human | Human | Human | Human | Human | Human | Human | Lost | Human | Lost | Ghoul | Human | Human | Human | Human | Human | Human
00017AD4	HumanBodyPartData	actors\Character\CharacterAssets\skeleton.nif	2	Torso	COM	Chest	1.000000	Torso	75	0000036D	EnduranceCondition	Torso	60	100	0	Hit Reaction, Hit Reaction - Default, Explodable	1.000000	00013746 | 000EAFB6 | 00111C04 | 0011D83F | 0011EB96 | 00166729 | 0057253E | 005D7F52 | 006273AA | 0066CFBA | 0068FD00 | 007272F6 | 00727CCF | 0072D46C | 0074D80B | 0079CCE7 | 007AC578 | 00815EDD | 00815EDE | 00815EDF | 00815EE0 | 00824BDD	HumanRace | GhoulRace | DLC05ArmorRackRace | HumanChildRace | GhoulChildRace | HumanRaceSubGraphData | DevRed_HumanRaceSubGraphData | Main_HumanRaceSubGraphData | SCORE_S5_Inspector_HumanChildRace | DevBlue_HumanRaceSubGraphData | DevGreen_HumanRaceSubGraphData | DevPurple_HumanRaceSubGraphData | LostRace | DevCyan_HumanRaceSubGraphData | LostHealerRace | GHL_PlayerGhoulRace | FishermanRace | zzzDLC05ArmorRackRace_FestiveMale | zzzDLC05ArmorRackRace_CelebratoryMale | DLC05ArmorRackVictoryRace | DLC05ArmorRackSurpriseRace | DLC05ArmorRackSwooningRace	Human | Ghoul | Human | Human | Human | Human | Human | Human | Human | Human | Human | Human | Lost | Human | Lost | Ghoul | Human | Human | Human | Human | Human | Human
00017AD4	HumanBodyPartData	actors\Character\CharacterAssets\skeleton.nif	3	Head	Neck	Head	1.500000	Head1	20	0000036C	PerceptionCondition	Head	30	50	0	Severable, Hit Reaction, Explodable, Cut - Meat Cap Sever	0.000000	00013746 | 000EAFB6 | 00111C04 | 0011D83F | 0011EB96 | 00166729 | 0057253E | 005D7F52 | 006273AA | 0066CFBA | 0068FD00 | 007272F6 | 00727CCF | 0072D46C | 0074D80B | 0079CCE7 | 007AC578 | 00815EDD | 00815EDE | 00815EDF | 00815EE0 | 00824BDD	HumanRace | GhoulRace | DLC05ArmorRackRace | HumanChildRace | GhoulChildRace | HumanRaceSubGraphData | DevRed_HumanRaceSubGraphData | Main_HumanRaceSubGraphData | SCORE_S5_Inspector_HumanChildRace | DevBlue_HumanRaceSubGraphData | DevGreen_HumanRaceSubGraphData | DevPurple_HumanRaceSubGraphData | LostRace | DevCyan_HumanRaceSubGraphData | LostHealerRace | GHL_PlayerGhoulRace | FishermanRace | zzzDLC05ArmorRackRace_FestiveMale | zzzDLC05ArmorRackRace_CelebratoryMale | DLC05ArmorRackVictoryRace | DLC05ArmorRackSurpriseRace | DLC05ArmorRackSwooningRace	Human | Ghoul | Human | Human | Human | Human | Human | Human | Human | Human | Human | Human | Lost | Human | Lost | Ghoul | Human | Human | Human | Human | Human | Human
00017AD4	HumanBodyPartData	actors\Character\CharacterAssets\skeleton.nif	4	Left Arm	LArm_UpperArm	LArm_ForeArm1	1.000000	LeftArm1	25	0000036E	LeftAttackCondition	Left Arm	45	50	0	Severable, Explodable	1.000000	00013746 | 000EAFB6 | 00111C04 | 0011D83F | 0011EB96 | 00166729 | 0057253E | 005D7F52 | 006273AA | 0066CFBA | 0068FD00 | 007272F6 | 00727CCF | 0072D46C | 0074D80B | 0079CCE7 | 007AC578 | 00815EDD | 00815EDE | 00815EDF | 00815EE0 | 00824BDD	HumanRace | GhoulRace | DLC05ArmorRackRace | HumanChildRace | GhoulChildRace | HumanRaceSubGraphData | DevRed_HumanRaceSubGraphData | Main_HumanRaceSubGraphData | SCORE_S5_Inspector_HumanChildRace | DevBlue_HumanRaceSubGraphData | DevGreen_HumanRaceSubGraphData | DevPurple_HumanRaceSubGraphData | LostRace | DevCyan_HumanRaceSubGraphData | LostHealerRace | GHL_PlayerGhoulRace | FishermanRace | zzzDLC05ArmorRackRace_FestiveMale | zzzDLC05ArmorRackRace_CelebratoryMale | DLC05ArmorRackVictoryRace | DLC05ArmorRackSurpriseRace | DLC05ArmorRackSwooningRace	Human | Ghoul | Human | Human | Human | Human | Human | Human | Human | Human | Human | Human | Lost | Human | Lost | Ghoul | Human | Human | Human | Human | Human | Human
00017AD4	HumanBodyPartData	actors\Character\CharacterAssets\skeleton.nif	5	Left Leg	LLeg_Thigh	LLeg_Calf	1.000000	LeftLeg1	35	00000370	LeftMobilityCondition	Left Leg	50	50	0	Severable, Explodable	1.000000	00013746 | 000EAFB6 | 00111C04 | 0011D83F | 0011EB96 | 00166729 | 0057253E | 005D7F52 | 006273AA | 0066CFBA | 0068FD00 | 007272F6 | 00727CCF | 0072D46C | 0074D80B | 0079CCE7 | 007AC578 | 00815EDD | 00815EDE | 00815EDF | 00815EE0 | 00824BDD	HumanRace | GhoulRace | DLC05ArmorRackRace | HumanChildRace | GhoulChildRace | HumanRaceSubGraphData | DevRed_HumanRaceSubGraphData | Main_HumanRaceSubGraphData | SCORE_S5_Inspector_HumanChildRace | DevBlue_HumanRaceSubGraphData | DevGreen_HumanRaceSubGraphData | DevPurple_HumanRaceSubGraphData | LostRace | DevCyan_HumanRaceSubGraphData | LostHealerRace | GHL_PlayerGhoulRace | FishermanRace | zzzDLC05ArmorRackRace_FestiveMale | zzzDLC05ArmorRackRace_CelebratoryMale | DLC05ArmorRackVictoryRace | DLC05ArmorRackSurpriseRace | DLC05ArmorRackSwooningRace	Human | Ghoul | Human | Human | Human | Human | Human | Human | Human | Human | Human | Human | Lost | Human | Lost | Ghoul | Human | Human | Human | Human | Human | Human
00017AD4	HumanBodyPartData	actors\Character\CharacterAssets\skeleton.nif	6	RaiderLeftFoot	LLeg_Foot	LLeg_Foot	1.000000	Left Foot	35	00000370	LeftMobilityCondition	Left Leg	50	0	0		1.000000	00013746 | 000EAFB6 | 00111C04 | 0011D83F | 0011EB96 | 00166729 | 0057253E | 005D7F52 | 006273AA | 0066CFBA | 0068FD00 | 007272F6 | 00727CCF | 0072D46C | 0074D80B | 0079CCE7 | 007AC578 | 00815EDD | 00815EDE | 00815EDF | 00815EE0 | 00824BDD	HumanRace | GhoulRace | DLC05ArmorRackRace | HumanChildRace | GhoulChildRace | HumanRaceSubGraphData | DevRed_HumanRaceSubGraphData | Main_HumanRaceSubGraphData | SCORE_S5_Inspector_HumanChildRace | DevBlue_HumanRaceSubGraphData | DevGreen_HumanRaceSubGraphData | DevPurple_HumanRaceSubGraphData | LostRace | DevCyan_HumanRaceSubGraphData | LostHealerRace | GHL_PlayerGhoulRace | FishermanRace | zzzDLC05ArmorRackRace_FestiveMale | zzzDLC05ArmorRackRace_CelebratoryMale | DLC05ArmorRackVictoryRace | DLC05ArmorRackSurpriseRace | DLC05ArmorRackSwooningRace	Human | Ghoul | Human | Human | Human | Human | Human | Human | Human | Human | Human | Human | Lost | Human | Lost | Ghoul | Human | Human | Human | Human | Human | Human
00017AD4	HumanBodyPartData	actors\Character\CharacterAssets\skeleton.nif	7	Right Arm	RArm_UpperArm	RArm_ForeArm1	1.000000	RightArm1	25	0000036F	RightAttackCondition	Right Arm	45	50	0	Severable, Explodable	1.000000	00013746 | 000EAFB6 | 00111C04 | 0011D83F | 0011EB96 | 00166729 | 0057253E | 005D7F52 | 006273AA | 0066CFBA | 0068FD00 | 007272F6 | 00727CCF | 0072D46C | 0074D80B | 0079CCE7 | 007AC578 | 00815EDD | 00815EDE | 00815EDF | 00815EE0 | 00824BDD	HumanRace | GhoulRace | DLC05ArmorRackRace | HumanChildRace | GhoulChildRace | HumanRaceSubGraphData | DevRed_HumanRaceSubGraphData | Main_HumanRaceSubGraphData | SCORE_S5_Inspector_HumanChildRace | DevBlue_HumanRaceSubGraphData | DevGreen_HumanRaceSubGraphData | DevPurple_HumanRaceSubGraphData | LostRace | DevCyan_HumanRaceSubGraphData | LostHealerRace | GHL_PlayerGhoulRace | FishermanRace | zzzDLC05ArmorRackRace_FestiveMale | zzzDLC05ArmorRackRace_CelebratoryMale | DLC05ArmorRackVictoryRace | DLC05ArmorRackSurpriseRace | DLC05ArmorRackSwooningRace	Human | Ghoul | Human | Human | Human | Human | Human | Human | Human | Human | Human | Human | Lost | Human | Lost | Ghoul | Human | Human | Human | Human | Human | Human
00017AD4	HumanBodyPartData	actors\Character\CharacterAssets\skeleton.nif	8	Weapon	RArm_Hand	RArm_Hand	1.000000	Weapon	0				0	0	0		1.000000	00013746 | 000EAFB6 | 00111C04 | 0011D83F | 0011EB96 | 00166729 | 0057253E | 005D7F52 | 006273AA | 0066CFBA | 0068FD00 | 007272F6 | 00727CCF | 0072D46C | 0074D80B | 0079CCE7 | 007AC578 | 00815EDD | 00815EDE | 00815EDF | 00815EE0 | 00824BDD	HumanRace | GhoulRace | DLC05ArmorRackRace | HumanChildRace | GhoulChildRace | HumanRaceSubGraphData | DevRed_HumanRaceSubGraphData | Main_HumanRaceSubGraphData | SCORE_S5_Inspector_HumanChildRace | DevBlue_HumanRaceSubGraphData | DevGreen_HumanRaceSubGraphData | DevPurple_HumanRaceSubGraphData | LostRace | DevCyan_HumanRaceSubGraphData | LostHealerRace | GHL_PlayerGhoulRace | FishermanRace | zzzDLC05ArmorRackRace_FestiveMale | zzzDLC05ArmorRackRace_CelebratoryMale | DLC05ArmorRackVictoryRace | DLC05ArmorRackSurpriseRace | DLC05ArmorRackSwooningRace	Human | Ghoul | Human | Human | Human | Human | Human | Human | Human | Human | Human | Human | Lost | Human | Lost | Ghoul | Human | Human | Human | Human | Human | Human
00017AD4	HumanBodyPartData	actors\Character\CharacterAssets\skeleton.nif	9	Right Leg	RLeg_Thigh	RLeg_Calf	1.000000	RightLeg1	35	00000371	RightMobilityCondition	Right Leg	50	50	0	Severable, Explodable	1.000000	00013746 | 000EAFB6 | 00111C04 | 0011D83F | 0011EB96 | 00166729 | 0057253E | 005D7F52 | 006273AA | 0066CFBA | 0068FD00 | 007272F6 | 00727CCF | 0072D46C | 0074D80B | 0079CCE7 | 007AC578 | 00815EDD | 00815EDE | 00815EDF | 00815EE0 | 00824BDD	HumanRace | GhoulRace | DLC05ArmorRackRace | HumanChildRace | GhoulChildRace | HumanRaceSubGraphData | DevRed_HumanRaceSubGraphData | Main_HumanRaceSubGraphData | SCORE_S5_Inspector_HumanChildRace | DevBlue_HumanRaceSubGraphData | DevGreen_HumanRaceSubGraphData | DevPurple_HumanRaceSubGraphData | LostRace | DevCyan_HumanRaceSubGraphData | LostHealerRace | GHL_PlayerGhoulRace | FishermanRace | zzzDLC05ArmorRackRace_FestiveMale | zzzDLC05ArmorRackRace_CelebratoryMale | DLC05ArmorRackVictoryRace | DLC05ArmorRackSurpriseRace | DLC05ArmorRackSwooningRace	Human | Ghoul | Human | Human | Human | Human | Human | Human | Human | Human | Human | Human | Lost | Human | Lost | Ghoul | Human | Human | Human | Human | Human | Human
