set	item_formid	edid	name	section	worldspace	cell	x	y	z	ref_formid	holder	loc_name	loc_source
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			-60045.574218	-28140.554688	9700.217774	008FBCF6			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			152828.109375	130708.687500	20437.671875	009097D6			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			-155458.546875	-35802.144532	11147.792969	009097D8			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			-69038.328125	-16340.477539	15200.949219	009097DF			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			43874.671875	7490.263184	32036.044922	0090AB64			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			83162.929687	50495.394532	31407.080078	0090AB67			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			114392.750000	92103.851562	26490.968750	0090AB6A			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			6261.552246	-230422.343750	9242.476563	0090AB6B			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			2319.981201	-232109.281250	9500.522461	0090AB70			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			5979.807129	-223802.218750	9851.378906	0090AB73			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			21646.025390	-154913.500000	31189.343750	0090AB76			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			44942.429688	-120376.226562	34203.570313	0090AB78			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			39157.597656	-118182.804688	33505.292968	0090AB7C			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			38733.542969	-119608.523437	33174.613281	0090AB7F			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			89085.421875	-81553.679687	22795.468750	0090AB82			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			156625.109375	74437.789062	11942.662110	0090AB85			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			154057.421875	76241.710938	12769.250000	0090AB88			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			150906.421875	77554.750000	13477.262695	0090AB8A			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			-32037.625000	-235846.984375	10346.319336	0090AB8C			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			-102303.304688	-117329.796875	18902.615234	0090AB91			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			-211960.750000	148531.968750	7532.634277	0090ABA0			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			-212386.625000	144962.671875	7352.538086	0090ABA2			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			-210476.437500	144036.578125	7654.490235	0090ABAA			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			-246393.984375	51572.980469	6014.381836	0090ABB0			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			-238019.812500	51188.511719	6104.393067	0090ABB3			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			-237214.937500	56982.230469	5255.059082	0090ABB7			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			101002.687500	46356.210938	28748.054687	0090B982			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			-133746.515625	-30485.962891	9515.150391	0090D2BA			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			138439.593750	1724.745362	10859.737305	0090D2C9			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			139386.031250	3369.404541	11195.387696	0090D2CC			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			140999.140625	-445.114197	10828.074219	0090D2CE			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			-73880.742187	114073.132813	13119.728516	0090D395			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			-75871.921875	114068.664062	13416.643555	0090D398			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			-13540.747070	182476.562500	9161.679688	0090D39D			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			165578.203125	215533.562500	23590.765625	0090D3A2			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			134336.421875	179217.062500	18972.343750	0090D3A3			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			135962.000000	178784.031250	18873.710937	0090D3A8			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			100945.312500	45838.691406	28752.605468	0090D3BA			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			-79135.828125	9545.500977	12784.891602	0090D3BE			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			-82759.492187	9318.172851	12556.925781	0090D3C3			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			-76994.820313	12792.739258	12480.341796	0090D3C5			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			87557.218750	129073.898437	34222.589844	0090D4D3			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			85389.539062	128739.132813	34609.617188	0090D4D7			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			85395.382812	133541.375000	34432.371094	0090D4DC			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			97526.046875	144004.062500	26127.058594	0090D4E8			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			97300.609375	143024.125000	26537.300781	0090D4EC			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			-24172.769531	-109929.093750	25618.746093	0090D4F0			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			-22568.410156	-107631.132812	25513.037110	0090D4F7			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			-21470.972656	-110134.804688	25619.076172	0090D4FB			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			-67618.343750	183598.687500	8026.251953	0090D4FF			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			-68201.546875	184238.578125	8041.392578	0090D503			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			51984.347656	53071.164062	25061.136719	0091E6C1			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			-195717.578125	7864.876465	2452.378418	0091E6C4			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			-194922.078125	6521.497071	2405.276856	0091E6C9			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			-231574.750000	157898.750000	6829.058106	0091E6CC			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			-72406.992187	-114647.835938	20788.972657	0091E6CF			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			-83459.265625	-112053.750000	18792.849610	0091E6D0			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			-83988.835938	-116099.289063	18826.845703	0091E6D4			
pint-sized-slasher-masks	008E069E	SDOW_SlasherClue	Pint-Sized Slasher Mask	MISC			56189.421875	53803.531250	25206.867187	0091E6DF			
