LGDI_FormID	LGDI_EDID	FULL	ScripCost	ValueCurrency	ApplicableItemList_FormID	ApplicableItemList_EDID	ApplicableItemList_FULL	Model	PreviewTransform	LegendaryTemplate	IncludeFilters	ExcludeFilters	LegModCount	LegMods_Flat	ReferencedByCount	Ref_1	Ref_2	Ref_3	Ref_4	Ref_5	Ref_6	Ref_7	Ref_8	Ref_9	Ref_10	Ref_11	Ref_12	Ref_13	Ref_14	Ref_15	Ref_16	Ref_17	Ref_18	Ref_19	Ref_20	Ref_21	Ref_22	Ref_23	Ref_24	Ref_25	Ref_26	Ref_27	Ref_28	Ref_29	Ref_30
00417C40	LegendaryItems_Armor_Rank2	¬¬ Legendary Armor	35	LegendaryTokens ""Legendary Scrip"" [CNCY:003F7410]	00417C4A	LegendaryItems_LL_Armor_All		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				2	First Star Slot=modcol_Legendary_Crafting_Armor1 [OMOD:007904ED] | First Star Slot=modcol_Legendary_Crafting_Armor2 [OMOD:007904EE]	13	005380D1:LGV01_LL_Vendor_LegendaryItems:LVLI	0060D1A8:mod_Legendary_Crafting_Armor2:OMOD	007B9AFB:CAMPPets_LL_PettreasureLegendaryLootRank2:LVLI	007BBC59:MILE_LL_MysteryCrate_LegendaryTemplate:LVLI	007D6A6B:Burn_LL_BountyHunt_LegendaryTemplate_All:LVLI	00802163:P62_LLS_Drifter_Rewards_Armor_Fallback:LVLI	0081193C:Fishing_LLS_ChumTrough_Armor:LVLI	0085646C:LTT_Burn_LL_BountyHunt_LegendaryTemplate_2Star:LVLI	0086A8AA:RA_LLS_Loot_Legendary2Star:LVLI	0086A8BA:RA_LL_Rewards_LegendaryItems_Rank2:LVLI	008A52C8:ATX_Resources_LL_Collectron_Peppino_LegendaryGear_Rank2:LVLI	008F2B1E:HTO_crLLS_Rewards_Legendary_Mob_Armor:LVLI	0093A933:HTO_crLLS_Rewards_Legendary_Boss_Funfestation_Rank2:LVLI																	
005380CF	LegendaryItems_Special_AllItems	¬¬¬ Murmrgh's Mystery Pick!	60	Caps001 ""Cap"" [CNCY:0000000F]	005380D2	LegendaryItems_LL_Special_AllItems		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				9	First Star Slot=modcol_Legendary_Crafting_Armor1 [OMOD:007904ED] | First Star Slot=modcol_Legendary_Crafting_Armor2 [OMOD:007904EE] | First Star Slot=modcol_Legendary_Crafting_Armor3 [OMOD:007904EF] | First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0] | First Star Slot=modcol_Legendary_Crafting_PowerArmor2 [OMOD:007904F1] | First Star Slot=modcol_Legendary_Crafting_PowerArmor3 [OMOD:007904F2] | First Star Slot=modcol_Legendary_Crafting_Weapon1 [OMOD:007904EA] | First Star Slot=modcol_Legendary_Crafting_Weapon2 [OMOD:007904EB] | First Star Slot=modcol_Legendary_Crafting_Weapon3 [OMOD:007904EC]	68	005380D1:LGV01_LL_Vendor_LegendaryItems:LVLI	006311A9:QuestReward_BoS03_Stage600_01:GMRW	006311AD:QuestReward_BoSZ01_Stage310_01:GMRW	006311B0:QuestReward_BoSZ04_Stage500_01:GMRW	006311C9:QuestReward_CBZ03_Deputy_Stage200_01:GMRW	006311EA:QuestReward_DailyOps_Mode01_Quest_Stage390_01:GMRW	006311EB:QuestReward_DailyOps_Mode02_Quest_Stage900_01:GMRW	0063121C:QuestReward_EN07_MQ_Death_Stage100_01:GMRW	00631223:QuestReward_FF05_Balance_Stage1000_01:GMRW	0063122D:QuestReward_FF12_Bell_Stage1000_01:GMRW	00631232:QuestReward_FFZ13_StrangeBrew_Stage90_01:GMRW	0063123C:QuestReward_FS03_MQ_Fruition_Stage1000_01:GMRW	0063124D:QuestReward_GQ_WorkshopAttackScorchbeasts_Stage50_01:GMRW	0063127A:QuestReward_MSiloPersonal_Stage599_01:GMRW	00631293:QuestReward_MTNS05_Voices_Stage400_01:GMRW	0063129B:QuestReward_MTR04_Chow_Stage1000_01:GMRW	0063129D:QuestReward_MTR04_Dross_Stage1000_01:GMRW	006312A0:QuestReward_MTR04_Lucky_Stage1000_01:GMRW	006312A7:QuestReward_MTR07_Earth_Stage255_01:GMRW	006312B0:QuestReward_OverseerPersonal_Stage100_01:GMRW	006312B1:QuestReward_P01A_Nukashine_Stage9000_01:GMRW	006312B2:QuestReward_P01B_Burrows_Stage9000_01:GMRW	006312B3:QuestReward_P01B_Lying_01_Stage9000_01:GMRW	006312B4:QuestReward_P01B_Lying_02_Stage9000_01:GMRW	006312B5:QuestReward_P01B_Mini_Albino01_Stage800_01:GMRW	006312B7:QuestReward_P01B_Mini_Random01_Stage9000_01:GMRW	006312B8:QuestReward_P01B_Mini_Random02_Stage9000_01:GMRW	006312BB:QuestReward_P01B_Mini_Robot01_Stage9000_01:GMRW	006312BC:QuestReward_P01B_Mini_Squatch01_Stage9000_01:GMRW	006312BD:QuestReward_P01B_Wolf_Stage9000_01:GMRW
005527A5	LegendaryItems_Creatures_AllItems		9999	Caps001 ""Cap"" [CNCY:0000000F]	007A1982	LegendaryItems_LL_Creatures_AllItems							12	First Star Slot=modcol_Legendary_Crafting_Armor1 [OMOD:007904ED] | First Star Slot=modcol_Legendary_Crafting_Armor2 [OMOD:007904EE] | First Star Slot=modcol_Legendary_Crafting_Armor3 [OMOD:007904EF] | First Star Slot=modcol_Legendary_Crafting_Armor4 [OMOD:007A0D36] | First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0] | First Star Slot=modcol_Legendary_Crafting_PowerArmor2 [OMOD:007904F1] | First Star Slot=modcol_Legendary_Crafting_PowerArmor3 [OMOD:007904F2] | First Star Slot=modcol_Legendary_Crafting_PowerArmor4 [OMOD:007A0D34] | First Star Slot=modcol_Legendary_Crafting_Weapon1 [OMOD:007904EA] | First Star Slot=modcol_Legendary_Crafting_Weapon2 [OMOD:007904EB] | First Star Slot=modcol_Legendary_Crafting_Weapon3 [OMOD:007904EC] | First Star Slot=modcol_Legendary_Crafting_Weapon4 [OMOD:007A0D35]	1	0054EBCC:LegendaryCreatureLegendaryItem_DO:DFOB																													
005A3641	zzzCOMP_LegendaryItems_AllArmor_RESTRICTED		9999	Caps001 ""Cap"" [CNCY:0000000F]	00417C4A	LegendaryItems_LL_Armor_All			Legendary_Box """" [TRNS:00548799]				42	First Star Slot=mod_Legendary_Armor1_AutoRevive [OMOD:00529A0F] | First Star Slot=mod_Legendary_Armor1_Chameleon [OMOD:00524146] | First Star Slot=mod_Legendary_Armor1_CloakOnMelee [OMOD:00524147] | First Star Slot=mod_Legendary_Armor1_HealthRegen [OMOD:00529A09] | First Star Slot=mod_Legendary_Armor1_LessDMGAnimals [OMOD:004F6D7D] | First Star Slot=mod_Legendary_Armor1_LessDMGBugs [OMOD:004F6D7C] | First Star Slot=mod_Legendary_Armor1_LessDMGGhouls [OMOD:004F6D7E] | First Star Slot=mod_Legendary_Armor1_LessDMGPlayers [OMOD:004F6D78] | First Star Slot=mod_Legendary_Armor1_LessDMGRobots [OMOD:004F6D7F] | First Star Slot=mod_Legendary_Armor1_LessDmgScorched [OMOD:004EE548] | First Star Slot=mod_Legendary_Armor1_LessDMGSuperMutants [OMOD:004F6D80] | First Star Slot=mod_Legendary_Armor1_LowHealthIncreasesStats [OMOD:0052414A] | First Star Slot=mod_Legendary_Armor1_LowHealthTriggersStimpak [OMOD:00521915] | First Star Slot=mod_Legendary_Armor1_ResistancesInverseHealth [OMOD:00521914] | First Star Slot=mod_Legendary_Armor1_ResistancesMutation [OMOD:00529A0C] | First Star Slot=mod_Legendary_Armor1_ResistancesNight [OMOD:00524143] | First Star Slot=mod_Legendary_Armor1_ResistancesProportionalHealth [OMOD:00529A05] | First Star Slot=mod_Legendary_Armor1_Heavyweight [OMOD:00529A14] | Second Star Slot=mod_Legendary_Armor2_APRegen [OMOD:00527F75] | Second Star Slot=mod_Legendary_Armor2_DiseaseResistance [OMOD:00527F72] | Second Star Slot=mod_Legendary_Armor2_PoisonResistance [OMOD:00527F6E] | Second Star Slot=mod_Legendary_Armor2_RadResistance [OMOD:00527F6F] | Second Star Slot=mod_Legendary_Armor2_StatAgility [OMOD:004F6D85] | Second Star Slot=mod_Legendary_Armor2_StatCharisma [OMOD:004F6D83] | Second Star Slot=mod_Legendary_Armor2_StatEndurance [OMOD:004F6D82] | Second Star Slot=mod_Legendary_Armor2_StatIntelligence [OMOD:004F6D84] | Second Star Slot=mod_Legendary_Armor2_StatLuck [OMOD:004F6D86] | Second Star Slot=mod_Legendary_Armor2_StatPerception [OMOD:004F6D81] | Second Star Slot=mod_Legendary_Armor2_StatStrength [OMOD:004EE54E] | Third Star Slot=mod_Legendary_Armor3_Durability [OMOD:0052BDBA] | Third Star Slot=mod_Legendary_Armor3_Defenders [OMOD:00527F76] | Third Star Slot=mod_Legendary_Armor3_LessDamageSprinting [OMOD:00527F77] | Third Star Slot=mod_Legendary_Armor3_LessDamageStandStill [OMOD:004EE54C] | Third Star Slot=mod_Legendary_Armor3_LessFallDamage [OMOD:00527F79] | Third Star Slot=mod_Legendary_Armor3_LockPick [OMOD:00527F7B] | Third Star Slot=mod_Legendary_Armor3_ReducedLimbDamage [OMOD:0052BDBC] | Third Star Slot=mod_Legendary_Armor3_Sneak [OMOD:0052BDB7] | Third Star Slot=mod_Legendary_Armor3_Waterbreathing [OMOD:00527F7A] | Third Star Slot=mod_Legendary_Armor3_WeightAmmo [OMOD:0052BDB4] | Third Star Slot=mod_Legendary_Armor3_WeightFoodDrinkChems [OMOD:0052BDB5] | Third Star Slot=mod_Legendary_Armor3_WeightJunk [OMOD:0052BDB6] | Third Star Slot=mod_Legendary_Armor3_WeightWeapons [OMOD:00527F78]	0																														
005A3640	zzzCOMP_RQ_Fetch_LegendaryItems_AllWeapons_RESTRICTED		9999	Caps001 ""Cap"" [CNCY:0000000F]	0059E07B	LegendaryItems_LL_Weapons_Any			Legendary_Box """" [TRNS:00548799]				44	First Star Slot=mod_Legendary_Weapon1_Guns_AccuracyNotInCombat [OMOD:004F6D77] | First Star Slot=mod_Legendary_Weapon1_AntiArmor [OMOD:005281B4] | First Star Slot=mod_Legendary_Weapon1_DamageAddiction [OMOD:004F6AAB] | First Star Slot=mod_Legendary_Weapon1_DamageFirstBlood [OMOD:004F6AA5] | First Star Slot=mod_Legendary_Weapon1_DamageInverseHealth [OMOD:004F6AA0] | First Star Slot=mod_Legendary_Weapon1_DamageNight [OMOD:004F6AAE] | First Star Slot=mod_Legendary_Weapon1_DamageUnarmored [OMOD:004F6AA7] | First Star Slot=mod_Legendary_Weapon1_DebuffDamage [OMOD:005281B8] | First Star Slot=mod_Legendary_Weapon1_DmgConsecutiveHits [OMOD:004F577D] | First Star Slot=mod_Legendary_Weapon1_DmgVsAnimals [OMOD:004F577A] | First Star Slot=mod_Legendary_Weapon1_DmgVsBugs [OMOD:001F81EB] | First Star Slot=mod_Legendary_Weapon1_DmgVsGhouls [OMOD:004F5779] | First Star Slot=mod_Legendary_Weapon1_DmgVsPlayers [OMOD:004F5770] | First Star Slot=mod_Legendary_Weapon1_DmgVsRobots [OMOD:004F577C] | First Star Slot=mod_Legendary_Weapon1_DmgVsScorched [OMOD:004ED02B] | First Star Slot=mod_Legendary_Weapon1_DmgVsSupermutants [OMOD:004F577B] | First Star Slot=mod_Legendary_Weapon1_DmgWithMutation [OMOD:005299F5] | First Star Slot=mod_Legendary_Weapon1_Execute [OMOD:004F6AA1] | First Star Slot=mod_Legendary_Weapon1_Guns_AmmoCapacity4x [OMOD:004F6AB1] | First Star Slot=mod_Legendary_Weapon1_Guns_TwoShot [OMOD:004F6D76] | First Star Slot=mod_Legendary_Weapon1_Vampire [OMOD:00527F84] | First Star Slot=mod_Legendary_Weapon2_DmgLimbs [OMOD:004ED02C] | First Star Slot=mod_Legendary_Weapon2_Guns_Bashing [OMOD:005299F9] | First Star Slot=mod_Legendary_Weapon2_DmgCrits [OMOD:0052414B] | First Star Slot=mod_Legendary_Weapon2_Guns_DmgSights [OMOD:0052414E] | First Star Slot=mod_Legendary_Weapon2_Guns_ExplosiveBullets [OMOD:004F5771] | First Star Slot=mod_Legendary_Weapon2_Guns_RoF [OMOD:0052414F] | First Star Slot=mod_Legendary_Weapon2_Guns_VATSAccuracy [OMOD:00524153] | First Star Slot=mod_Legendary_Weapon2_Melee_BlockReflects [OMOD:001A7C39] | First Star Slot=mod_Legendary_Weapon2_Melee_DamagePowerAttack [OMOD:001A7BE2] | First Star Slot=mod_Legendary_Weapon2_Melee_SwingSpeed [OMOD:001A7BDA] | First Star Slot=mod_Legendary_Weapon3_CritSpeed [OMOD:0052414C] | First Star Slot=mod_Legendary_Weapon3_Guns_MoveSpeedSights [OMOD:004ED02E] | First Star Slot=mod_Legendary_Weapon3_Guns_ReloadSpeed [OMOD:00524150] | First Star Slot=mod_Legendary_Weapon3_Guns_ResistReload [OMOD:004F5777] | First Star Slot=mod_Legendary_Weapon3_Guns_ResistSights [OMOD:004F5772] | First Star Slot=mod_Legendary_Weapon3_StatPerception [OMOD:005299FA] | First Star Slot=mod_Legendary_Weapon3_VATSCostAP [OMOD:00524154] | First Star Slot=mod_Legendary_Weapon3_StatAgility [OMOD:005299FB] | First Star Slot=mod_Legendary_Weapon3_Weight [OMOD:00524152] | First Star Slot=mod_Legendary_Weapon3_Melee_LessDamageBlock [OMOD:005253FB] | First Star Slot=mod_Legendary_Weapon3_Melee_Defenders [OMOD:001A7BD3] | First Star Slot=mod_Legendary_Weapon3_StatEndurance [OMOD:005299FD] | First Star Slot=mod_Legendary_Weapon3_StatStrength [OMOD:005299FC]	0																														
005B77B2	zzz_UNUSED_LGDI_09		0	Caps001 ""Cap"" [CNCY:0000000F]					Legendary_Box """" [TRNS:00548799]				0		0																														
005B77B0	zzz_UNUSED_LGDI_07		0	Caps001 ""Cap"" [CNCY:0000000F]									0		0																														
005B77B1	zzz_UNUSED_LGDI_08		0	Caps001 ""Cap"" [CNCY:0000000F]					Legendary_Box """" [TRNS:00548799]				0		0																														
005B77B6	zzz_UNUSED_LGDI_13		0	Caps001 ""Cap"" [CNCY:0000000F]					Legendary_Box """" [TRNS:00548799]				0		0																														
005B77B5	zzz_UNUSED_LGDI_12		0	Caps001 ""Cap"" [CNCY:0000000F]					Legendary_Box """" [TRNS:00548799]				0		0																														
005B77BA	zzz_UNUSED_LGDI_17		0	Caps001 ""Cap"" [CNCY:0000000F]					Legendary_Box """" [TRNS:00548799]				0		0																														
005B77B8	zzz_UNUSED_LGDI_15		0	Caps001 ""Cap"" [CNCY:0000000F]					Legendary_Box """" [TRNS:00548799]				0		0																														
005B77B4	zzz_UNUSED_LGDI_11		0	Caps001 ""Cap"" [CNCY:0000000F]					Legendary_Box """" [TRNS:00548799]				0		0																														
005B77AD	zzz_UNUSED_LGDI_04		0	Caps001 ""Cap"" [CNCY:0000000F]					Legendary_Box """" [TRNS:00548799]				0		0																														
005B77B7	zzz_UNUSED_LGDI_14		0	Caps001 ""Cap"" [CNCY:0000000F]					Legendary_Box """" [TRNS:00548799]				0		0																														
005B77AE	zzz_UNUSED_LGDI_05		0	Caps001 ""Cap"" [CNCY:0000000F]					Legendary_Box """" [TRNS:00548799]				0		0																														
005B77B9	zzz_UNUSED_LGDI_16		0	Caps001 ""Cap"" [CNCY:0000000F]					Legendary_Box """" [TRNS:00548799]				0		0																														
005B77AF	zzz_UNUSED_LGDI_06		0	Caps001 ""Cap"" [CNCY:0000000F]					Legendary_Box """" [TRNS:00548799]				0		0																														
005B77B3	zzz_UNUSED_LGDI_10		0	Caps001 ""Cap"" [CNCY:0000000F]					Legendary_Box """" [TRNS:00548799]				0		0																														
00605FC4	LegendaryItems_PowerArmor_Rank2	¬¬ Legendary Power Armor	35	Caps001 ""Cap"" [CNCY:0000000F]	0060624D	LegendaryItems_LL_PowerArmor_All		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				2	First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0] | First Star Slot=modcol_Legendary_Crafting_PowerArmor2 [OMOD:007904F1]	8	005380D1:LGV01_LL_Vendor_LegendaryItems:LVLI	005FF60A:mod_Legendary_Crafting_PowerArmor2:OMOD	007AECA4:RD01_LLS_Raids_Rewards_PowerArmor_Fallback:LVLI	0081193D:Fishing_LLS_ChumTrough_PowerArmor:LVLI	0086A8AA:RA_LLS_Loot_Legendary2Star:LVLI	0086A8BA:RA_LL_Rewards_LegendaryItems_Rank2:LVLI	008F2B1D:HTO_crLLS_Rewards_Legendary_Mob_PowerArmor:LVLI	0093A933:HTO_crLLS_Rewards_Legendary_Boss_Funfestation_Rank2:LVLI																						
00605FC3	LegendaryItems_PowerArmor_Rank1	¬ Legendary Power Armor	25	Caps001 ""Cap"" [CNCY:0000000F]	0060624D	LegendaryItems_LL_PowerArmor_All		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				1	First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0]	8	005380D1:LGV01_LL_Vendor_LegendaryItems:LVLI	005FF607:mod_Legendary_Crafting_PowerArmor1:OMOD	007AECA4:RD01_LLS_Raids_Rewards_PowerArmor_Fallback:LVLI	0081193D:Fishing_LLS_ChumTrough_PowerArmor:LVLI	0086A8AC:RA_LLS_Loot_Legendary1Star:LVLI	0086A8BE:RA_LL_Rewards_LegendaryItems_Rank1:LVLI	008F2B19:HTO_crLLS_Rewards_Legendary_Support_PowerArmor:LVLI	008F2B1D:HTO_crLLS_Rewards_Legendary_Mob_PowerArmor:LVLI																						
00605FC5	LegendaryItems_PowerArmor_Rank3	¬¬¬ Legendary Power Armor	60	Caps001 ""Cap"" [CNCY:0000000F]	0060624D	LegendaryItems_LL_PowerArmor_All		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				3	First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0] | First Star Slot=modcol_Legendary_Crafting_PowerArmor2 [OMOD:007904F1] | First Star Slot=modcol_Legendary_Crafting_PowerArmor3 [OMOD:007904F2]	10	005380D1:LGV01_LL_Vendor_LegendaryItems:LVLI	005FF5FF:mod_Legendary_Crafting_PowerArmor3:OMOD	007AECA4:RD01_LLS_Raids_Rewards_PowerArmor_Fallback:LVLI	0081193D:Fishing_LLS_ChumTrough_PowerArmor:LVLI	0086A8A9:RA_LLS_Loot_Legendary3Star:LVLI	0086A8BC:RA_LL_Rewards_LegendaryItems_Rank3:LVLI	00888521:HTO_crLLS_Rewards_Legendary_Boss_PowerArmor_Fallback:LVLI	008F2B1D:HTO_crLLS_Rewards_Legendary_Mob_PowerArmor:LVLI	008FD890:HTO_crLLS_Rewards_Legendary_Boss_Funfestation:LVLI	0093A932:HTO_crLLS_Rewards_Legendary_Boss_Funfestation_Rank3:LVLI																				
006662AB	zzz_UNUSED_LGDI_03		0	Caps001 ""Cap"" [CNCY:0000000F]					Legendary_Box """" [TRNS:00548799]				0		0																														
0073DCCE	LegendaryItems_Weapons_Any_Rank3	¬¬¬ Murmrgh's Mystery Pick!	60	Caps001 ""Cap"" [CNCY:0000000F]	0059E07B	LegendaryItems_LL_Weapons_Any		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				3	First Star Slot=modcol_Legendary_Crafting_Weapon1 [OMOD:007904EA] | First Star Slot=modcol_Legendary_Crafting_Weapon2 [OMOD:007904EB] | First Star Slot=modcol_Legendary_Crafting_Weapon3 [OMOD:007904EC]	2	006311D8:QuestReward_COMP_RQ_Fetch_Stage900_01:GMRW	0086A8BC:RA_LL_Rewards_LegendaryItems_Rank3:LVLI																												
00792973	LegendaryItems_Weapons_Melee_Rank4	¬¬¬¬ Legendary Melee Weapon	150	Caps001 ""Cap"" [CNCY:0000000F]	00417C49	LegendaryItems_LL_Weapons_Melee_All		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				4	First Star Slot=modcol_Legendary_Crafting_Weapon1 [OMOD:007904EA] | First Star Slot=modcol_Legendary_Crafting_Weapon2 [OMOD:007904EB] | First Star Slot=modcol_Legendary_Crafting_Weapon3 [OMOD:007904EC] | First Star Slot=modcol_Legendary_Crafting_Weapon4 [OMOD:007A0D35]	2	0068FD02:LegendaryItems_Weapons_Melee_MaxRank_DO:DFOB	0080217D:P62_LLS_Drifter_Rewards_Weapons_Melee_Fallback:LVLI																												
00792974	LegendaryItems_Armor_Rank4	¬¬¬¬ Legendary Armor	100	Caps001 ""Cap"" [CNCY:0000000F]	00417C4A	LegendaryItems_LL_Armor_All		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				4	First Star Slot=modcol_Legendary_Crafting_Armor1 [OMOD:007904ED] | First Star Slot=modcol_Legendary_Crafting_Armor2 [OMOD:007904EE] | First Star Slot=modcol_Legendary_Crafting_Armor3 [OMOD:007904EF] | First Star Slot=modcol_Legendary_Crafting_Armor4 [OMOD:007A0D36]	3	0068FD03:LegendaryItems_Armor_MaxRank_DO:DFOB	00792A31:mod_Legendary_Crafting_Armor4:OMOD	00802163:P62_LLS_Drifter_Rewards_Armor_Fallback:LVLI																											
00792975	LegendaryItems_Weapons_Ranged_Rank4	¬¬¬¬ Legendary Ranged Weapon	150	Caps001 ""Cap"" [CNCY:0000000F]	00417C45	LegendaryItems_LL_Weapons_Ranged_All		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				4	First Star Slot=modcol_Legendary_Crafting_Weapon1 [OMOD:007904EA] | First Star Slot=modcol_Legendary_Crafting_Weapon2 [OMOD:007904EB] | First Star Slot=modcol_Legendary_Crafting_Weapon3 [OMOD:007904EC] | First Star Slot=modcol_Legendary_Crafting_Weapon4 [OMOD:007A0D35]	3	0068FD05:LegendaryItems_Weapons_Ranged_MaxRank_DO:DFOB	0079298B:mod_Legendary_Crafting_Weapon4:OMOD	0080217E:P62_LLS_Drifter_Rewards_Weapons_Ranged_Fallback:LVLI																											
00792976	LegendaryItems_PowerArmor_Rank4	¬¬¬¬ Legendary Power Armor	200	Caps001 ""Cap"" [CNCY:0000000F]	0060624D	LegendaryItems_LL_PowerArmor_All		props/legendaryitembox/legnedaryitembox.nif	Legendary_Box """" [TRNS:00548799]				4	First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0] | First Star Slot=modcol_Legendary_Crafting_PowerArmor2 [OMOD:007904F1] | First Star Slot=modcol_Legendary_Crafting_PowerArmor3 [OMOD:007904F2] | First Star Slot=modcol_Legendary_Crafting_PowerArmor4 [OMOD:007A0D34]	2	0068FD04:LegendaryItems_PowerArmor_MaxRank_DO:DFOB	00792A30:mod_Legendary_Crafting_PowerArmor4:OMOD																												
007964FE	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_LegRight_Rank4	¬¬¬¬ Vulcan Right Leg	60	Caps001 ""Cap"" [CNCY:0000000F]	00796515	RD01_LL_PowerArmor_EnclaveVulcan_LegRight		ATX/Actors/PowerArmor/Vulcan/ATX_PA_Vulcan_Leg_GO.nif	ArmorLegLeather """" [TRNS:002490C0]				4	First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0] | First Star Slot=modcol_Legendary_Crafting_PowerArmor2 [OMOD:007904F1] | First Star Slot=modcol_Legendary_Crafting_PowerArmor3 [OMOD:007904F2] | First Star Slot=modcol_Legendary_Crafting_PowerArmor4 [OMOD:007A0D34]	1	007965FF:RD01_LLS_Raids_Rewards_PowerArmor_Vulcan_LegRight:LVLI																													
007964F6	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_ArmRight_Rank4	¬¬¬¬ Vulcan Right Arm	60	Caps001 ""Cap"" [CNCY:0000000F]	00796517	RD01_LL_PowerArmor_EnclaveVulcan_ArmRight		ATX/Actors/PowerArmor/Vulcan/ATX_PA_Vulcan_Arm_GO.nif	ArmorArm5 """" [TRNS:00248D74]				4	First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0] | First Star Slot=modcol_Legendary_Crafting_PowerArmor2 [OMOD:007904F1] | First Star Slot=modcol_Legendary_Crafting_PowerArmor3 [OMOD:007904F2] | First Star Slot=modcol_Legendary_Crafting_PowerArmor4 [OMOD:007A0D34]	1	007965FB:RD01_LLS_Raids_Rewards_PowerArmor_Vulcan_ArmRight:LVLI																													
007964F2	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_ArmLeft_Rank4	¬¬¬¬ Vulcan Left Arm	60	Caps001 ""Cap"" [CNCY:0000000F]	00796514	RD01_LL_PowerArmor_EnclaveVulcan_ArmLeft		ATX/Actors/PowerArmor/Vulcan/ATX_PA_Vulcan_Arm_GO.nif	ArmorArm5 """" [TRNS:00248D74]				4	First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0] | First Star Slot=modcol_Legendary_Crafting_PowerArmor2 [OMOD:007904F1] | First Star Slot=modcol_Legendary_Crafting_PowerArmor3 [OMOD:007904F2] | First Star Slot=modcol_Legendary_Crafting_PowerArmor4 [OMOD:007A0D34]	1	007965F9:RD01_LLS_Raids_Rewards_PowerArmor_Vulcan_ArmLeft:LVLI																													
007964F0	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_ArmLeft_Rank2	¬¬ Vulcan Left Arm	60	Caps001 ""Cap"" [CNCY:0000000F]	00796514	RD01_LL_PowerArmor_EnclaveVulcan_ArmLeft		ATX/Actors/PowerArmor/Vulcan/ATX_PA_Vulcan_Arm_GO.nif	ArmorArm5 """" [TRNS:00248D74]				2	First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0] | First Star Slot=modcol_Legendary_Crafting_PowerArmor2 [OMOD:007904F1]	1	007965F9:RD01_LLS_Raids_Rewards_PowerArmor_Vulcan_ArmLeft:LVLI																													
007964EF	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_ArmLeft_Rank1	¬ Vulcan Left Arm	60	Caps001 ""Cap"" [CNCY:0000000F]	00796514	RD01_LL_PowerArmor_EnclaveVulcan_ArmLeft		ATX/Actors/PowerArmor/Vulcan/ATX_PA_Vulcan_Arm_GO.nif	ArmorArm5 """" [TRNS:00248D74]				1	First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0]	1	007965F9:RD01_LLS_Raids_Rewards_PowerArmor_Vulcan_ArmLeft:LVLI																													
007964FF	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_Torso_Rank1	¬ Vulcan Chest Piece	60	Caps001 ""Cap"" [CNCY:0000000F]	00796512	RD01_LL_PowerArmor_EnclaveVulcan_Torso		ATX/Actors/PowerArmor/Vulcan/ATX_PA_Vulcan_Torso_GO.nif	ArmorTorso9 """" [TRNS:00248D71]				1	First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0]	1	00796605:RD01_LLS_Raids_Rewards_PowerArmor_Vulcan_Torso:LVLI																													
00796500	RD01_LegendaryItems_PowerArmor_EnclaveVulcan_Torso_Rank2	¬¬ Vulcan Chest Piece	60	Caps001 ""Cap"" [CNCY:0000000F]	00796512	RD01_LL_PowerArmor_EnclaveVulcan_Torso		ATX/Actors/PowerArmor/Vulcan/ATX_PA_Vulcan_Torso_GO.nif	ArmorTorso9 """" [TRNS:00248D71]				2	First Star Slot=modcol_Legendary_Crafting_PowerArmor1 [OMOD:007904F0] | First Star Slot=modcol_Legendary_Crafting_PowerArmor2 [OMOD:007904F1]	1	00796605:RD01_LLS_Raids_Rewards_PowerArmor_Vulcan_Torso:LVLI																													
