FormID	EDID	ANAM	PTPR	PTSU	CondCount	Cond1	Cond2	Cond3	Cond4	Cond5	Cond6	Cond7	Cond8	Cond9	Cond10	Cond11	Cond12
0088DA14	SCORE_S17_CAMPTitles_Prefix_Campers	Camper's	True	False	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S17_ENTM_CAMP_WallDecor_EndofSeasonArt "Framed Skyline Valley Wall Art" [ENTM:0077B59D]|00 00 00 00|0|-1|Subject|											
0088DA0A	SCORE_S7_CAMPTitles_Prefix_Zorbos	Zorbo's	True	False	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S7_ENTM_CAMP_WallDeco_Zorbo_Gameboard "Zorbo's Revenge Gameboard" [ENTM:0062F43A]|00 00 00 00|0|-1|Subject|											
0088DA13	SCORE_S16_CAMPTitles_Prefix_Devilish	Devilish	True	False	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S16_ENTM_CAMP_WallDecor_EndofSeasonArt "Framed Duel with the Devil Wall Art" [ENTM:00746221]|00 00 00 00|0|-1|Subject|											
0088DA10	SCORE_S13_CAMPTitles_Suffix_Hollywood	Hollywood	False	True	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S13_ENTM_CAMP_WallDecor_S13BoardHollywood "Shoot For The Stars Gameboard" [ENTM:00698439]|00 00 00 00|0|-1|Subject|											
0088DA08	SCORE_S5_CAMPTitles_Prefix_MIND	M.I.N.D.'s	True	False	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S5_ENTM_CAMP_WallDeco_KDInkwell_Gameboard "Framed Escape Gameboard" [ENTM:00609E77]|00 00 00 00|0|-1|Subject|											
0088DA0E	SCORE_S11_CAMPTitles_Both_NukaWorld	Nuka-World	True	True	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S11_ENTM_CAMP_WallDecor_S11Board_NukaWorld "Nuka World On Tour Gameboard" [ENTM:00677B8D]|00 00 00 00|0|-1|Subject|											
0088DA07	SCORE_S4_CAMPTitles_Prefix_ColdSteel	Cold Steel	True	False	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S4_ENTM_CAMP_WallDeco_ColdSteel_Gameboard "Framed Cold Steel Gameboard" [ENTM:005FD9C2]|00 00 00 00|0|-1|Subject|											
0088DA17	SCORE_S20_CAMPTitles_Prefix_Ghoulish	Ghoulish	True	False	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S20_ENTM_CAMP_WallDecor_EndofSeasonArt "Framed Glow of the Ghoul Wall Art" [ENTM:007AE537]|00 00 00 00|0|-1|Subject|											
0088DA0B	SCORE_S8_CAMPTitles_Suffix_Underground	Underground	False	True	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S8_ENTM_CAMP_WallDeco_S8Board_Gameboard "Life Underground Gameboard" [ENTM:0063C6D9]|00 00 00 00|0|-1|Subject|											
0088DA15	SCORE_S18_CAMPTitles_Suffix_Drive	Drive	False	True	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S18_ENTM_CAMP_WallDecor_EndofSeasonArt "Framed Country Roads Wall Art" [ENTM:007965D0]|00 00 00 00|0|-1|Subject|											
0088DA0F	SCORE_S12_CAMPTitles_Prefix_Daring	Daring	True	False	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S12_ENTM_CAMP_WallDecor_S12Board_CryptidHunt "Rip Daring's Cryptid Hunt Gameboard" [ENTM:00684ED5]|00 00 00 00|0|-1|Subject|											
0088DA0D	SCORE_S10_CAMPTitles_Prefix_Steeled	Steeled	True	False	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S10_ENTM_CAMP_WallDeco_S10Board_Gameboard "Framed City of Steel Gameboard" [ENTM:00661F4C]|00 00 00 00|0|-1|Subject|											
0088DA19	SCORE_S23_CAMPTitles_Prefix_BurningSprings	Burning Spring's	True	False	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S23_ENTM_CAMP_WallDecor_EndOfSeasonArt "Framed Blood x Rust Wall Art" [ENTM:00864CD5]|00 00 00 00|0|-1|Subject|											
008918D2	SCORE_S24_CAMPTitles_Prefix_Bigfoots	Bigfoot's	True	False	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S24_ENTM_CAMPTitles_Prefix_Bigfoots """Bigfoot's"" C.A.M.P. Title Prefix" [ENTM:008918D5]|00 00 00 00|0|-1|Subject|											
008918CD	CAMPTitles_Prefix_Frontier	Frontier	True	False	0												
008918C9	CAMPTitles_Both_Vault	Vault	True	True	0												
008918C7	CAMPTitles_Both_Wasteland	Wasteland	True	True	0												
008918D3	SCORE_S24_CAMPTitles_Suffix_Retreat	Retreat	False	True	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S24_ENTM_CAMPTitles_Suffix_Retreat """Retreat"" C.A.M.P. Title Suffix" [ENTM:008918D6]|00 00 00 00|0|-1|Subject|											
008918CE	CAMPTitles_Suffix_Claim	Claim	False	True	0												
008918CC	CAMPTitles_Prefix_Adventure	Adventure	True	False	0												
008918CF	CAMPTitles_Suffix_Home	Home	False	True	0												
008918CA	CAMPTitles_Both_Farm	Farm	True	True	0												
008918D0	CAMPTitles_Suffix_Post	Post	False	True	0												
008918CB	CAMPTitles_Prefix_Appalachian	Appalachian	True	False	0												
008918C8	CAMPTitles_Both_Camp	Camp	True	True	0												
008918D1	SCORE_S24_CAMPTitles_Prefix_RipDarings	Rip Daring's	True	False	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S24_ENTM_CAMPTitles_Prefix_RipDarings """Rip Daring's"" C.A.M.P. Title Prefix" [ENTM:008918D4]|00 00 00 00|0|-1|Subject|											
008952DA	CAMPTitles_Lifetime_Suffix_CommandPost	Command Post	False	True	1	10000000|1.000000|GetQuestCompleted|00 00 00|00 00|EN05_MQ_Officer "Officer on Deck" [QUST:0010DBEA]|00 00 00 00|0|-1|Subject|											
008952D8	CAMPTitles_Lifetime_Both_Workshop	Workshop	True	True	1	10000000|1.000000|HasLearnedRecipe|00 00 00|00 00|CAMPTitle_co_CondProxy_Both_Workshop [COBJ:0089EA8C]|00 00 00 00|0|-1|Subject|											
008952DB	CAMPTitles_Lifetime_Prefix_Bootleggers	Bootlegger's	True	False	1	10000000|1.000000|GetQuestCompleted|00 00 00|00 00|P01A_Nukashine "Wasted on Nukashine" [QUST:0047A44D]|00 00 00 00|0|-1|Subject|											
008952D9	CAMPTitles_Lifetime_Suffix_Silo	Silo	False	True	1	10000000|1.000000|GetQuestCompleted|00 00 00|00 00|EN07_MQ_Death "I Am Become Death" [QUST:002D0F6B]|00 00 00 00|0|-1|Subject|											
00897390	CAMPTitles_Lifetime_Both_Sinkhole	Sinkhole	True	True	1	10000000|1.000000|HasLearnedRecipe|00 00 00|00 00|CAMPTitle_co_CondProxy_Both_Sinkhole [COBJ:0089EA8A]|00 00 00 00|0|-1|Subject|											
0089738E	CAMPTitles_Lifetime_Suffix_Hideout	Hideout	False	True	1	10000000|1.000000|HasLearnedRecipe|00 00 00|00 00|CAMPTitle_co_CondProxy_Suffix_Hideout [COBJ:0089EA86]|00 00 00 00|0|-1|Subject|											
00897391	CAMPTitles_Lifetime_Both_Homestead	Homestead	True	True	1	10000000|1.000000|HasLearnedRecipe|00 00 00|00 00|CAMPTitle_co_CondProxy_Both_Homestead [COBJ:0089EA83]|00 00 00 00|0|-1|Subject|											
0089738F	CAMPTitles_Lifetime_Both_Junkyard	Junkyard	True	True	1	10000000|1.000000|HasLearnedRecipe|00 00 00|00 00|CAMPTitle_co_CondProxy_Both_Junkyard [COBJ:0089EA87]|00 00 00 00|0|-1|Subject|											
00897392	CAMPTitles_Lifetime_Prefix_Anglers	Angler's	True	False	1	10000000|1.000000|GetQuestCompleted|00 00 00|00 00|Fishing_MQ01_Casting "Casting Off" [QUST:007ACB4C]|00 00 00 00|0|-1|Subject|											
0089EA76	CAMPTitles_Lifetime_Prefix_Rusted	Rusted	True	False	1	10000000|1.000000|GetQuestCompleted|00 00 00|00 00|BURN_SQ02_OutroP2 "When the Rust Settles" [QUST:00838DB1]|00 00 00 00|0|-1|Subject|											
0089EA77	CAMPTitles_Lifetime_Suffix_Cove	Cove	False	True	1	10000000|1.000000|HasLearnedRecipe|00 00 00|00 00|CAMPTitle_co_CondProxy_Suffix_Cove [COBJ:0089EA82]|00 00 00 00|0|-1|Subject|											
0089EA78	CAMPTitles_Lifetime_Prefix_Electric	Electric	True	False	1	10000000|1.000000|HasLearnedRecipe|00 00 00|00 00|CAMPTitle_co_CondProxy_Prefix_Electric [COBJ:0089EA85]|00 00 00 00|0|-1|Subject|											
0089EA79	CAMPTitles_Lifetime_Both_Precinct	Precinct	True	True	1	10000000|1.000000|HasLearnedRecipe|00 00 00|00 00|CAMPTitle_co_CondProxy_Both_Precinct [COBJ:0089EA88]|00 00 00 00|0|-1|Subject|											
0089EA7A	CAMPTitles_Lifetime_Prefix_Excavator	Excavator	True	False	1	10000000|1.000000|HasLearnedRecipe|00 00 00|00 00|CAMPTitle_co_CondProxy_Prefix_Excavator [COBJ:0089EA84]|00 00 00 00|0|-1|Subject|											
0089EA7B	CAMPTitles_Lifetime_Suffix_CryptidHunter	Cryptid Hunter	False	True	1	10000000|1.000000|HasLearnedRecipe|00 00 00|00 00|CAMPTitle_co_CondProxy_Suffix_CryptidHunter [COBJ:0089EA89]|00 00 00 00|0|-1|Subject|											
0089EA7C	CAMPTitles_Lifetime_Prefix_PioneerScout	Pioneer Scout	True	False	1	10000000|1.000000|IsTrueForConditionForm|00 00 00|00 00|Challenge_Lifetime_AllPossumComplete_ConditionForm [CNDF:0089EA81]|00 00 00 00|0|-1|Subject|											
0089EA7D	CAMPTitles_Lifetime_Both_Chapel	Chapel	True	True	1	10000000|1.000000|HasLearnedRecipe|00 00 00|00 00|CAMPTitle_co_CondProxy_Both_Chapel [COBJ:0089EA8B]|00 00 00 00|0|-1|Subject|											
0089EA7E	CAMPTitles_Lifetime_Both_Forge	Forge	True	True	1	10000000|1.000000|HasLearnedRecipe|00 00 00|00 00|CAMPTitle_co_CondProxy_Both_Forge [COBJ:0089EA8D]|00 00 00 00|0|-1|Subject|											
0089EA7F	CAMPTitles_Lifetime_Suffix_Settlement	Settlement	False	True	1	10000000|1.000000|HasLearnedRecipe|00 00 00|00 00|CAMPTitle_co_CondProxy_Suffix_Settlement [COBJ:0089EA8E]|00 00 00 00|0|-1|Subject|											
0089EA80	CAMPTitles_Lifetime_Suffix_Laboratory	Laboratory	False	True	1	10000000|1.000000|HasLearnedRecipe|00 00 00|00 00|CAMPTitle_co_CondProxy_Suffix_Laboratory [COBJ:0089EA8F]|00 00 00 00|0|-1|Subject|											
008A7795	ATX_CAMPTitles_Prefix_Overgrown	Overgrown	True	False	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|ATX_ENTM_CAMPTitles_Prefix_Overgrown """Overgrown"" C.A.M.P. Title Prefix" [ENTM:008A7799]|00 00 00 00|0|-1|Subject|											
008A7793	ATX_CAMPTitles_Suffix_Diner	Diner	False	True	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|ATX_ENTM_CAMPTitles_Suffix_Diner """Diner"" C.A.M.P. Title Suffix" [ENTM:008A7797]|00 00 00 00|0|-1|Subject|											
008A7792	SCORE_S24_CAMPTitles_Prefix_Alien	Alien	True	False	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S24_ENTM_CAMPTitles_Prefix_Alien """Alien"" C.A.M.P. Title Prefix" [ENTM:008A7796]|00 00 00 00|0|-1|Subject|											
008A7794	ATX_CAMPTitles_Prefix_Police	Police	True	False	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|ATX_ENTM_CAMPTitles_Prefix_Police """Police"" C.A.M.P. Title Prefix" [ENTM:008A7798]|00 00 00 00|0|-1|Subject|											
008A7A63	CAMPTitles_Suffix_CrashSite	Crash Site	False	True	1	10000000|1.000000|HasLearnedRecipe|00 00 00|00 00|CAMPTitle_co_CondProxy_Suffix_CrashSite [COBJ:008A7A6C]|00 00 00 00|0|-1|Subject|											
008A7A5F	CAMPTitles_Suffix_Array	Array	False	True	1	10000000|1.000000|HasLearnedRecipe|00 00 00|00 00|CAMPTitle_co_CondProxy_Suffix_Array [COBJ:008A7A68]|00 00 00 00|0|-1|Subject|											
008A7A64	CAMPTitles_Suffix_Apiary	Apiary	False	True	1	10000000|1.000000|HasLearnedRecipe|00 00 00|00 00|CAMPTitle_co_CondProxy_Suffix_Apiary [COBJ:008A7A6D]|00 00 00 00|0|-1|Subject|											
008A7A61	CAMPTitles_Suffix_Archive	Archive	False	True	1	10000000|1.000000|HasLearnedRecipe|00 00 00|00 00|CAMPTitle_co_CondProxy_Suffix_Archive [COBJ:008A7A6A]|00 00 00 00|0|-1|Subject|											
008A7A65	CAMPTitles_Prefix_Fugitives	Fugitive's	True	False	1	10000000|1.000000|HasLearnedRecipe|00 00 00|00 00|CAMPTitle_co_CondProxy_Prefix_Fugitives [COBJ:008A7A6E]|00 00 00 00|0|-1|Subject|											
008A7A66	CAMPTitles_Prefix_Trappers	Trapper's	True	False	1	10000000|1.000000|HasLearnedRecipe|00 00 00|00 00|CAMPTitle_co_CondProxy_Prefix_Trappers [COBJ:008A7A6F]|00 00 00 00|0|-1|Subject|											
008A7A62	CAMPTitles_Suffix_Battery	Battery	False	True	1	10000000|1.000000|HasLearnedRecipe|00 00 00|00 00|CAMPTitle_co_CondProxy_Suffix_Battery [COBJ:008A7A6B]|00 00 00 00|0|-1|Subject|											
008A7A67	CAMPTitles_Prefix_Leaders	Leader's	True	False	1	10000000|1.000000|HasLearnedRecipe|00 00 00|00 00|CAMPTitle_co_CondProxy_Prefix_Leaders [COBJ:008A7A70]|00 00 00 00|0|-1|Subject|											
008A7A60	CAMPTitles_Suffix_Bulwark	Bulwark	False	True	1	10000000|1.000000|HasLearnedRecipe|00 00 00|00 00|CAMPTitle_co_CondProxy_Suffix_Bulwark [COBJ:008A7A69]|00 00 00 00|0|-1|Subject|											
008AEC30	ATX_CAMPTitles_Suffix_OfTheMonth	Of The Month	False	True	12	10000000|1.000000|HasEntitlement|00 00 00|00 00|ATX_ENTM_CAMP_FloorDecor_Plushie_BandedAxolotl "Banded Alotolotl Plushie" [ENTM:008A6799]|00 00 00 00|0|-1|Subject|	10000000|1.000000|HasEntitlement|00 00 00|00 00|ATX_ENTM_CAMP_FloorDecor_Plushie_CharcoalAxolotl "Charcoal Alotolotl Plushie" [ENTM:008A67A0]|00 00 00 00|0|-1|Subject|	10000000|1.000000|HasEntitlement|00 00 00|00 00|ATX_ENTM_CAMP_FloorDecor_Plushie_ClayAxolotl "Clay Alotolotl Plushie" [ENTM:008A6797]|00 00 00 00|0|-1|Subject|	10000000|1.000000|HasEntitlement|00 00 00|00 00|ATX_ENTM_CAMP_FloorDecor_Plushie_DottedAxolotl "Dotted Alotolotl Plushie" [ENTM:008A6796]|00 00 00 00|0|-1|Subject|	10000000|1.000000|HasEntitlement|00 00 00|00 00|ATX_ENTM_CAMP_FloorDecor_Plushie_PinkAxolotl "Pink Alotolotl Plushie" [ENTM:008A67A1]|00 00 00 00|0|-1|Subject|	10000000|1.000000|HasEntitlement|00 00 00|00 00|ATX_ENTM_CAMP_FloorDecor_Plushie_PurpleAxolotl "Purple Alotolotl Plushie" [ENTM:008A6798]|00 00 00 00|0|-1|Subject|	10000000|1.000000|HasEntitlement|00 00 00|00 00|ATX_ENTM_CAMP_FloorDecor_Plushie_ScaledAxolotl "Scaled Alotolotl Plushie" [ENTM:008A679A]|00 00 00 00|0|-1|Subject|	10000000|1.000000|HasEntitlement|00 00 00|00 00|ATX_ENTM_CAMP_FloorDecor_Plushie_ShadowAxolotl "Shadow Alotolotl Plushie" [ENTM:008A679C]|00 00 00 00|0|-1|Subject|	10000000|1.000000|HasEntitlement|00 00 00|00 00|ATX_ENTM_CAMP_FloorDecor_Plushie_SpeckledAxolotl "Speckled Alotolotl Plushie" [ENTM:008A679E]|00 00 00 00|0|-1|Subject|	10000000|1.000000|HasEntitlement|00 00 00|00 00|ATX_ENTM_CAMP_FloorDecor_Plushie_SpottedAxolotl "Spotted Alotolotl Plushie" [ENTM:008A679D]|00 00 00 00|0|-1|Subject|	10000000|1.000000|HasEntitlement|00 00 00|00 00|ATX_ENTM_CAMP_FloorDecor_Plushie_StoneAxolotl "Stone Alotolotl Plushie" [ENTM:008A679F]|00 00 00 00|0|-1|Subject|	10000000|1.000000|HasEntitlement|00 00 00|00 00|ATX_ENTM_CAMP_FloorDecor_Plushie_StripedAxolotl "Striped Alotolotl Plushie" [ENTM:008A679B]|00 00 00 00|0|-1|Subject|
008B12D8	SCORE_MiniSeason_2026_WeaponsExpert_CAMPTitles_Prefix_Sharpshooters	Sharpshooter's	True	False	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_MiniSeason_2026_WeaponsExpert_ENTM_CAMPTitles_Prefix_Sharpshooters """Sharpshooter's"" C.A.M.P. Title Prefix" [ENTM:008B12D1]|00 00 00 00|0|-1|Subject|											
008B12D9	SCORE_MiniSeason_2026_WeaponsExpert_CAMPTitles_Suffix_Arsenal	Arsenal	False	True	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_MiniSeason_2026_WeaponsExpert_ENTM_CAMPTitles_Suffix_Arsenal """Arsenal"" C.A.M.P. Title Suffix" [ENTM:008B12D2]|00 00 00 00|0|-1|Subject|											
008B3D4F	CAMPTitles_Lifetime_Prefix_Solar	Solar	True	False	1	10000000|1.000000|HasLearnedRecipe|00 00 00|00 00|CAMPTitle_co_CondProxy_Prefix_Solar [COBJ:008B3D5C]|00 00 00 00|0|-1|Subject|											
008C939B	ATX_CAMPTitles_Suffix_AlienSupporter	Alien Supporter	False	True	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|ATX_ENTM_CAMPTitles_Suffix_AlienSupporter """Alien Supporter"" C.A.M.P. Title Suffix" [ENTM:008C939D]|00 00 00 00|0|-1|Subject|											
008C939A	ATX_CAMPTitles_Suffix_DaringSupporter	Daring Supporter	False	True	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|ATX_ENTM_CAMPTitles_Suffix_DaringSupporter """Daring Supporter"" C.A.M.P. Title Suffix" [ENTM:008C939C]|00 00 00 00|0|-1|Subject|											
008CD13F	SCORE_S25_CAMPTitles_Prefix_Fortified	Fortified	True	False	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S25_ENTM_CAMPTitles_Prefix_Fortified """Fortified"" C.A.M.P. Title Prefix" [ENTM:008CD143]|00 00 00 00|0|-1|Subject|											
008CD142	SCORE_S25_CAMPTitles_Suffix_LastStand	Last Stand	False	True	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S25_ENTM_CAMPTitles_Suffix_LastStand """Last Stand"" C.A.M.P. Title Suffix" [ENTM:008CD146]|00 00 00 00|0|-1|Subject|											
008CD140	SCORE_S25_CAMPTitles_Prefix_Safeguarded	Safeguarded	True	False	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S25_ENTM_CAMPTitles_Prefix_Safeguarded """Safeguarded"" C.A.M.P. Title Prefix" [ENTM:008CD144]|00 00 00 00|0|-1|Subject|											
008CD141	SCORE_S25_CAMPTitles_Suffix_Bunker	Bunker	False	True	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S25_ENTM_CAMPTitles_Suffix_Bunker """Bunker"" C.A.M.P. Title Suffix" [ENTM:008CD145]|00 00 00 00|0|-1|Subject|											
008CD14F	SCORE_MiniSeason_2026_SockHop_CAMPTitles_Prefix_Varnished	Varnished	True	False	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_MiniSeason_2026_SockHop_ENTM_CAMPTitles_Prefix_Varnished """Varnished"" C.A.M.P. Title Prefix" [ENTM:008CD153]|00 00 00 00|0|-1|Subject|											
008CD150	SCORE_MiniSeason_2026_SockHop_CAMPTitles_Suffix_Gym	Gym	False	True	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_MiniSeason_2026_SockHop_ENTM_CAMPTitles_Suffix_Gym """Gym"" C.A.M.P. Title Suffix" [ENTM:008CD154]|00 00 00 00|0|-1|Subject|											
008E41A2	ATX_CAMPTitles_Suffix_Base	Base	False	True	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|ATX_ENTM_CAMPTitles_Suffix_Base """Base"" C.A.M.P. Title Suffix" [ENTM:008E41A3]|00 00 00 00|0|-1|Subject|											
008E41A4	ATX_CAMPTitles_Suffix_Saloon	Saloon	False	True	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|ATX_ENTM_CAMPTitles_Suffix_Saloon """Saloon"" C.A.M.P. Title Suffix" [ENTM:008E41A5]|00 00 00 00|0|-1|Subject|											
008EFCAC	CAMPTitles_Lifetime_Prefix_Sunset	Sunset	True	False	1	10000000|1.000000|HasLearnedRecipe|00 00 00|00 00|CAMPTitle_co_CondProxy_Prefix_Sunset [COBJ:008EFCB4]|00 00 00 00|0|-1|Subject|											
008F1082	ATX_CAMPTitles_Suffix_Protector	Protector	False	True	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|ATX_ENTM_CAMPTitles_Suffix_Protector """Protector"" C.A.M.P. Title Suffix" [ENTM:008F108C]|00 00 00 00|0|-1|Subject|											
008F4779	ATX_CAMPTitles_Suffix_Headquarters	Headquarters	False	True	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|ATX_ENTM_CAMPTitles_Suffix_Headquarters """Headquarters"" C.A.M.P. Title Suffix" [ENTM:008F4781]|00 00 00 00|0|-1|Subject|											
008FADFD	SCORE_S26_CAMPTitles_Prefix_Haunted	Haunted	True	False	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S26_ENTM_CAMPTitles_Prefix_Haunted """Haunted"" C.A.M.P. Title Prefix" [ENTM:008FAE01]|00 00 00 00|0|-1|Subject|											
008FADFE	SCORE_S26_CAMPTitles_Prefix_Eerie	Eerie	True	False	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S26_ENTM_CAMPTitles_Prefix_Eerie """Eerie"" C.A.M.P. Title Prefix" [ENTM:008FAE02]|00 00 00 00|0|-1|Subject|											
008FADFF	zzz_SCORE_S26_CAMPTitles_Suffix_Cemetery	Cemetery	False	True	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|zzz_SCORE_S26_ENTM_CAMPTitles_Suffix_Cemetery """Cemetery"" C.A.M.P. Title Suffix" [ENTM:008FAE03]|00 00 00 00|0|-1|Subject|											
008FAE00	SCORE_S26_CAMPTitles_Suffix_Mansion	Mansion	False	True	1	10000000|1.000000|HasEntitlement|00 00 00|00 00|SCORE_S26_ENTM_CAMPTitles_Suffix_Mansion """Mansion"" C.A.M.P. Title Suffix" [ENTM:008FAE04]|00 00 00 00|0|-1|Subject|											
00903127	SDOW_CAMPTitles_Suffix_Cemetery	Cemetery	False	True	1	10000000|1.000000|HasLearnedRecipe|00 00 00|00 00|SDOW_CAMPTitle_co_CondProxy_Suffix_Cemetery [COBJ:0090312B]|00 00 00 00|0|-1|Subject|											
008B5346	WorldPets_CampTitles_Prefix_LifetimeChallenge_Cat01	Cattery	True	False	1	10000000|1.000000|HasLearnedRecipe|00 00 00|00 00|WorldPets_CAMPTitle_co_CondProxy_Prefix_Cat01 [COBJ:008B5342]|00 00 00 00|0|-1|Subject|											
008B5347	WorldPets_CampTitles_Prefix_LifetimeChallenge_Deathclaw01	Lair	True	False	1	10000000|1.000000|HasLearnedRecipe|00 00 00|00 00|WorldPets_CAMPTitle_co_CondProxy_Prefix_Deathclaw01 [COBJ:008B5343]|00 00 00 00|0|-1|Subject|											
008B5348	WorldPets_CampTitles_Prefix_LifetimeChallenge_Dog01	Kennel	True	False	1	10000000|1.000000|HasLearnedRecipe|00 00 00|00 00|WorldPets_CAMPTitle_co_CondProxy_Prefix_Dog01 [COBJ:008B5344]|00 00 00 00|0|-1|Subject|											
008B5349	WorldPets_CampTitles_Prefix_LifetimeChallenge_Radhog01	PigPen	True	False	1	10000000|1.000000|HasLearnedRecipe|00 00 00|00 00|WorldPets_CAMPTitle_co_CondProxy_Prefix_Radhog01 [COBJ:008B5345]|00 00 00 00|0|-1|Subject|											
