NPC_FormID	NPC_EDID	NPC_FULL	NPC_SHRT	TPLT_FormID	TPLT_EDID	MerchantFaction_FormID	MerchantFaction_EDID	VendorFlags	BuySellList_FormID	BuySellList_EDID	BuySellList_Sig	MerchantContainerRef_FormID	MerchantContainerBase_FormID	MerchantContainerBase_EDID	PlacementCount
00114A66	WorkshopCaravanBrahmin			0014055E	EncBrahminPack	000330BB	DomesticAnimalFaction								0
0014055E	EncBrahminPack	Pack Brahmin		00020480	EncBrahmin01Template	000330BB	DomesticAnimalFaction								0
00176337	WorkshopDog	Junkyard Dog		00230793	EncGuardDogTemplate	000330BB	DomesticAnimalFaction								0
001C2689	corpse_NPCFemaleFarmer05			00113340	corpse_NPCMaleFarmer01Template	00062555	WorkshopVendorFactionMisc					001B2C15	0010FCC2	WorkshopVendorChestMisc01	1
001C268A	corpse_NPCFemaleFarmer06			00113340	corpse_NPCMaleFarmer01Template	00062555	WorkshopVendorFactionMisc					001B2C15	0010FCC2	WorkshopVendorChestMisc01	1
001C268B	corpse_NPCFemaleFarmer07			00113340	corpse_NPCMaleFarmer01Template	00062555	WorkshopVendorFactionMisc					001B2C15	0010FCC2	WorkshopVendorChestMisc01	1
001C268C	corpse_NPCFemaleFarmer08			00113340	corpse_NPCMaleFarmer01Template	00062555	WorkshopVendorFactionMisc					001B2C15	0010FCC2	WorkshopVendorChestMisc01	1
001C268D	corpse_NPCFemaleGuard03			00113340	corpse_NPCMaleFarmer01Template	00062555	WorkshopVendorFactionMisc					001B2C15	0010FCC2	WorkshopVendorChestMisc01	1
001C268E	corpse_NPCFemaleGuard04			00113340	corpse_NPCMaleFarmer01Template	00062555	WorkshopVendorFactionMisc					001B2C15	0010FCC2	WorkshopVendorChestMisc01	1
001C268F	corpse_NPCMaleFarmer05			00113340	corpse_NPCMaleFarmer01Template	00062555	WorkshopVendorFactionMisc					001B2C15	0010FCC2	WorkshopVendorChestMisc01	1
001C2690	corpse_NPCMaleFarmer06			00113340	corpse_NPCMaleFarmer01Template	00062555	WorkshopVendorFactionMisc					001B2C15	0010FCC2	WorkshopVendorChestMisc01	1
001C2691	corpse_NPCMaleFarmer07			00113340	corpse_NPCMaleFarmer01Template	00062555	WorkshopVendorFactionMisc					001B2C15	0010FCC2	WorkshopVendorChestMisc01	1
001C2692	corpse_NPCMaleFarmer08			00113340	corpse_NPCMaleFarmer01Template	00062555	WorkshopVendorFactionMisc					001B2C15	0010FCC2	WorkshopVendorChestMisc01	1
001C2693	corpse_NPCMaleGuard03			00113340	corpse_NPCMaleFarmer01Template	00062555	WorkshopVendorFactionMisc					001B2C15	0010FCC2	WorkshopVendorChestMisc01	1
001C2694	corpse_NPCMaleGuard04			00113340	corpse_NPCMaleFarmer01Template	00062555	WorkshopVendorFactionMisc					001B2C15	0010FCC2	WorkshopVendorChestMisc01	1
001C4033	LvlMerchant	Trader		00564200	LCharSettler	000035DE	GenericNPCFaction								0
001C98E8	test_FurnitureTesterFemale	Furniture Tester				000035DE	GenericNPCFaction								0
00237B66	corpse_NPCMaleFarmer09			00113340	corpse_NPCMaleFarmer01Template	00062555	WorkshopVendorFactionMisc					001B2C15	0010FCC2	WorkshopVendorChestMisc01	1
00237B67	corpse_NPCFemaleFarmer09			00113340	corpse_NPCMaleFarmer01Template	00062555	WorkshopVendorFactionMisc					001B2C15	0010FCC2	WorkshopVendorChestMisc01	1
0000E423	DebugKurtActor	Preston Garvey				00019C21	DebugKurtFaction								0
0010A3BC	Lvl_MTR08_AutoMiner	Auto-Miner	Auto-Miner	001D779F	LCharProtectronConstruction01	0010A3D6	MTR08_AutoMinerFaction								0
00112BEE	EncRadAnt01Template	Small Forager Ant	Radant			00113EB8	DLC04RadAntFriendFaction								0
00112C7E	DLC04EncBrahmiluff01Template	Brahmiluff Shorthorn				000330BB	DomesticAnimalFaction								0
00112C86	DLC04EncBrahmiluff02	Brahmiluff		00112C7E	DLC04EncBrahmiluff01Template	000330BB	DomesticAnimalFaction								0
00112C87	DLC04EncBrahmiluff03	Brahmiluff Longhorn		00112C7E	DLC04EncBrahmiluff01Template	000330BB	DomesticAnimalFaction								0
00112EF5	LvlRadAnt			00112EF6	LCharRadAnt	00113EB8	DLC04RadAntFriendFaction								0
001131D4	EncRadAnt03_Glowing	Small Glowing Ant	Radant	00112BEE	EncRadAnt01Template	00113EB8	DLC04RadAntFriendFaction								0
001131D5	EncRadAnt02	Small Soldier Ant	Radant	00112BEE	EncRadAnt01Template	00113EB8	DLC04RadAntFriendFaction								0
001131D9	EncRadAnt04	Forager Ant	Radant	00112BEE	EncRadAnt01Template	00113EB8	DLC04RadAntFriendFaction								0
001131DA	EncRadAnt05	Soldier Ant	Radant	00112BEE	EncRadAnt01Template	00113EB8	DLC04RadAntFriendFaction								0
001131DB	EncRadAnt06_Glowing	Glowing Ant	Radant	00112BEE	EncRadAnt01Template	00113EB8	DLC04RadAntFriendFaction								0
001131DC	EncRadAnt07	Overgrown Forager Ant	Radant	00112BEE	EncRadAnt01Template	00113EB8	DLC04RadAntFriendFaction								0
001131DD	EncRadAnt08	Overgrown Soldier Ant	Radant	00112BEE	EncRadAnt01Template	00113EB8	DLC04RadAntFriendFaction								0
001131DE	EncRadAnt09_Glowing	Overgrown Glowing Ant	Radant	00112BEE	EncRadAnt01Template	00113EB8	DLC04RadAntFriendFaction								0
00113257	DLC04LvlBrahmiluff			00113256	LCharBrahmiluff	000330BB	DomesticAnimalFaction								0
00114934	DLC04LvlBrahmiluffMarket			00113256	LCharBrahmiluff	000330BB	DomesticAnimalFaction								0
00114935	DLC04EncBrahmiluffMarket	Brahmiluff		00112C7E	DLC04EncBrahmiluff01Template	000330BB	DomesticAnimalFaction								0
00275BC6	SFZ08_Fear_Beckham	Beckham		0014F6E5	LCharMrHandy_Saw	00528537	SFZ08_Fear_Vendor_Faction					00528539	00528538	SFZ08_Fear_VendorChest_General	1
0018E0BE	SFS02_Play_Chloe	Chloe		00157C9A	LvlMrHandy_Standard	00106C31	PlayerFriendFaction								0
00268082	TW009Curator	Prickett's Fort Curator	Curator	00157C9D	LCharMrHandy_Standard	00106C31	PlayerFriendFaction								0
0023C83B	TW010_MrHandyCook	Hemlock Holes Cook	Cook	0014F6E4	LCharMrHandy_Flamer	00106C31	PlayerFriendFaction								0
0017F096	GQ_SuperMutantMerchant_Grahm	Grahm		000F7589	LvlSupermutantGrenade	004ED4D0	GQ10_SupermutantMerchantVendorFaction		00022CE5	VendorItemsMisc	FLST	004ED4D2	004ED4D1	GQ_10_VendorChest_Travelling_Workshops	1
001949E0	GQ_Brahmin_ChallyMooMoo	Chally the Moo-Moo		0014055E	EncBrahminPack	000330BB	DomesticAnimalFaction								0
002B12A4	LvlMainTurretStandingCart_NonHostile			00124767	LCharTurretStandingCart_Normal	00106C31	PlayerFriendFaction								0
002B12A5	LvlMainTurretTripod_NonHostile			0011131F	LCharTurretTripod_Normal	00106C31	PlayerFriendFaction								0
002B12A6	LvlMainTurretTripodMounted_NonHostile			00116667	LCharTurretTripodMounted_Normal	00106C31	PlayerFriendFaction								0
002B12A7	LvlMainTurretBubble_NonHostile			00111321	LCharTurretBubble_Normal	00106C31	PlayerFriendFaction								0
002B12A8	LvlSubTurretStandingCart_NonHostile			00124767	LCharTurretStandingCart_Normal	00106C31	PlayerFriendFaction								0
002B12A9	LvlSubTurretTripod_NonHostile			0011131F	LCharTurretTripod_Normal	00106C31	PlayerFriendFaction								0
002B12AA	LvlSubTurretTripodMounted_NonHostile			00116667	LCharTurretTripodMounted_Normal	00106C31	PlayerFriendFaction								0
002B12AB	LvlSubTurretBubble_NonHostile			00111321	LCharTurretBubble_Normal	00106C31	PlayerFriendFaction								0
002B131A	EncTEMPLATE_Turret_FactionMutations					002B1319	MutationsFaction								0
002B1323	EncTEMPLATE_Turret_FactionSwamp					002B1321	SwampCreatureFaction								0
002B1325	EncTEMPLATE_Turret_PlayerAllied					00106C31	PlayerFriendFaction								0
0027BA32	LC043_LvlMainTurretTripod_NonHostileRepairable_NoNativeTerminal	Machinegun Turret Mk I	Turret	0011131F	LCharTurretTripod_Normal	00106C31	PlayerFriendFaction								0
0027BA33	LC043_LvlMainTurretTripodMounted_NonHostileRepairable	Machinegun Turret Mk I	Turret	00116667	LCharTurretTripodMounted_Normal	00106C31	PlayerFriendFaction								0
0027BA34	LC043_LvlMainTurretBubble_NonHostileRepairable_NoNativeTerminal	Machine Gun Turret	Turret	00111321	LCharTurretBubble_Normal	00106C31	PlayerFriendFaction								0
002C0897	FFZ16_Swatter_Vertbird	Survey Vertibot	Vertibot	00110300	LvlVertibird	00106C2F	PlayerEnemyFaction								0
00019282	FSS02_Vigilant_Rover	Rover	Rover	0007E755	LvlEyeBotFreeStates	002E5B26	FSS02_Vigilant_RoverFaction								0
002E5B2B	DebugCorrieEyebot	Test		000EFBB4	LvlEyeBot	00106C31	PlayerFriendFaction								0
00058568	LvlEyeBotResponder	Responder EyeBot	EyeBot	000EFBB4	LvlEyeBot	003C6835	ResponderFaction								0
00090659	LvlProtectronResponderMedic	Responder Protectron	Protectron	00106B07	LvlProtectron	003C6835	ResponderFaction								0
00117139	DebugCorrieHandy	TestMrHandy	TestHandy	00157C9D	LCharMrHandy_Standard	00106C31	PlayerFriendFaction								0
0004E590	MTNZ05_MrHandyMessenger	Mr. Messenger	Messenger	00157C9D	LCharMrHandy_Standard	00370B89	MTNZ05MessengerFaction								0
0022278B	CB04_CorpseSaboteur	Scott Turner		00113340	corpse_NPCMaleFarmer01Template	00062555	WorkshopVendorFactionMisc					001B2C15	0010FCC2	WorkshopVendorChestMisc01	1
0004A552	TestMandiNPC001	Theater Usher	Usher			00106C31	PlayerFriendFaction								0
003298EE	Lvl_MTR08_Mine01_AutoMiner_Joel	Auto-Miner #J03-L	J03-L	0010A3BC	Lvl_MTR08_AutoMiner	0010A3D6	MTR08_AutoMinerFaction								0
003298EF	Lvl_MTR08_Mine01_AutoMiner_Deb	Auto-Miner #D3-B	#D3-B	0010A3BC	Lvl_MTR08_AutoMiner	0010A3D6	MTR08_AutoMinerFaction								0
003298F0	Lvl_MTR08_Mine01_AutoMiner_Hank	Auto-Miner #H4N-K	#H4N-K	0010A3BC	Lvl_MTR08_AutoMiner	0010A3D6	MTR08_AutoMinerFaction								0
003298F1	Lvl_MTR08_Mine02_AutoMiner_Duke	Auto-Miner DU-K3	DU-K3	0010A3BC	Lvl_MTR08_AutoMiner	0010A3D6	MTR08_AutoMinerFaction								0
003298F2	Lvl_MTR08_Mine02_AutoMiner_Jewel	Auto-Miner J-0ULE	J-0ULE	0010A3BC	Lvl_MTR08_AutoMiner	0010A3D6	MTR08_AutoMinerFaction								0
003298F3	Lvl_MTR08_Mine02_AutoMiner_Larry	Auto-Miner L4R-E	L4R-E	0010A3BC	Lvl_MTR08_AutoMiner	0010A3D6	MTR08_AutoMinerFaction								0
0032CE24	QAVendorActor	w00by	Vendor			0032CE22	QAVendorFaction		00022CE5	VendorItemsMisc	FLST	0032CE27	0032CE26	QAVendorChest	1
0033D909	MTR10SentryBot01	Hornwright Security Robot		003E3CEF	EncSentryBot01Strikebreaker	004ED9B9	MTR10RobotFaction								0
003472ED	Crutchley	Crutchley	Crutchley	0014F6E4	LCharMrHandy_Flamer	00106C31	PlayerFriendFaction								0
0034A49A	TW009UnionGuide	Union Guide		00157C9D	LCharMrHandy_Standard	00106C31	PlayerFriendFaction								0
0034A48A	TW009ConfederateGuide	Confederate Guide		00157C9D	LCharMrHandy_Standard	00106C31	PlayerFriendFaction								0
0034C7D9	test_DefaultBehaviorTestEnemy			0008E624	LvlScorchedMelee	0034C787	test_DefaultBehaviorTestEnemyFaction								3
00354E55	SF06LvlProtectronGreeter			00106B07	LvlProtectron	00354E56	SF06_CINDYGreeterFaction								0
00354E48	SF06_TurretBubble			00111321	LCharTurretBubble_Normal	00354E4B	SF06_CINDYFaction								0
0035EC42	RE_ObjectMP04_SurvivorCorpseMale	Settler		001C2691	corpse_NPCMaleFarmer07	00062555	WorkshopVendorFactionMisc					001B2C15	0010FCC2	WorkshopVendorChestMisc01	1
0035EC41	RE_ObjectMP05_SurvivorCorpseFemale	Civilian		001C2691	corpse_NPCMaleFarmer07	00062555	WorkshopVendorFactionMisc					001B2C15	0010FCC2	WorkshopVendorChestMisc01	1
00364B3D	TW003_Turret	Machinegun Turret Mk I	Turret	00116667	LCharTurretTripodMounted_Normal	00106C31	PlayerFriendFaction								0
00368F8A	encMrGutsy01Responder	Responder Mr. Gutsy	Mr. Gutsy			003C6835	ResponderFaction								0
00368F90	Loot_CorpseRobotProtectronReponderMedic	Responder Protectron	Protectron	00106B09	EncProtectron01Template	003C6835	ResponderFaction								0
00368F8D	LvlProtectronResponderFireman	Responder Protectron	Protectron	00106B07	LvlProtectron	003C6835	ResponderFaction								0
00368F92	LvlProtectronResponderBasic	Responder Protectron	Protectron	00106B07	LvlProtectron	003C6835	ResponderFaction								0
00368F8C	EncSentryBot01Responder	Responder Sentry Bot	Sentry Bot	000AE0BB	EncSentryBot01Template	003C6835	ResponderFaction								0
003706CE	76CharGenMrHandy			003EB326	LChar76CharGenMrHandy	00106C31	PlayerFriendFaction								0
0037D9BE	LC060_WhitespringVendor_CasualClothing_Flauresca	Flauresca		00181529	LC060_LvlAssaultronWhitespring_Standard	0037D9B7	LC060_WhitespringVendor_CasualClothing_Flauresca_Faction					00629E04	0037D936	LC060_WhitespringVendorChest_ClothingCasual	1
0037D9BC	LC060_WhitespringVendor_FormalClothing_Tweed	Tweed		001FC690	LC060_LvlProtectronWhitespring_Butler	0037D9B8	LC060_WhitespringVendor_FormalClothing_Tweed_Faction					00629E05	0037D934	LC060_WhitespringVendorChest_ClothingFormal	1
0037D9C0	LC060_WhitespringVendor_Pharmacy_DocStanley	Doc Stanley		0018152D	LC060_LvlProtectronWhitespring_Medic	0037D9B6	LC060_WhitespringVendor_Pharmacy_DocStanley_Faction					00629E0E	0037D92D	LC060_WhitespringVendorChest_Pharmacy	1
0037D9D3	LC060_WhitespringVendor_WeaponsAntiqueArms_Flintlock	Flintlock		003A2942	LC060_LvlMrGutsyWhitespring_White	0037D9D2	LC060_WhitespringVendor_WeaponsAntiqueArms_Flintlock_Faction					00629E13	0037D938	LC060_WhitespringVendorChest_WeaponsAntiqueArms	1
0037D9CA	LC060_WhitespringVendor_DiningRoom_MsWaitress	Ms Waitress		001FC69B	LC060_LvlMsNannyWhitespring_White	0037D973	LC060_WhitespringVendor_DiningRoom_Waiter_Faction					00629E14	0037D91C	LC060_WhitespringVendorChest_DiningRoom	1
0037D9C2	LC060_WhitespringVendor_DiningRoom_MrWaiter	Mr Waiter		001FC692	LC060_LvlMrHandyWhitespring_White_Standard	0037D973	LC060_WhitespringVendor_DiningRoom_Waiter_Faction					00629E14	0037D91C	LC060_WhitespringVendorChest_DiningRoom	1
0037D971	LC060_WhitespringVendor_JewelryAndAccessories_Helena	Helena		001FC69B	LC060_LvlMsNannyWhitespring_White	0037D9BA	LC060_WhitespringVendor_JewelryAndAccessories_Helena_Faction					00629E0A	0037D93A	LC060_WhitespringVendorChest_JewelryAndAccessories	1
0037D9CB	LC060_WhitespringVendor_SurvivalTraining_Friedrich	Friedrich		003A2942	LC060_LvlMrGutsyWhitespring_White	0037D9B3	LC060_WhitespringVendor_SurvivalTraining_Friedrich_Faction					00629E12	0037D947	LC060_WhitespringVendorChest_SurvivalTraining	1
0037D9BB	LC060_WhitespringVendor_SodaFountain_Bubbles	Bubbles	Bubbles	001FC69B	LC060_LvlMsNannyWhitespring_White	0037D9AD	LC060_WhitespringVendor_SodaFountain_Bubbles_Faction					00629E16	0037D92A	LC060_WhitespringVendorChest_SodaFountain	2
0037D9BF	LC060_WhitespringVendor_ArmorHuntingSupplies_Cunningham	Cunningham		001FC692	LC060_LvlMrHandyWhitespring_White_Standard	0037D9AF	LC060_WhitespringVendor_ArmorHuntingSupplies_Cunningham_Faction					00629E00	0037D93E	LC060_WhitespringVendorChest_ArmorHuntingSupplies	1
0037D9C1	LC060_WhitespringVendor_Newsstand_Alexis	Alexis		001FC69B	LC060_LvlMsNannyWhitespring_White	0037D9AE	LC060_WhitespringVendor_Newsstand_Alexis_Faction					00629E0D	0037D93C	LC060_WhitespringVendorChest_Newsstand	1
0037D9C7	LC060_WhitespringVendor_ArtGallery_Pendleton	Pendleton		00181611	LC060_LvlProtectronWhitespring_White	0037D9B5	LC060_WhitespringVendor_ArtGallery_Pendleton_Faction					00629E01	0037D948	LC060_WhitespringVendorChest_ArtGallery	1
0037D9C8	LC060_WhitespringVendor_GourmetFood_Marie	Marie		001FC69B	LC060_LvlMsNannyWhitespring_White	0037D9B2	LC060_WhitespringVendor_GourmetFood_Marie_Faction					00629E08	0037D942	LC060_WhitespringVendorChest_GourmetFood	1
0037D9AB	LC060_WhitespringVendor_LobbyBar_Tannin	Tannin		001FC690	LC060_LvlProtectronWhitespring_Butler	0037D9AC	LC060_WhitespringVendor_LobbyBar_Tannin_Faction					00629E15	0037D925	LC060_WhitespringVendorChest_LobbyBar	2
0037D9C3	LC060_WhitespringVendor_ChildrensStore_Capn	Cap'n		00181611	LC060_LvlProtectronWhitespring_White	0037D9B0	LC060_WhitespringVendor_ChildrensStore_Capn_Faction					00629E03	0037D940	LC060_WhitespringVendorChest_ChildrensStore	1
0037D9C9	LC060_WhitespringVendor_GourmetRecipes_Antoine	Antoine		0018152E	LC060_LvlProtectronWhitespring_Chef	0037D9B1	LC060_WhitespringVendor_GourmetRecipes_Antoine_Faction					00629E09	0037D944	LC060_WhitespringVendorChest_GourmetRecipes	1
0038799E	MothmanWiseActor	Wise Mothman				00528CEF	FFZ10_Light_WiseMothmanFaction								0
003C045F	test_Lvl_MTR08_AutoMiner_SitTEST	Auto-Miner	Auto-Miner	001D779F	LCharProtectronConstruction01	0010A3D6	MTR08_AutoMinerFaction								0
003C17F4	LC096_MorgantownAirport_Vendor_Responders	Responder Vendor	Vendor	00090659	LvlProtectronResponderMedic	003C17EE	LC096_MorgantownAirport_Vendor_Responders_Faction					003C1806	003C17FA	LC096_MorgantownAirport_VendorChest_Responders	1
003C17E7	LC023_Charleston_Vendor_Responders	Vendor Bot Mack	Mack	00090659	LvlProtectronResponderMedic	003C17E8	LC023_Charleston_Vendor_Responders_Faction					003C1802	003C17E9	LC023_Charleston_VendorChest_Responders	1
003C17F1	LC019_CamdenPark_Vendor_Responders	Vendor Bot Chad	Chad	00090659	LvlProtectronResponderMedic	003C17EB	LC019_CamdenPark_Vendor_Responders_Faction					003C17FE	003C17F7	LC019_CamdenPark_VendorChest_Responders	1
003C17F2	LC051_Grafton_Vendor_Responders	Vendor Bot Greg	Greg	00090659	LvlProtectronResponderMedic	003C17EC	LC051_Grafton_Vendor_Responders_Faction					003C1800	003C17F8	LC051_Grafton_VendorChest_Responders	1
003C17F3	LC062_HarpersFerry_Vendor_FreeStates	Vendor Bot Wallace	Wallace	00106B07	LvlProtectron	003C17F0	LC062_HarpersFerry_Vendor_FreeStates_Faction					005C54DC	003C17F9	LC062_HarpersFerry_VendorChest_FreeStates	1
003C17F5	LC150_TopOfTheWorld_Vendor_Raiders	Vendor Bot Resin	Resin	00106B07	LvlProtectron	003C17ED	LC150_TopOfTheWorld_Vendor_Raiders_Faction					003C1808	003C17FB	LC150_TopOfTheWorld_VendorChest_Raiders	1
003C17F6	LC170_Watoga_Vendor_BoS	Vendor Bot Phoenix	Phoenix	00106B07	LvlProtectron	003C17EF	LC170_Watoga_Vendor_BoS_Faction					003C180A	003C17FC	LC170_Watoga_VendorChest_BoS	1
003DA73A	LvlNukeCodeOfficerScorched	Scorched		005A03BF	LvlScorched_InvType_Ranged	003E134D	Nuke_LaunchCardPatrolFaction								0
003DB3D9	EncBrahminWild			00020480	EncBrahmin01Template	000330BB	DomesticAnimalFaction								0
003EB325	76CharGenMrHandy_Template			00157C5F	EncMrHandy	00106C31	PlayerFriendFaction								0
004F67DF	RSVP03_Actor_Protectron_Volunteerbot	Mr. Fluffy		00106B09	EncProtectron01Template	003C6835	ResponderFaction								0
004F79F0	76CharGenMrHandy_Camp	Crowley		003EB326	LChar76CharGenMrHandy	00106C31	PlayerFriendFaction								0
004F79EC	76CharGenMrHandy_PerkBoard	Poole		003EB326	LChar76CharGenMrHandy	00106C31	PlayerFriendFaction								0
004F79EA	76CharGenMrHandy_Medicine	Cavendish		003EB326	LChar76CharGenMrHandy	00106C31	PlayerFriendFaction								0
004F79F1	76CharGenMrHandy_Weapon	Roisterson		003EB326	LChar76CharGenMrHandy	00106C31	PlayerFriendFaction								0
004F79EF	76CharGenMrHandy_Team	Merriman		003EB326	LChar76CharGenMrHandy	00106C31	PlayerFriendFaction								0
004F79EB	76CharGenMrHandy_Power	Higgenbottom		003EB326	LChar76CharGenMrHandy	00106C31	PlayerFriendFaction								0
004F79ED	76CharGenMrHandy_Goodbye	Alderton		003EB326	LChar76CharGenMrHandy	00106C31	PlayerFriendFaction								0
004F79EE	76CharGenMrHandy_Water	Worthy		003EB326	LChar76CharGenMrHandy	00106C31	PlayerFriendFaction								0
0051967B	DoNotUse_EncRadAntScorched	Scorched Ant	Radant	00112BEE	EncRadAnt01Template	00113EB8	DLC04RadAntFriendFaction								0
00525600	DebugCorrieEyebotFurniture	Test		000EFBB4	LvlEyeBot	00106C31	PlayerFriendFaction								0
00528CF0	RE_MothmanWiseActor			0038799E	MothmanWiseActor	00030BAC	REPlayerAlly								0
0052A680	test_QA_WeaponsVendor_Test	Vin		00157C9D	LCharMrHandy_Standard	0052A693	76QAWeapon_Vendor_Faction					0052A5FE	0052A695	76QAVendor_VendorChest_Weapons	1
0052A681	QA_ArmorVendor_Test	Daz		00157C9D	LCharMrHandy_Standard	0052A692	76QAArmor_Vendor_Faction					0052A5FD	0052A697	76QAVendor_VendorChest_Armor	1
0052EEC9	LvlNukeCodeOfficerFeralGhoul	Feral Ghoul		005196A9	LCharFeralGhoul_Normal	003E134D	Nuke_LaunchCardPatrolFaction								0
0030BAB0	ResponderBotBob	Vendor Bot Bob	Vendor Bot Bob	00106B09	EncProtectron01Template	003DB456	LC044_Flatwoods_Vendor_Responders_Faction					003DB45B	003DB455	LC044_Flatwoods_VendorChest_Responders	1
00018CEA	LC204_BrokenAutoMiner	Auto-Miner	Auto-Miner	001D779F	LCharProtectronConstruction01	0010A3D6	MTR08_AutoMinerFaction								0
00199F48	RS02_LvlMainTurretTripod_NonHostileRepairable_NoNativeTerminal	Machinegun Turret Mk I	Turret	0011131F	LCharTurretTripod_Normal	00106C31	PlayerFriendFaction								0
0033D18C	TestMoleratMeatAttracted			000342C8	LCharMolerat	0033D162	AttractedByMeatFaction								0
00309215	LvlProtectronStrikebreaker_Hostile	Protectron Strikebreaker		00106B07	LvlProtectron	00309393	RobotStrikebreakerFaction								0
00309214	LvlMrGutsyStrikebreaker	Mr. Gutsy Strikebreaker		00146CE3	LCharMrGutsy	00309393	RobotStrikebreakerFaction								0
00309213	LvlAssaultronStrikebreaker			00121D51	LCharAssaultron_Normal	00309393	RobotStrikebreakerFaction								0
00309216	LvlSentryBotStrikebreaker	Sentry Bot Strikebreaker		0012BC12	LCharSentryBot	00309393	RobotStrikebreakerFaction								0
004ECC78	RE_SceneBB02_MrVeterinarian	Mr Veterinarian		00157C9D	LCharMrHandy_Standard	0050FD12	RE_SceneBB02Faction								0
0031C8AE	RE_ObjectTS03_MrGutsy			00146CE3	LCharMrGutsy	0031C8AB	RE_ObjectTS03Robots								0
0031C8AD	RE_ObjectTS03_Assaultron			00121D51	LCharAssaultron_Normal	0031C8AB	RE_ObjectTS03Robots								0
0052F18E	RE_SceneBB02_Cat	Stray Cat	Cat	005C40F2	LvlCritterCat_NoActorCap	0050FD12	RE_SceneBB02Faction								0
004E0EC4	RE_TravelMD01_Eyebot			00058568	LvlEyeBotResponder	003C6835	ResponderFaction								0
004F6122	Loot_CorpseBrahmin	Brahmin		00020480	EncBrahmin01Template	000330BB	DomesticAnimalFaction								0
0037E1D2	RE_TravelTS01_ResponderProtectronVendor	Vendor Bot Responder	Protectron	00368F92	LvlProtectronResponderBasic	0037E1CF	RE_TravelTS01_Vendor_Faction					0037E1D4	0037E1CE	RE_TravelTS01_VendorChest_General	1
