FLST_FormID	FLST_EDID	FLST_FULL	EntryIndex	Entry_Sig	Entry_FormID	Entry_EDID	Entry_FULL
00000163	HelpManualPC		61	MESG	007AEE73	HelpPingSystem_PC	Ping System
00000163	HelpManualPC		62	MESG	001EC02C	HelpPipBoyControls_PC	Pip-Boy
00000163	HelpManualPC		63	MESG	007AD442	HelpPlayerTitles	Player Titles
00000163	HelpManualPC		64	MESG	001F0EEC	HelpPower	Power
00000163	HelpManualPC		65	MESG	001EABED	HelpPowerArmor	Power Armor
00000163	HelpManualPC		66	MESG	003A0876	HelpTeams_PC	Private Teams
00000163	HelpManualPC		67	MESG	005CB540	HelpPublicTeams_PC	Public Teams
00000163	HelpManualPC		68	MESG	003A086D	HelpPVP	PvP
00000163	HelpManualPC		69	MESG	001EABEB	HelpQuests_PC	Quests
00000163	HelpManualPC		70	MESG	001E2325	HelpRadiation	Radiation
00000163	HelpManualPC		71	MESG	001EABEC	HelpRadioStations_PC	Radio Stations
00000163	HelpManualPC		72	MESG	007B27B1	HelpStatReflect	Damage Reflection
00000163	HelpManualPC		73	MESG	005A2D86	W05_HelpReputation	Reputation
00000163	HelpManualPC		74	MESG	006A1692	HelpReroller	Re-Roller
00000163	HelpManualPC		75	MESG	006C770E	HelpSCOREBooster	S.C.O.R.E. Booster Item
00000163	HelpManualPC		76	MESG	0076E93A	HelpSeasons	Seasons
00000163	HelpManualPC		77	MESG	0067C1E8	HelpBanners	Scout's Banners
00000163	HelpManualPC		78	MESG	005F066D	HelpShelters_PC	Shelters
00000163	HelpManualPC		79	MESG	001EABE7	HelpSleeping	Sleeping
00000163	HelpManualPC		80	MESG	007F2FCB	HelpSmallGuns	Small Guns
00000163	HelpManualPC		81	MESG	001E971E	HelpSneaking	Sneaking
00000163	HelpManualPC		82	MESG	003A0875	HelpSocial_PC	Social
00000163	HelpManualPC		83	MESG	001E971D	HelpSPECIAL	SPECIAL
00000163	HelpManualPC		84	MESG	006C1F0A	HelpSPECIALLoadouts	SPECIAL Loadouts
00000163	HelpManualPC		85	MESG	001E971C	HelpSprinting	Sprinting
00000163	HelpManualPC		86	MESG	0066CCFE	XPD_HelpStamps	Stamps
00000163	HelpManualPC		87	MESG	004FC410	HelpStashBox	Stash Box
00000163	HelpManualPC		88	MESG	00000180	HelpTerminals_PC	Terminals
00000163	HelpManualPC		89	MESG	003A0870	HelpTrading_PC	Trading
00000163	HelpManualPC		90	MESG	0000017D	HelpVATS_PC	V.A.T.S.
00000163	HelpManualPC		91	MESG	003A0872	HelpVendors_PC	Vendors
00000163	HelpManualPC		92	MESG	003A086E	HelpWorkshops	Workshops
00000163	HelpManualPC		93	MESG	007D66EC	HelpLevel50CharacterBoost	Level 50 Character Boost
00000163	HelpManualPC		94	MESG	00849275	HelpImpairments	Impairments
00000163	HelpManualPC		95	MESG	00852E7B	HelpBulletStorm	Bullet Storm
00000163	HelpManualPC		96	MESG	00863ADE	HelpItemLocking	Locking Items
00000163	HelpManualPC		97	MESG	00869AEA	HelpBountyHunting	Bounty Hunting
00000163	HelpManualPC		98	MESG	00869AEB	HelpDirtyLaundry	Dirty Laundry
00000163	HelpManualPC		99	MESG	008B5259	HelpCampTitles	C.A.M.P. Titles
00000165	HelpManualXBox		0	MESG	005A2D87	W05_HelpAllies	Allies
00000165	HelpManualXBox		1	MESG	001E2324	HelpActionPoints	Action Points
00000165	HelpManualXBox		2	MESG	007AD477	HelpBestBuilds	Best Builds
00000165	HelpManualXBox		3	MESG	0051171D	HelpBlueprints_Console	Blueprints
00000165	HelpManualXBox		4	MESG	0084C76D	HelpCAMP2_Console	C.A.M.P.
00000165	HelpManualXBox		5	MESG	0084C769	HelpCAMP2_BuildMode_Console	C.A.M.P. - Build Mode
00000165	HelpManualXBox		6	MESG	0084C76A	HelpCAMP2_CreateBuildings_Console	C.A.M.P. - Create Buildings
00000165	HelpManualXBox		7	MESG	0084C76B	HelpCAMP2_FreeCamera_Console	C.A.M.P. - Free Camera
00000165	HelpManualXBox		8	MESG	0084C76C	HelpCAMP2_ModifyMode_Console	C.A.M.P. - Modify Mode
00000165	HelpManualXBox		9	MESG	0084C76E	HelpCAMP2_RelaxedBuildRules_Console	C.A.M.P. - Relaxed Build Rules
00000165	HelpManualXBox		10	MESG	007C7375	HelpCAMPPets	C.A.M.P. Pets
00000165	HelpManualXBox		11	MESG	001EC025	HelpCarryWeightConsole	Carry Weight
00000165	HelpManualXBox		12	MESG	0051171E	HelpCheckpoints	Checkpoints
00000165	HelpManualXBox		13	MESG	001E6019	HelpChems	Chems
00000165	HelpManualXBox		14	MESG	001E73E3	HelpCompass	Compass
00000165	HelpManualXBox		15	MESG	001EB879	HelpControls_Console	Controls
00000165	HelpManualXBox		16	MESG	002B9CFA	HelpCrafting_Console	Crafting
00000165	HelpManualXBox		17	MESG	007BA4CF	HelpDamageOverTime	Damage over Time
00000165	HelpManualXBox		18	MESG	001E73E6	HelpDamageTypes	Damage Types
00000165	HelpManualXBox		19	MESG	007BA4D4	HelpDamageCryo	Damage - Cryo
00000165	HelpManualXBox		20	MESG	007BA4D1	HelpDamageEnergy	Damage - Energy
00000165	HelpManualXBox		21	MESG	007BA4D3	HelpDamageFire	Damage - Fire
00000165	HelpManualXBox		22	MESG	007BA4D0	HelpDamagePhysical	Damage - Physical
00000165	HelpManualXBox		23	MESG	007BA4D5	HelpDamagePoison	Damage - Poison
00000165	HelpManualXBox		24	MESG	007BA4D2	HelpDamageRadiation	Damage - Radiation
00000165	HelpManualXBox		25	MESG	001EC01F	HelpDamagedLimbs	Damaged Limbs
00000165	HelpManualXBox		26	MESG	0050D59D	HelpDeath	Death
00000165	HelpManualXBox		27	MESG	007B27B3	HelpStatDeflect	Deflect
00000165	HelpManualXBox		28	MESG	005A2D83	W05_HelpDialogue_Console	Dialogue
00000165	HelpManualXBox		29	MESG	002B9CFC	HelpDisease	Disease
00000165	HelpManualXBox		30	MESG	002B9CFD	HelpEmotes_Console	Emotes
00000165	HelpManualXBox		31	MESG	007B27B2	HelpStatEvade	Evade
00000165	HelpManualXBox		32	MESG	002B9CFF	HelpActivityPublicEvents	Activity & Public Events
00000165	HelpManualXBox		33	MESG	001ED4D0	HelpFastTravel_Console	Fast Travel
00000165	HelpManualXBox		34	MESG	001EC022	HelpFavorites_Console	Favorites
00000165	HelpManualXBox		35	MESG	00818AB0	HelpFishingtConsole	Fishing
00000165	HelpManualXBox		36	MESG	008D4C65	HelpFishing_SeasonalFish	Fishing - Seasonal Fish
00000165	HelpManualXBox		37	MESG	001EC021	HelpFood	Food
00000165	HelpManualXBox		38	MESG	005A2D84	W05_HelpGoldBullion	Gold Bullion
00000165	HelpManualXBox		39	MESG	007D67B0	HelpGhoul	Ghouls (Player)
00000165	HelpManualXBox		40	MESG	007B77F1	HelpDisguise	Disguises (Ghoul)
00000165	HelpManualXBox		41	MESG	007A76A6	HelpFeral	Feral Meter (Ghoul)
00000165	HelpManualXBox		42	MESG	007B77F2	HelpGlow	Glow (Ghoul)
00000165	HelpManualXBox		43	MESG	001E971F	HelpHacking_Console	Hacking
00000165	HelpManualXBox		44	MESG	003D3655	HelpHungerThirst	Hunger/Thirst
00000165	HelpManualXBox		45	MESG	0088D9C9	HelpHostileTakeOver	Infestation
00000165	HelpManualXBox		46	MESG	005A2D82	W05_HelpInstances	Instanced Interiors
00000165	HelpManualXBox		47	MESG	001EBAEA	HelpLegendaryEnemies	Legendaries
00000165	HelpManualXBox		48	MESG	007AA7B1	HelpLegendaryCrafting	Legendary Crafting
00000165	HelpManualXBox		49	MESG	005C4634	HelpLegendaryPerks_PC	Legendary Perks
00000165	HelpManualXBox		50	MESG	003D3B68	HelpLeveling_Console	Leveling Up
00000165	HelpManualXBox		51	MESG	005EEADA	HelpLunchboxes	Lunchboxes
00000165	HelpManualXBox		52	MESG	001EABF1	HelpMap_Console	Map
00000165	HelpManualXBox		53	MESG	003D3B69	HelpMutations	Mutations
00000165	HelpManualXBox		54	MESG	007EE004	HelpOnslaught	Onslaught
00000165	HelpManualXBox		55	MESG	0082E324	HelpAdrenaline	Kill Streak
00000165	HelpManualXBox		56	MESG	0044B5FF	HelpPacifistMode	Pacifist Mode
00000165	HelpManualXBox		57	MESG	001EABEE	HelpPerkCards_Console	Perks
00000165	HelpManualXBox		58	MESG	0079AC41	HelpPerkCardPacks	Perk Card Packs
00000165	HelpManualXBox		59	MESG	003A086A	HelpPhotomode_Console	Photomode
00000165	HelpManualXBox		60	MESG	00000184	HelpPickingLocks_Console	Picking Locks
00000165	HelpManualXBox		61	MESG	007AEE74	HelpPingSystem_Console	Ping System
00000165	HelpManualXBox		62	MESG	001EC02B	HelpPipBoyControls_Console	Pip-Boy
00000165	HelpManualXBox		63	MESG	007AD442	HelpPlayerTitles	Player Titles
00000165	HelpManualXBox		64	MESG	001F0EEC	HelpPower	Power
00000165	HelpManualXBox		65	MESG	001EABED	HelpPowerArmor	Power Armor
00000165	HelpManualXBox		66	MESG	003A0873	HelpTeams_Console	Private Teams
00000165	HelpManualXBox		67	MESG	005CB541	HelpPublicTeams_Console	Public Teams
00000165	HelpManualXBox		68	MESG	003A086D	HelpPVP	PvP
00000165	HelpManualXBox		69	MESG	001EABEA	HelpQuests_Console	Quests
00000165	HelpManualXBox		70	MESG	001E2325	HelpRadiation	Radiation
00000165	HelpManualXBox		71	MESG	007B27B1	HelpStatReflect	Damage Reflection
00000165	HelpManualXBox		72	MESG	001EABE9	HelpRadioStations_Console	Radio Stations
00000165	HelpManualXBox		73	MESG	005A2D86	W05_HelpReputation	Reputation
00000165	HelpManualXBox		74	MESG	006A1692	HelpReroller	Re-Roller
00000165	HelpManualXBox		75	MESG	0067C1E8	HelpBanners	Scout's Banners
00000165	HelpManualXBox		76	MESG	006C770E	HelpSCOREBooster	S.C.O.R.E. Booster Item
00000165	HelpManualXBox		77	MESG	0076E93A	HelpSeasons	Seasons
00000165	HelpManualXBox		78	MESG	005F066E	HelpShelters_Console	Shelters
00000165	HelpManualXBox		79	MESG	001EABE7	HelpSleeping	Sleeping
00000165	HelpManualXBox		80	MESG	007F2FCB	HelpSmallGuns	Small Guns
00000165	HelpManualXBox		81	MESG	001E971E	HelpSneaking	Sneaking
00000165	HelpManualXBox		82	MESG	003A0874	HelpSocial_Console	Social
00000165	HelpManualXBox		83	MESG	001E971D	HelpSPECIAL	SPECIAL
00000165	HelpManualXBox		84	MESG	006C1F0A	HelpSPECIALLoadouts	SPECIAL Loadouts
00000165	HelpManualXBox		85	MESG	001E971C	HelpSprinting	Sprinting
00000165	HelpManualXBox		86	MESG	0066CCFE	XPD_HelpStamps	Stamps
00000165	HelpManualXBox		87	MESG	004FC410	HelpStashBox	Stash Box
00000165	HelpManualXBox		88	MESG	001E971B	HelpTerminals_Console	Terminals
00000165	HelpManualXBox		89	MESG	003A086F	HelpTrading_Console	Trading
00000165	HelpManualXBox		90	MESG	00000183	HelpVATS_Console	V.A.T.S.
00000165	HelpManualXBox		91	MESG	003A0871	HelpVendors_Console	Vendors
00000165	HelpManualXBox		92	MESG	003A086E	HelpWorkshops	Workshops
00000165	HelpManualXBox		93	MESG	007D66EC	HelpLevel50CharacterBoost	Level 50 Character Boost
00000165	HelpManualXBox		94	MESG	00849275	HelpImpairments	Impairments
00000165	HelpManualXBox		95	MESG	00852E7B	HelpBulletStorm	Bullet Storm
00000165	HelpManualXBox		96	MESG	00863ADE	HelpItemLocking	Locking Items
00000165	HelpManualXBox		97	MESG	00869AEA	HelpBountyHunting	Bounty Hunting
00000165	HelpManualXBox		98	MESG	00869AEB	HelpDirtyLaundry	Dirty Laundry
00000165	HelpManualXBox		99	MESG	008B5259	HelpCampTitles	C.A.M.P. Titles
0000397D	EatPackageDefaultFood		0	ALCH	0011EA93	Brew_BeerBottleStandard01	Beer
0000397D	EatPackageDefaultFood		1	ALCH	000366BF	WaterBoiled	Boiled Water
0000397D	EatPackageDefaultFood		2	ALCH	00017C73	NoodleCup	Noodle Cup
0000397D	EatPackageDefaultFood		3	ALCH	0004835D	NukaCola	Nuka-Cola
0000397D	EatPackageDefaultFood		4	ALCH	000330EE	Cram	Cram
0000397D	EatPackageDefaultFood		5	ALCH	000330F8	CornVegetable	Corn
0000397D	EatPackageDefaultFood		6	ALCH	0009DCC4	TatoVegetableFruit	Tato
0000397D	EatPackageDefaultFood		7	ALCH	000366C2	Brew_Wine	Wine
0000397D	EatPackageDefaultFood		8	ALCH	000330FB	Dogmeat	Mongrel Dog Meat
0000397D	EatPackageDefaultFood		9	ALCH	000F742E	CarrotVegetable	Carrot
0000397D	EatPackageDefaultFood		10	ALCH	000366BC	SquirrelMeat	Squirrel Bits
0000397D	EatPackageDefaultFood		11	ALCH	00036927	SquirrelMeatTastyStew	Tasty Squirrel Stew
0000397D	EatPackageDefaultFood		12	ALCH	000366BB	SquirrelMeatTasty	Squirrel On A Stick
0000397D	EatPackageDefaultFood		13	ALCH	00033102	MutfruitFruit	Mutfruit
0000397D	EatPackageDefaultFood		14	ALCH	00088C3C	PumpkinVegetable	Pumpkin
00018DFA	VoicesPlayerList		0	VTYP	00018DF7	PlayerVoiceFemale01	
00018DFA	VoicesPlayerList		1	VTYP	00018DF4	PlayerVoiceMale01	
0001DBF7	FFDiamondCity01PaintList		0	MISC	0001D95A	PaintCanBlue	Blue Paint
0001DBF7	FFDiamondCity01PaintList		1	MISC	0001D95B	PaintCanYellow	Yellow Paint
000219C9	VoicesRaiderList		0				
00021AD1	WeaponsGunsList		0	WEAP	00004822	10mm	10mm
00021AD1	WeaponsGunsList		1	WEAP	0001F669	Minigun	Minigun
00021AD1	WeaponsGunsList		2	WEAP	0000463F	AssaultRifle	Assault Rifle
00021AD1	WeaponsGunsList		3	WEAP	0003F6F8	MissileLauncher	Missile Launcher
00021AD1	WeaponsGunsList		4	WEAP	00024F55	PipeGun	Pipe
00021AD1	WeaponsGunsList		5	WEAP	0004F46A	HuntingRifle	Hunting Rifle
00021AD2	WeaponsMeleeList		0	WEAP	000001F4	crUnarmedDefault	
00021AD2	WeaponsMeleeList		1	WEAP	00033FE0	Machete	Machete
00021AD2	WeaponsMeleeList		2	WEAP	0008C14D	Baton	Baton
00021AD2	WeaponsMeleeList		3	WEAP	0008E736	BaseballBat	Baseball Bat
00021AD2	WeaponsMeleeList		4	WEAP	000913CA	Knife	Combat Knife
00021AD2	WeaponsMeleeList		5	WEAP	0005524B	Knuckles	Knuckles
00021AD2	WeaponsMeleeList		6	WEAP	000D83BF	PipeWrench	Pipe Wrench
00021AD2	WeaponsMeleeList		7	WEAP	000FA3E8	PoolCue	Pool Cue
00021AD2	WeaponsMeleeList		8	WEAP	0011B336	PowerFist	Power Fist
00021AD2	WeaponsMeleeList		9	WEAP	000FDC81	Switchblade	Switchblade
00021AD2	WeaponsMeleeList		10	WEAP	000C2C27	UnarmedHuman	Unarmed Human
00021AD2	WeaponsMeleeList		11	WEAP	000FF964	SuperSledge	Super Sledge
00021AD2	WeaponsMeleeList		12	WEAP	000D8576	DeathclawGauntlet	Deathclaw Gauntlet
00021AD2	WeaponsMeleeList		13	WEAP	0005C250	Board	Board
00021AD2	WeaponsMeleeList		14	WEAP	000FC9C3	LeadPipe	Lead Pipe
00021AD2	WeaponsMeleeList		15	WEAP	00147BE4	ChineseOfficerSword	Chinese Officer Sword
00021AD2	WeaponsMeleeList		16	WEAP	00143AB5	RevolutionarySword	Revolutionary Sword
00021AD2	WeaponsMeleeList		17	WEAP	00142FAB	RollingPin	Rolling Pin
00021AD2	WeaponsMeleeList		18	WEAP	000FA2FB	Shishkebab	Shishkebab
00021AD2	WeaponsMeleeList		19	WEAP	000E7AB9	Sledgehammer	Sledgehammer
00021AD2	WeaponsMeleeList		20	WEAP	00185D25	TireIron	Tire Iron
00021AD2	WeaponsMeleeList		21	WEAP	0016498F	BoxingGlove	Boxing Glove
00021AD2	WeaponsMeleeList		22	WEAP	00183FCD	DN160_GrognakAxe	Grognak's Axe
00021AD2	WeaponsMeleeList		23	WEAP	008B4129	HogSplitter	Hog Splitter
0004223F	DefaultCombatMasterPackageList		0	PACK	00378071	EncounterWaveFlyingHoldPositionUntilEngagedOverridePackage	
0004223F	DefaultCombatMasterPackageList		1	PACK	00042240	DefaultCombatMasterPackage	
00061C0D	WorkshopConsumeScavenge		0	CMPO	0001FA8C	c_Acid	Acid
00061C0D	WorkshopConsumeScavenge		1	CMPO	0001FAA5	c_Adhesive	Adhesive
00061C0D	WorkshopConsumeScavenge		2	CMPO	0001FAB9	c_Rubber	Rubber
00061C0D	WorkshopConsumeScavenge		3	CMPO	0003D294	c_Screws	Screw
00061C0D	WorkshopConsumeScavenge		4	CMPO	0001FA91	c_Aluminum	Aluminum
00061C0D	WorkshopConsumeScavenge		5	CMPO	0001FA94	c_AntiBallisticFiber	Ballistic Fiber
00061C0D	WorkshopConsumeScavenge		6	CMPO	0001FA96	c_Antiseptic	Antiseptic
00061C0D	WorkshopConsumeScavenge		7	CMPO	0001FA97	c_Asbestos	Asbestos
00061C0D	WorkshopConsumeScavenge		8	CMPO	0001FA98	c_Bone	Bone
00061C0D	WorkshopConsumeScavenge		9	CMPO	0001FA9A	c_Ceramic	Ceramic
00061C0D	WorkshopConsumeScavenge		10	CMPO	0001FA9B	c_Circuitry	Circuitry
00061C0D	WorkshopConsumeScavenge		11	CMPO	001223C7	c_Cloth	Cloth
00061C0D	WorkshopConsumeScavenge		12	CMPO	0005A0C4	c_Concrete	Concrete
00061C0D	WorkshopConsumeScavenge		13	CMPO	0001FA9C	c_Copper	Copper
00061C0D	WorkshopConsumeScavenge		14	CMPO	0001FA9D	c_Cork	Cork
00061C0D	WorkshopConsumeScavenge		15	CMPO	0001FA9F	c_Crystal	Crystal
00061C0D	WorkshopConsumeScavenge		16	CMPO	0005A0C7	c_Fertilizer	Fertilizer
00061C0D	WorkshopConsumeScavenge		17	CMPO	0001FAA1	c_Fiberglass	Fiberglass
00061C0D	WorkshopConsumeScavenge		18	CMPO	0001FAA0	c_FiberOptics	Fiber Optics
00061C0D	WorkshopConsumeScavenge		19	CMPO	0001FABD	c_Steel	Steel
00061C0D	WorkshopConsumeScavenge		20	CMPO	0001FABB	c_Silver	Silver
00061C0D	WorkshopConsumeScavenge		21	CMPO	0001FAB0	c_Gears	Gear
00061C0D	WorkshopConsumeScavenge		22	CMPO	0001FAA4	c_Glass	Glass
00061C0D	WorkshopConsumeScavenge		23	CMPO	0001FAA6	c_Gold	Gold
00061C0D	WorkshopConsumeScavenge		24	CMPO	0001FABC	c_Springs	Spring
00061C0D	WorkshopConsumeScavenge		25	CMPO	0001FAAD	c_Lead	Lead
00061C0D	WorkshopConsumeScavenge		26	CMPO	0001FAAE	c_Leather	Leather
00061C0D	WorkshopConsumeScavenge		27	CMPO	0001FAC2	c_Wood	Wood
00061C0D	WorkshopConsumeScavenge		28	CMPO	0001FAB7	c_Plastic	Plastic
00061C0D	WorkshopConsumeScavenge		29	CMPO	0001FAB3	c_NuclearMaterial	Nuclear Material
00061C0D	WorkshopConsumeScavenge		30	CMPO	0001FAB4	c_Oil	Oil
00064128	DmndArturoHouseLockList		0				
000644E2	DmndPembrokeLockList		0				
000644E4	DmndPublickLockList		0				
0006A60D	DmndSchoolhouseLockList		0				
0006A677	DmndCodmanLockList		0				
0006A685	DmndHawthorneLockList		0				
0006A68D	DmndLatimerLockList		0				
0006A69C	DmndJohnsHouseLockList		0				
0006F0D8	BoS100Fight_HaylenHoldPositionList		0				
000782A3	AutofillGenericLocRefTypes		0	LCRT	0007828B	AutofillGeneric01	
000782A3	AutofillGenericLocRefTypes		1	LCRT	0007828C	AutofillGeneric02	
000782A3	AutofillGenericLocRefTypes		2	LCRT	0007828D	AutofillGeneric03	
000782A3	AutofillGenericLocRefTypes		3	LCRT	0007828E	AutofillGeneric04	
000782A3	AutofillGenericLocRefTypes		4	LCRT	000782A4	AutofillGeneric05	
000782A3	AutofillGenericLocRefTypes		5	LCRT	0007828F	AutofillGeneric06	
000782A3	AutofillGenericLocRefTypes		6	LCRT	00078290	AutofillGeneric07	
000782A3	AutofillGenericLocRefTypes		7	LCRT	00078291	AutofillGeneric08	
