ALCH_FormID	ALCH_EDID	EffectCount	EffectIndex	MGEF_FormID	MGEF_EDID	MGEF_FULL	EFIT_EffectID	EFIT_Magnitude	EFIT_Area	EFIT_Duration	EFIT_Unknown	MAGG_GLOB_FormID	MAGG_GLOB_EDID	MAGG_GLOB_FULL	DURG_GLOB_FormID	DURG_GLOB_EDID	DURG_GLOB_FULL	EIES_FormID	EIES_EDID	EIES_FULL	CODG_GLOB_FormID	CODG_GLOB_EDID	CODG_GLOB_FULL	CODV_CooldownValue
000E34E9	FernFlowerHerb	3	2	0009A41B	SURV_DiseaseVector_Food_Effect	SURV_DiseaseVector_Food_Effect	0	0.000000	0	0		002DBF85	SURV_Food_DiseaseChance_Mag_1_Low											0
00101293	DeathclawMeatCooked	4	0	00024056	DamageRadiationEating	Eating: Radiation Damage	3	0.000000	0	0		002DBF8E	SURV_Food_RadiationDamage_Mag_3_High											0
00101293	DeathclawMeatCooked	4	1	00026874	SURV_Food_Effect	SURV_Food_Effect	4	5400.000000	0	0		002DBF82	SURV_Food_RestoreHunger_Mag_5_VeryLarge											0
00101293	DeathclawMeatCooked	4	2	0000397E	RestoreHealthFood	Restore Health	1	0.000000	0	25		002DB596	SURV_Food_Heal_Mag_5_VeryLarge		002DB4F2	SURV_Food_Heal_Dur_Standard								0
00101293	DeathclawMeatCooked	4	3	0015072E	FortifyStrengthFood	Fortify Strength Food	2	2.000000	0	1800		002DBF96	SURV_Food_Effect_SPECIAL_Mag_2_Medium		002DBF92	SURV_Food_Effect_Any_Dur_1_Short								0
0010129A	GrapeMentats	5	0	000197D3	SURV_AddThirst_Potion_Effect_Chem	Chems: Thirst	1	0.000000	0	0		00019941	SURV_Chem_AddThirstSize_2_Normal											0
0010129A	GrapeMentats	5	1	00245EF5	AddictionOddsMentats	Chance Addiction Mentats	2	25.000000	0	0														0
0010129A	GrapeMentats	5	2	004F9A38	FortifyBarterChemEffect	Chem: Fortify Barter	4	0.000000	0	600					0050C206	SURV_Chem_Dur_Long								0
0010129A	GrapeMentats	5	3	002466F9	FortifyCharismaChemEffect	Chem: Fortify Charisma	3	5.000000	0	600					0050C206	SURV_Chem_Dur_Long								0
0010129A	GrapeMentats	5	4	007A76AE	GHL_SURV_Chem_Effect	GHL_SURV_Chem_Effect	5	0.000000	0	0		007A7696	GHL_SURV_Chem_RestoreFeral_Mag_1_Tiny											0
00102157	IguanaMeatTastySoup	5	0	00024056	DamageRadiationEating	Eating: Radiation Damage	3	2.000000	0	0		002DBF8C	SURV_Food_RadiationDamage_Mag_1_Low											0
00102157	IguanaMeatTastySoup	5	1	00134836	SURV_Drink_Effect	SURV_Drink_Effect	4	900.000000	0	0		00284962	SURV_Drink_RestoreThirst_Mag_1_Normal											0
00102157	IguanaMeatTastySoup	5	2	00026874	SURV_Food_Effect	SURV_Food_Effect	5	5400.000976	0	0		002DBF81	SURV_Food_RestoreHunger_Mag_4_Large_Improved											0
00102157	IguanaMeatTastySoup	5	3	0000397E	RestoreHealthFood	Restore Health	1	0.000000	0	25		002DB596	SURV_Food_Heal_Mag_5_VeryLarge		002DB4F2	SURV_Food_Heal_Dur_Standard								0
00102157	IguanaMeatTastySoup	5	4	002DBFC6	FortifyLuckFood	Fortify Luck Food	2	3.000000	0	3600		002DBF97	SURV_Food_Effect_SPECIAL_Mag_3_High		002DBF93	SURV_Food_Effect_Any_Dur_2_Medium								0
0011EA93	Brew_BeerBottleStandard01	9	0	00134836	SURV_Drink_Effect	SURV_Drink_Effect	7	900.000000	0	0		00284962	SURV_Drink_RestoreThirst_Mag_1_Normal											0
0011EA93	Brew_BeerBottleStandard01	9	1	00245EF2	AddictionOddsAlcohol	Chance Addiction Alcohol	8	15.000000	0	0														0
0011EA93	Brew_BeerBottleStandard01	9	2	00102253	FortifyStrengthAlcohol	Alcohol: Fortify Strength	1	1.000000	0	180														0
0011EA93	Brew_BeerBottleStandard01	9	3	0018E145	PerkHappyGoLuckyFortifyLuck	Happy-Go-Lucky - Fortify Luck	2	2.000000	0	180														0
0011EA93	Brew_BeerBottleStandard01	9	4	0018E146	PerkHappyGoLucky02FortifyLuck	Happy-Go-Lucky02 - Fortify Luck	3	3.000000	0	180														0
0011EA93	Brew_BeerBottleStandard01	9	5	00102252	FortifyCharismaAlcohol	Alcohol: Fortify Charisma	4	1.000000	0	180														0
0011EA93	Brew_BeerBottleStandard01	9	6	00102254	ReduceIntelligenceAlcohol	Alcohol: Reduce Intelligence	5	1.000000	0	180														0
0011EA93	Brew_BeerBottleStandard01	9	7	001B5B29	FortifyLuckMagazineLiveLove	Live & Love - Fortify Luck	6	1.000000	0	180														0
0011EA93	Brew_BeerBottleStandard01	9	8	003F0BA7	BeerBottleStandard01_Duration	Duration	9	0.000000	0	180					003F0BA4	BeerBottleStandard01DurationGlobal								0
00145857	Brew_Rum	9	0	00134836	SURV_Drink_Effect	SURV_Drink_Effect	6	900.000000	0	0		00284962	SURV_Drink_RestoreThirst_Mag_1_Normal											0
00145857	Brew_Rum	9	1	001B5B29	FortifyLuckMagazineLiveLove	Live & Love - Fortify Luck	7	1.000000	0	0														0
00145857	Brew_Rum	9	2	00102253	FortifyStrengthAlcohol	Alcohol: Fortify Strength	1	1.000000	0	240														0
00145857	Brew_Rum	9	3	00102254	ReduceIntelligenceAlcohol	Alcohol: Reduce Intelligence	2	1.000000	0	240														0
00145857	Brew_Rum	9	4	0018E145	PerkHappyGoLuckyFortifyLuck	Happy-Go-Lucky - Fortify Luck	3	2.000000	0	240														0
00145857	Brew_Rum	9	5	00245EF2	AddictionOddsAlcohol	Chance Addiction Alcohol	8	20.000000	0	0														0
00145857	Brew_Rum	9	6	0018E146	PerkHappyGoLucky02FortifyLuck	Happy-Go-Lucky02 - Fortify Luck	4	3.000000	0	240														0
00145857	Brew_Rum	9	7	000AA888	FortifyAgilityAlcohol	Alcohol: Fortify Agility	5	1.000000	0	240														0
00145857	Brew_Rum	9	8	003F0B9F	Rum_Duration	Duration	9	0.000000	0	240					003F0B9D	RumDurationGlobal								0
0019797D	RadroachMeatCooked	4	0	00024056	DamageRadiationEating	Eating: Radiation Damage	3	0.000000	0	0		002DBF8D	SURV_Food_RadiationDamage_Mag_2_Medium											0
0019797D	RadroachMeatCooked	4	1	00026874	SURV_Food_Effect	SURV_Food_Effect	4	0.000000	0	0		002DBF7D	SURV_Food_RestoreHunger_Mag_2_Small_Improved											0
0019797D	RadroachMeatCooked	4	2	0000397E	RestoreHealthFood	Restore Health	1	0.000000	0	25		002DB628	SURV_Food_Heal_Mag_3_Medium_Improved		002DB4F2	SURV_Food_Heal_Dur_Standard								0
0019797D	RadroachMeatCooked	4	3	0015072D	FortifyEnduranceFood	Fortify Endurance Food	2	1.000000	0	1800		002DBF95	SURV_Food_Effect_SPECIAL_Mag_1_Low		002DBF92	SURV_Food_Effect_Any_Dur_1_Short								0
001A6396	PreservedPie01	3	0	00024056	DamageRadiationEating	Eating: Radiation Damage	2	1.000000	0	0		002DBF8B	SURV_Food_RadiationDamage_Mag_0_Token											0
001A6396	PreservedPie01	3	1	00026874	SURV_Food_Effect	SURV_Food_Effect	3	2700.000000	0	0		002DBF7F	SURV_Food_RestoreHunger_Mag_3_Medium_Improved											0
001A6396	PreservedPie01	3	2	0000397E	RestoreHealthFood	Restore Health	1	0.000000	0	25		002DB4F8	SURV_Food_Heal_Mag_3_Medium		002DB4F2	SURV_Food_Heal_Dur_Standard								0
001A6397	MoldyFood01	3	0	00024056	DamageRadiationEating	Eating: Radiation Damage	0	0.000000	0	0		002DBF8E	SURV_Food_RadiationDamage_Mag_3_High											0
001A6397	MoldyFood01	3	1	0009A41B	SURV_DiseaseVector_Food_Effect	SURV_DiseaseVector_Food_Effect	0	0.000000	0	0		002DBF88	SURV_Food_DiseaseChance_Mag_4_VeryHigh											0
001A6397	MoldyFood01	3	2	00026874	SURV_Food_Effect	SURV_Food_Effect	0	0.000000	0	0		002DBF7C	SURV_Food_RestoreHunger_Mag_2_Small											0
001A71E7	DeathclawMeatTastySouffle	4	0	00024056	DamageRadiationEating	Eating: Radiation Damage	3	5.000000	0	0		002DBF8D	SURV_Food_RadiationDamage_Mag_2_Medium											0
001A71E7	DeathclawMeatTastySouffle	4	1	00026874	SURV_Food_Effect	SURV_Food_Effect	4	7200.000000	0	0		002DBF83	SURV_Food_RestoreHunger_Mag_5_VeryLarge_Improved											0
001A71E7	DeathclawMeatTastySouffle	4	2	0000397E	RestoreHealthFood	Restore Health	1	2.000000	0	25		002DBBEC	SURV_Food_Heal_Mag_5_VeryLarge_Improved		002DB4F2	SURV_Food_Heal_Dur_Standard								0
001A71E7	DeathclawMeatTastySouffle	4	3	0015072E	FortifyStrengthFood	Fortify Strength Food	2	3.000000	0	3600		002DBF97	SURV_Food_Effect_SPECIAL_Mag_3_High		002DBF93	SURV_Food_Effect_Any_Dur_2_Medium								0
00046939	DeathclawEgg	3	0	00024056	DamageRadiationEating	Eating: Radiation Damage	0	15.000000	0	0		002DBF8F	SURV_Food_RadiationDamage_Mag_4_VeryHigh											0
00046939	DeathclawEgg	3	1	0009A41B	SURV_DiseaseVector_Food_Effect	SURV_DiseaseVector_Food_Effect	0	15.000000	0	0		002DBF87	SURV_Food_DiseaseChance_Mag_3_High											0
00046939	DeathclawEgg	3	2	00026874	SURV_Food_Effect	SURV_Food_Effect	0	0.000000	0	0		002DBF7E	SURV_Food_RestoreHunger_Mag_3_Medium											0
0004693B	RadscorpionEgg	3	0	00024056	DamageRadiationEating	Eating: Radiation Damage	0	15.000000	0	0		002DBF8F	SURV_Food_RadiationDamage_Mag_4_VeryHigh											0
0004693B	RadscorpionEgg	3	1	0009A41B	SURV_DiseaseVector_Food_Effect	SURV_DiseaseVector_Food_Effect	0	15.000000	0	0		002DBF87	SURV_Food_DiseaseChance_Mag_3_High											0
0004693B	RadscorpionEgg	3	2	00026874	SURV_Food_Effect	SURV_Food_Effect	0	0.000000	0	0		002DBF7C	SURV_Food_RestoreHunger_Mag_2_Small											0
0004693C	DeathclawEggCooked	4	0	00024056	DamageRadiationEating	Eating: Radiation Damage	3	0.000000	0	0		002DBF8D	SURV_Food_RadiationDamage_Mag_2_Medium											0
0004693C	DeathclawEggCooked	4	1	00026874	SURV_Food_Effect	SURV_Food_Effect	4	0.000000	0	0		002DBF80	SURV_Food_RestoreHunger_Mag_4_Large											0
0004693C	DeathclawEggCooked	4	2	0000397E	RestoreHealthFood	Restore Health	1	0.000000	0	25		002DBBEB	SURV_Food_Heal_Mag_4_Large_Improved		002DB4F2	SURV_Food_Heal_Dur_Standard								0
0004693C	DeathclawEggCooked	4	3	007E8B83	FortifyHealRateFood	Fortify Heal Rate	2	0.000000	0	1800		002DBF9C	SURV_Food_Effect_HealthRegen_Mag_2_Medium		002DBF92	SURV_Food_Effect_Any_Dur_1_Short								0
0004693D	RadscorpionEggCooked	4	0	00024056	DamageRadiationEating	Eating: Radiation Damage	2	0.000000	0	0		002DBF8C	SURV_Food_RadiationDamage_Mag_1_Low											0
0004693D	RadscorpionEggCooked	4	1	00026874	SURV_Food_Effect	SURV_Food_Effect	3	0.000000	0	0		002DBF7E	SURV_Food_RestoreHunger_Mag_3_Medium											0
0004693D	RadscorpionEggCooked	4	2	0000397E	RestoreHealthFood	Restore Health	1	0.000000	0	25		002DB628	SURV_Food_Heal_Mag_3_Medium_Improved		002DB4F2	SURV_Food_Heal_Dur_Standard								0
0004693D	RadscorpionEggCooked	4	3	001F1207	SURV_CureAddictionRandom	Cure Random Addiction	4	1.000000	0	0														0
0004693E	MirelurkEggCooked	4	0	00024056	DamageRadiationEating	Eating: Radiation Damage	3	0.000000	0	0		002DBF8D	SURV_Food_RadiationDamage_Mag_2_Medium											0
0004693E	MirelurkEggCooked	4	1	00026874	SURV_Food_Effect	SURV_Food_Effect	4	0.000000	0	0		002DBF7E	SURV_Food_RestoreHunger_Mag_3_Medium											0
0004693E	MirelurkEggCooked	4	2	0000397E	RestoreHealthFood	Restore Health	1	0.000000	0	25		002DB628	SURV_Food_Heal_Mag_3_Medium_Improved		002DB4F2	SURV_Food_Heal_Dur_Standard								0
0004693E	MirelurkEggCooked	4	3	002DBFC8	FortifyActionPointRegenFood	+AP Regen Food	2	2.000000	0	1800		002DBFA4	SURV_Food_Effect_APRegen_Mag_1_Low		002DBF92	SURV_Food_Effect_Any_Dur_1_Short								0
0004693F	BloodbugMeatCooked	4	0	00024056	DamageRadiationEating	Eating: Radiation Damage	3	5.000000	0	0		002DBF8D	SURV_Food_RadiationDamage_Mag_2_Medium											0
0004693F	BloodbugMeatCooked	4	1	00026874	SURV_Food_Effect	SURV_Food_Effect	4	0.000000	0	0		002DBF80	SURV_Food_RestoreHunger_Mag_4_Large											0
0004693F	BloodbugMeatCooked	4	2	0000397E	RestoreHealthFood	Restore Health	1	0.000000	0	25		002DBBEB	SURV_Food_Heal_Mag_4_Large_Improved		002DB4F2	SURV_Food_Heal_Dur_Standard								0
0004693F	BloodbugMeatCooked	4	3	00150731	FortifyHealthFood	Fortify Health Food	2	30.000000	0	1800		002DBF99	SURV_Food_Effect_HealthMax_Mag_2_Medium		002DBF92	SURV_Food_Effect_Any_Dur_1_Short								0
00046940	DogMeatCooked	4	0	00024056	DamageRadiationEating	Eating: Radiation Damage	3	5.000000	0	0		002DBF8D	SURV_Food_RadiationDamage_Mag_2_Medium											0
00046940	DogMeatCooked	4	1	00026874	SURV_Food_Effect	SURV_Food_Effect	4	3600.000000	0	0		002DBF80	SURV_Food_RestoreHunger_Mag_4_Large											0
00046940	DogMeatCooked	4	2	0000397E	RestoreHealthFood	Restore Health	1	0.000000	0	25		002DBBEB	SURV_Food_Heal_Mag_4_Large_Improved		002DB4F2	SURV_Food_Heal_Dur_Standard								0
00046940	DogMeatCooked	4	3	0015072D	FortifyEnduranceFood	Fortify Endurance Food	2	0.000000	0	1800		002DBF96	SURV_Food_Effect_SPECIAL_Mag_2_Medium		002DBF92	SURV_Food_Effect_Any_Dur_1_Short								0
00046941	MirelurkMeatCooked	4	0	00024056	DamageRadiationEating	Eating: Radiation Damage	3	0.000000	0	0		002DBF8C	SURV_Food_RadiationDamage_Mag_1_Low											0
00046941	MirelurkMeatCooked	4	1	00026874	SURV_Food_Effect	SURV_Food_Effect	4	0.000000	0	0		002DBF7E	SURV_Food_RestoreHunger_Mag_3_Medium											0
00046941	MirelurkMeatCooked	4	2	0000397E	RestoreHealthFood	Restore Health	1	0.000000	0	25		002DB628	SURV_Food_Heal_Mag_3_Medium_Improved		002DB4F2	SURV_Food_Heal_Dur_Standard								0
00046941	MirelurkMeatCooked	4	3	00150732	FortifyActionPointsFood	Fortify Action Points Food	2	0.000000	0	1800		002DBFA1	SURV_Food_Effect_APMax_Mag_1_Low		002DBF92	SURV_Food_Effect_Any_Dur_1_Short								0
00046942	MirelurkSoftshellMeatCooked	4	0	00024056	DamageRadiationEating	Eating: Radiation Damage	3	0.000000	0	0		002DBF8D	SURV_Food_RadiationDamage_Mag_2_Medium											0
00046942	MirelurkSoftshellMeatCooked	4	1	00026874	SURV_Food_Effect	SURV_Food_Effect	4	0.000000	0	0		002DBF7F	SURV_Food_RestoreHunger_Mag_3_Medium_Improved											0
00046942	MirelurkSoftshellMeatCooked	4	2	0000397E	RestoreHealthFood	Restore Health	1	0.000000	0	25		002DBBEB	SURV_Food_Heal_Mag_4_Large_Improved		002DB4F2	SURV_Food_Heal_Dur_Standard								0
00046942	MirelurkSoftshellMeatCooked	4	3	00150732	FortifyActionPointsFood	Fortify Action Points Food	2	20.000000	0	1800		002DBFA2	SURV_Food_Effect_APMax_Mag_2_Medium		002DBF92	SURV_Food_Effect_Any_Dur_1_Short								0
00046943	MoleratMeatCooked	4	0	00024056	DamageRadiationEating	Eating: Radiation Damage	3	0.000000	0	0		002DBF8D	SURV_Food_RadiationDamage_Mag_2_Medium											0
00046943	MoleratMeatCooked	4	1	00026874	SURV_Food_Effect	SURV_Food_Effect	4	1800.000000	0	0		002DBF7E	SURV_Food_RestoreHunger_Mag_3_Medium											0
00046943	MoleratMeatCooked	4	2	0000397E	RestoreHealthFood	Restore Health	1	0.000000	0	25		002DB628	SURV_Food_Heal_Mag_3_Medium_Improved		002DB4F2	SURV_Food_Heal_Dur_Standard								0
00046943	MoleratMeatCooked	4	3	0015072E	FortifyStrengthFood	Fortify Strength Food	2	1.000000	0	1800		002DBF95	SURV_Food_Effect_SPECIAL_Mag_1_Low		002DBF92	SURV_Food_Effect_Any_Dur_1_Short								0
00046945	StingwingMeatCooked	4	0	00024056	DamageRadiationEating	Eating: Radiation Damage	3	5.000000	0	0		002DBF8D	SURV_Food_RadiationDamage_Mag_2_Medium											0
