WEAP_FormID	WEAP_EDID	WEAP_FULL	OBTE_Count	CombinationIndex	OBTF_EditorOnly	Combination_FULL	OBTS_IncludeCount	OBTS_PropertyCount	OBTS_LevelMin	OBTS_LevelMax	OBTS_Default	IncludeIndex	Include_Mod	Include_AttachPointIndex	Include_Optional	Include_DontUseAll
000913CA	Knife	Combat Knife	7	0		Default	2	0	0	0	True	1	mod_Shared_Melee_Paint_None "Default Appearance" [OMOD:005117BF]	0	False	True
000913CA	Knife	Combat Knife	7	1		Standard	2	0	0	0	False	0	mod_melee_Knife_Null "No Upgrade" [OMOD:0017650C]	0	False	True
000913CA	Knife	Combat Knife	7	1		Standard	2	0	0	0	False	1	mod_Shared_Melee_Paint_None "Default Appearance" [OMOD:005117BF]	0	False	True
000913CA	Knife	Combat Knife	7	2		Standard Epic	2	0	0	0	False	0	modcol_melee_Knife [OMOD:0023030E]	0	False	True
000913CA	Knife	Combat Knife	7	2		Standard Epic	2	0	0	0	False	1	mod_Shared_Melee_Paint_None "Default Appearance" [OMOD:005117BF]	0	False	True
000913CA	Knife	Combat Knife	7	3		Simple	2	0	0	0	False	0	mod_melee_Knife_Null "No Upgrade" [OMOD:0017650C]	0	False	True
000913CA	Knife	Combat Knife	7	3		Simple	2	0	0	0	False	1	mod_Shared_Melee_Paint_None "Default Appearance" [OMOD:005117BF]	0	False	True
000913CA	Knife	Combat Knife	7	5			6	0	0	0	False	0	mod_Legendary_Weapon1_Vampire "Vampire's" [OMOD:00527F84]	0	False	True
000913CA	Knife	Combat Knife	7	5			6	0	0	0	False	1	mod_Legendary_Weapon2_Melee_SwingSpeed "Rapid" [OMOD:001A7BDA]	0	False	True
000913CA	Knife	Combat Knife	7	5			6	0	0	0	False	2	mod_Legendary_Weapon3_Durability "Durability" [OMOD:0037F7D9]	0	False	True
000913CA	Knife	Combat Knife	7	5			6	0	0	0	False	3	mod_custom_CryptidJawboneKnife_Skin "Cryptid Jawbone Paint" [OMOD:007CEA9A]	0	False	True
000913CA	Knife	Combat Knife	7	5			6	0	0	0	False	4	mod_custom_CryptidJawboneKnife "Cryptid Jawbone Knife" [OMOD:006ABA10]	0	False	True
000913CA	Knife	Combat Knife	7	5			6	0	0	0	False	5	mod_melee_Knife_Null "No Upgrade" [OMOD:0017650C]	0	False	True
000913CA	Knife	Combat Knife	7	6			4	8	0	0	False	0	mod_custom_CosmicKnife "Cosmic Knife" [OMOD:00832CB6]	0	False	True
000913CA	Knife	Combat Knife	7	6			4	8	0	0	False	1	modcol_Legendary_Crafting_Weapon1 "Random Legendary Mod" [OMOD:007904EA]	0	False	True
000913CA	Knife	Combat Knife	7	6			4	8	0	0	False	2	mod_Legendary_Weapon2_DmgCrits "Vital" [OMOD:0052414B]	0	False	True
000913CA	Knife	Combat Knife	7	6			4	8	0	0	False	3	mod_Legendary_Weapon3_VATSCostAP "V.A.T.S. Optimized" [OMOD:00524154]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	0		Default	7	0	0	0	True	0	mod_UniversalOffset_Range_Shotgun "Range offset for Shotguns" [OMOD:000498A1]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	0		Default	7	0	0	0	True	1	mod_DoubleBarrelShotgun_receiver_Base "Standard Receiver" [OMOD:0027A5CF]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	0		Default	7	0	0	0	True	2	mod_DoubleBarrelShotgun_barrel_short_Base "Standard Short Barrel" [OMOD:0023D8A1]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	0		Default	7	0	0	0	True	3	mod_DoubleBarrelShotgun_SCOPE_ironsights_Base "Standard Sights" [OMOD:002D5D0B]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	0		Default	7	0	0	0	True	4	mod_Null_Muzzle "No Muzzle" [OMOD:0004F21D]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	0		Default	7	0	0	0	True	5	mod_DoubleBarrelShotgun_grip_Base "Standard Full Stock" [OMOD:0023D8F8]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	0		Default	7	0	0	0	True	6	mod_Shared_Weapon_Appearance_None "Default Appearance" [OMOD:0037D0C1]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	1		Standard	6	0	0	0	False	0	mod_UniversalOffset_Range_Shotgun "Range offset for Shotguns" [OMOD:000498A1]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	1		Standard	6	0	0	0	False	1	mod_DoubleBarrelShotgun_receiver_Base "Standard Receiver" [OMOD:0027A5CF]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	1		Standard	6	0	0	0	False	2	mod_DoubleBarrelShotgun_barrel_short_Base "Standard Short Barrel" [OMOD:0023D8A1]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	1		Standard	6	0	0	0	False	3	mod_DoubleBarrelShotgun_SCOPE_ironsights_Base "Standard Sights" [OMOD:002D5D0B]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	1		Standard	6	0	0	0	False	4	mod_Null_Muzzle "No Muzzle" [OMOD:0004F21D]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	1		Standard	6	0	0	0	False	5	mod_DoubleBarrelShotgun_grip_Base "Standard Full Stock" [OMOD:0023D8F8]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	2		Short Epic	6	0	0	0	False	0	mod_UniversalOffset_Range_Shotgun "Range offset for Shotguns" [OMOD:000498A1]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	2		Short Epic	6	0	0	0	False	1	modcol_DoubleBarrelShotgun_Receivers [OMOD:001C6F3B]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	2		Short Epic	6	0	0	0	False	2	modcol_DoubleBarrelShotgun_Grips [OMOD:001C6F39]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	2		Short Epic	6	0	0	0	False	3	modcol_DoubleBarrelShotgun_Barrels [OMOD:001C6F38]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	2		Short Epic	6	0	0	0	False	4	modcol_DoubleBarrelShotgun_Scopes [OMOD:001C6F3C]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	2		Short Epic	6	0	0	0	False	5	modcol_DoubleBarrelShotgun_Muzzles [OMOD:001C6F3A]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	3		Simple	6	0	0	0	False	0	mod_UniversalOffset_Range_Shotgun "Range offset for Shotguns" [OMOD:000498A1]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	3		Simple	6	0	0	0	False	1	mod_DoubleBarrelShotgun_receiver_Base "Standard Receiver" [OMOD:0027A5CF]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	3		Simple	6	0	0	0	False	2	mod_DoubleBarrelShotgun_barrel_short_Base "Standard Short Barrel" [OMOD:0023D8A1]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	3		Simple	6	0	0	0	False	3	mod_DoubleBarrelShotgun_SCOPE_ironsights_Base "Standard Sights" [OMOD:002D5D0B]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	3		Simple	6	0	0	0	False	4	mod_Null_Muzzle "No Muzzle" [OMOD:0004F21D]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	3		Simple	6	0	0	0	False	5	mod_DoubleBarrelShotgun_grip_Base "Standard Full Stock" [OMOD:0023D8F8]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	5		Simple	6	0	0	0	False	0	mod_UniversalOffset_Range_Shotgun "Range offset for Shotguns" [OMOD:000498A1]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	5		Simple	6	0	0	0	False	1	modcol_DoubleBarrelShotgun_Receivers [OMOD:001C6F3B]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	5		Simple	6	0	0	0	False	2	modcol_DoubleBarrelShotgun_Grips [OMOD:001C6F39]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	5		Simple	6	0	0	0	False	3	modcol_DoubleBarrelShotgun_Barrels [OMOD:001C6F38]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	5		Simple	6	0	0	0	False	4	modcol_DoubleBarrelShotgun_Scopes [OMOD:001C6F3C]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	5		Simple	6	0	0	0	False	5	modcol_DoubleBarrelShotgun_Muzzles [OMOD:001C6F3A]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	7		Salt of the Earth	10	0	0	0	False	0	mod_UniversalOffset_Range_Shotgun "Range offset for Shotguns" [OMOD:000498A1]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	7		Salt of the Earth	10	0	0	0	False	1	mod_DoubleBarrelShotgun_Receiver_FastTrigger-HipAccuracy "Steadfast Receiver" [OMOD:0029D4C4]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	7		Salt of the Earth	10	0	0	0	False	2	mod_DoubleBarrelShotgun_Barrel_Short_Recoil-HipAccuracy "Aligned Short Barrel" [OMOD:0023D8DD]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	7		Salt of the Earth	10	0	0	0	False	3	mod_DoubleBarrelShotgun_SCOPE_ironsights_Base "Standard Sights" [OMOD:002D5D0B]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	7		Salt of the Earth	10	0	0	0	False	4	mod_Null_Muzzle "No Muzzle" [OMOD:0004F21D]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	7		Salt of the Earth	10	0	0	0	False	5	mod_DoubleBarrelShotgun_grip_HipAccuracy-SecondaryDMG "Precise Stock" [OMOD:0023D90E]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	7		Salt of the Earth	10	0	0	0	False	6	modcol_Legendary_Crafting_Weapon1 "Random Legendary Mod" [OMOD:007904EA]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	7		Salt of the Earth	10	0	0	0	False	7	modcol_Legendary_Crafting_Weapon2 "Random Legendary Mod" [OMOD:007904EB]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	7		Salt of the Earth	10	0	0	0	False	8	mod_Legendary_Weapon3_Guns_ReloadSpeed "Swift" [OMOD:00524150]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	7		Salt of the Earth	10	0	0	0	False	9	mod_Custom_SaltOfTheEarth "Salt Of The Earth" [OMOD:008F0DCD]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	8		Cold Shoulder	11	0	0	0	False	0	mod_UniversalOffset_Range_Shotgun "Range offset for Shotguns" [OMOD:000498A1]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	8		Cold Shoulder	11	0	0	0	False	1	mod_DoubleBarrelShotgun_barrel_long_Base "Standard Long Barrel" [OMOD:0023D89A]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	8		Cold Shoulder	11	0	0	0	False	2	mod_DoubleBarrelShotgun_receiver_Base "Standard Receiver" [OMOD:0027A5CF]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	8		Cold Shoulder	11	0	0	0	False	3	mod_DoubleBarrelShotgun_SCOPE_ironsights_Base "Standard Sights" [OMOD:002D5D0B]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	8		Cold Shoulder	11	0	0	0	False	4	mod_Null_Muzzle "No Muzzle" [OMOD:0004F21D]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	8		Cold Shoulder	11	0	0	0	False	5	mod_DoubleBarrelShotgun_grip_Recoil "Stabilized Stock" [OMOD:0023D904]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	8		Cold Shoulder	11	0	0	0	False	6	mod_custom_Coldshoulder_DmgvsCryptid "Paranormal Mod" [OMOD:00690C7D]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	8		Cold Shoulder	11	0	0	0	False	7	mod_DoubleBarrel_Weapon_Paint_ColdShoulder "Cold Shoulder Paint" [OMOD:00692ECC]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	8		Cold Shoulder	11	0	0	0	False	8	mod_Legendary_Weapon1_Guns_AmmoCapacity4x "Quad" [OMOD:004F6AB1]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	8		Cold Shoulder	11	0	0	0	False	9	modcol_Legendary_Crafting_Weapon2 "Random Legendary Mod" [OMOD:007904EB]	0	False	True
00092217	DoubleBarrelShotgun	Double-Barrel Shotgun	9	8		Cold Shoulder	11	0	0	0	False	10	modcol_Legendary_Crafting_Weapon3 "Random Legendary Mod" [OMOD:007904EC]	0	False	True
0005524B	Knuckles	Knuckles	6	0		Default	1	0	0	0	True	0	mod_melee_Null_MeleeMod "No Upgrade" [OMOD:000E7C3E]	0	False	True
0005524B	Knuckles	Knuckles	6	1		Standard	1	0	0	0	False	0	mod_melee_Null_MeleeMod "No Upgrade" [OMOD:000E7C3E]	0	False	True
0005524B	Knuckles	Knuckles	6	2		Standard Epic	1	0	0	0	False	0	modcol_melee_Knuckles [OMOD:0023030F]	0	False	True
0005524B	Knuckles	Knuckles	6	3		Simple	1	0	0	0	False	0	mod_melee_Null_MeleeMod "No Upgrade" [OMOD:000E7C3E]	0	False	True
0005524B	Knuckles	Knuckles	6	5			3	0	0	0	False	0	mod_melee_Null_MeleeMod "No Upgrade" [OMOD:000E7C3E]	0	False	True
0005524B	Knuckles	Knuckles	6	5			3	0	0	0	False	1	mod_Legendary_Weapon1_Vampire "Vampire's" [OMOD:00527F84]	1	False	True
0005524B	Knuckles	Knuckles	6	5			3	0	0	0	False	2	mod_Legendary_Weapon2_Melee_DamagePowerAttack "Heavy Hitter's" [OMOD:001A7BE2]	0	False	True
0005C250	Board	Board	5	0		Default	1	0	0	0	True	0	mod_melee_Null_MeleeMod "No Upgrade" [OMOD:000E7C3E]	0	False	True
0005C250	Board	Board	5	1		Standard	1	0	0	0	False	0	mod_melee_Null_MeleeMod "No Upgrade" [OMOD:000E7C3E]	0	False	True
0005C250	Board	Board	5	2		Standard Epic	1	0	0	0	False	0	modcol_melee_Board [OMOD:00230301]	0	False	True
0005C250	Board	Board	5	3		Simple	1	0	0	0	False	0	mod_melee_Null_MeleeMod "No Upgrade" [OMOD:000E7C3E]	0	False	True
0009983B	LaserGun	Laser	27	0		Default	6	0	0	0	True	0	mod_LaserGun_receiver_Base "Standard Capacitor" [OMOD:003129C6]	0	False	True
0009983B	LaserGun	Laser	27	0		Default	6	0	0	0	True	1	mod_LaserGun_barrel_Short_Base "Standard Short Barrel" [OMOD:0031297E]	0	False	True
0009983B	LaserGun	Laser	27	0		Default	6	0	0	0	True	2	mod_LaserGun_grip_Base "Standard Grip" [OMOD:0031299A]	0	False	True
0009983B	LaserGun	Laser	27	0		Default	6	0	0	0	True	3	mod_LaserGun_SCOPE_ironsights_Base "Standard Sights" [OMOD:00312A2B]	0	False	True
0009983B	LaserGun	Laser	27	0		Default	6	0	0	0	True	4	mod_Null_Muzzle "No Muzzle" [OMOD:0004F21D]	0	False	True
0009983B	LaserGun	Laser	27	0		Default	6	0	0	0	True	5	mod_Shared_Weapon_Appearance_None "Default Appearance" [OMOD:0037D0C1]	0	False	True
0009983B	LaserGun	Laser	27	1		Simple Pistol	6	0	0	0	False	0	mod_LaserGun_receiver_Base "Standard Capacitor" [OMOD:003129C6]	0	False	True
0009983B	LaserGun	Laser	27	1		Simple Pistol	6	0	0	0	False	1	mod_LaserGun_barrel_Short_Base "Standard Short Barrel" [OMOD:0031297E]	0	False	True
0009983B	LaserGun	Laser	27	1		Simple Pistol	6	0	0	0	False	2	mod_LaserGun_grip_Base "Standard Grip" [OMOD:0031299A]	0	False	True
0009983B	LaserGun	Laser	27	1		Simple Pistol	6	0	0	0	False	3	mod_LaserGun_SCOPE_ironsights_Base "Standard Sights" [OMOD:00312A2B]	0	False	True
0009983B	LaserGun	Laser	27	1		Simple Pistol	6	0	0	0	False	4	mod_Null_Muzzle "No Muzzle" [OMOD:0004F21D]	0	False	True
0009983B	LaserGun	Laser	27	1		Simple Pistol	6	0	0	0	False	5	mod_Shared_Weapon_Appearance_None "Default Appearance" [OMOD:0037D0C1]	0	False	True
0009983B	LaserGun	Laser	27	2		Simple Rifle	6	0	0	0	False	0	mod_LaserGun_receiver_Base "Standard Capacitor" [OMOD:003129C6]	0	False	True
0009983B	LaserGun	Laser	27	2		Simple Rifle	6	0	0	0	False	1	mod_LaserGun_barrel_long_Base "Standard Long Barrel" [OMOD:00312971]	0	False	True
0009983B	LaserGun	Laser	27	2		Simple Rifle	6	0	0	0	False	2	mod_LaserGun_SCOPE_ironsights_Base "Standard Sights" [OMOD:00312A2B]	0	False	True
0009983B	LaserGun	Laser	27	2		Simple Rifle	6	0	0	0	False	3	mod_Null_Muzzle "No Muzzle" [OMOD:0004F21D]	0	False	True
0009983B	LaserGun	Laser	27	2		Simple Rifle	6	0	0	0	False	4	mod_LaserGun_Grip_Recoil "Stabilized Stock" [OMOD:003129A3]	0	False	True
0009983B	LaserGun	Laser	27	2		Simple Rifle	6	0	0	0	False	5	mod_Shared_Weapon_Appearance_None "Default Appearance" [OMOD:0037D0C1]	0	False	True
0009983B	LaserGun	Laser	27	3		Random	6	0	0	0	False	0	modcol_LaserGun_Receivers [OMOD:001879D6]	0	False	True
0009983B	LaserGun	Laser	27	3		Random	6	0	0	0	False	1	modcol_LaserGun_Barrels_Any [OMOD:001879CF]	0	False	True
0009983B	LaserGun	Laser	27	3		Random	6	0	0	0	False	2	modcol_LaserGun_Grips_Any [OMOD:001879D2]	0	False	True
0009983B	LaserGun	Laser	27	3		Random	6	0	0	0	False	3	modcol_LaserGun_Scopes_Any [OMOD:001879D7]	0	False	True
0009983B	LaserGun	Laser	27	3		Random	6	0	0	0	False	4	modcol_LaserGun_Muzzles_Any [OMOD:001879D5]	0	False	True
0009983B	LaserGun	Laser	27	3		Random	6	0	0	0	False	5	mod_Shared_Weapon_Appearance_None "Default Appearance" [OMOD:0037D0C1]	0	False	True
0009983B	LaserGun	Laser	27	4		Auto Pistol	6	0	0	0	False	0	mod_LaserGun_receiver_Base "Standard Capacitor" [OMOD:003129C6]	0	False	True
0009983B	LaserGun	Laser	27	4		Auto Pistol	6	0	0	0	False	1	mod_LaserGun_barrel_Spinning_Base "Standard Automatic Barrel" [OMOD:0031298C]	0	False	True
0009983B	LaserGun	Laser	27	4		Auto Pistol	6	0	0	0	False	2	mod_LaserGun_grip_Base "Standard Grip" [OMOD:0031299A]	0	False	True
0009983B	LaserGun	Laser	27	4		Auto Pistol	6	0	0	0	False	3	mod_LaserGun_SCOPE_ironsights_Base "Standard Sights" [OMOD:00312A2B]	0	False	True
0009983B	LaserGun	Laser	27	4		Auto Pistol	6	0	0	0	False	4	mod_Null_Muzzle "No Muzzle" [OMOD:0004F21D]	0	False	True
0009983B	LaserGun	Laser	27	4		Auto Pistol	6	0	0	0	False	5	mod_Shared_Weapon_Appearance_None "Default Appearance" [OMOD:0037D0C1]	0	False	True
0009983B	LaserGun	Laser	27	5		SMG	6	0	0	0	False	0	mod_LaserGun_receiver_Base "Standard Capacitor" [OMOD:003129C6]	0	False	True
0009983B	LaserGun	Laser	27	5		SMG	6	0	0	0	False	1	mod_LaserGun_barrel_Spinning_Base "Standard Automatic Barrel" [OMOD:0031298C]	0	False	True
0009983B	LaserGun	Laser	27	5		SMG	6	0	0	0	False	2	mod_LaserGun_SCOPE_ironsights_Base "Standard Sights" [OMOD:00312A2B]	0	False	True
0009983B	LaserGun	Laser	27	5		SMG	6	0	0	0	False	3	mod_Null_Muzzle "No Muzzle" [OMOD:0004F21D]	0	False	True
0009983B	LaserGun	Laser	27	5		SMG	6	0	0	0	False	4	mod_LaserGun_grip_Base "Standard Grip" [OMOD:0031299A]	0	False	True
0009983B	LaserGun	Laser	27	5		SMG	6	0	0	0	False	5	mod_Shared_Weapon_Appearance_None "Default Appearance" [OMOD:0037D0C1]	0	False	True
0009983B	LaserGun	Laser	27	6		Short Rifle	6	0	0	0	False	0	mod_LaserGun_receiver_Base "Standard Capacitor" [OMOD:003129C6]	0	False	True
0009983B	LaserGun	Laser	27	6		Short Rifle	6	0	0	0	False	1	mod_LaserGun_barrel_Short_Base "Standard Short Barrel" [OMOD:0031297E]	0	False	True
0009983B	LaserGun	Laser	27	6		Short Rifle	6	0	0	0	False	2	mod_LaserGun_SCOPE_ironsights_Base "Standard Sights" [OMOD:00312A2B]	0	False	True
0009983B	LaserGun	Laser	27	6		Short Rifle	6	0	0	0	False	3	mod_Null_Muzzle "No Muzzle" [OMOD:0004F21D]	0	False	True
0009983B	LaserGun	Laser	27	6		Short Rifle	6	0	0	0	False	4	mod_LaserGun_Grip_Recoil "Stabilized Stock" [OMOD:003129A3]	0	False	True
0009983B	LaserGun	Laser	27	6		Short Rifle	6	0	0	0	False	5	mod_Shared_Weapon_Appearance_None "Default Appearance" [OMOD:0037D0C1]	0	False	True
0009983B	LaserGun	Laser	27	7		Rifle	6	0	0	0	False	0	mod_LaserGun_receiver_Base "Standard Capacitor" [OMOD:003129C6]	0	False	True
0009983B	LaserGun	Laser	27	7		Rifle	6	0	0	0	False	1	mod_LaserGun_barrel_long_Base "Standard Long Barrel" [OMOD:00312971]	0	False	True
0009983B	LaserGun	Laser	27	7		Rifle	6	0	0	0	False	2	mod_LaserGun_SCOPE_ironsights_Base "Standard Sights" [OMOD:00312A2B]	0	False	True
