BaseFormID	BaseEDID	BaseName	RefFormID	RefEDID	WorldspaceEDID	WorldspaceFormID	CellEDID	CellFormID	X	Y	Z	RotZ
000355A1	MTRZ05MiningSite	Dig Site	0039EFFB						-156504.734375	-146005.015625	13607.666016	270.0000
000355A1	MTRZ05MiningSite	Dig Site	0039EFFC						-116104.898438	-109385.757813	21990.445312	6.7469
000355A1	MTRZ05MiningSite	Dig Site	0039EFFD						-121755.023438	-99051.554688	21293.513672	0.0000
000355A1	MTRZ05MiningSite	Dig Site	0039EFFE						-128251.140625	-93420.992187	21554.179688	270.0000
000355A1	MTRZ05MiningSite	Dig Site	0039EFFF						-120509.265625	-94341.625000	19563.164063	268.2012
000355A1	MTRZ05MiningSite	Dig Site	0039F000						-111182.390625	-103610.312500	19704.697265	270.0000
000355A1	MTRZ05MiningSite	Dig Site	0039F001						-100916.531250	-111391.093750	20329.689453	359.8256
000355A1	MTRZ05MiningSite	Dig Site	0039F002						-99881.625000	-117483.625000	19058.738281	270.0000
000355A1	MTRZ05MiningSite	Dig Site	0039F003						-102610.390625	-126199.867187	19104.000000	270.0000
000355A1	MTRZ05MiningSite	Dig Site	0039F004						-128239.265625	-83619.609375	17156.113282	359.3896
000355A1	MTRZ05MiningSite	Dig Site	0039F005						-135924.250000	-83604.859375	16284.532227	359.3827
000355A1	MTRZ05MiningSite	Dig Site	0039F006						-143857.890625	-87225.046875	16050.008789	270.0000
000355A1	MTRZ05MiningSite	Dig Site	0039F007						-143928.171875	-79345.585938	13032.044922	304.3775
000355A1	MTRZ05MiningSite	Dig Site	0039F008						-135594.031250	-69467.359375	12501.492187	0.0000
000355A1	MTRZ05MiningSite	Dig Site	0039F009						-130669.859375	-70985.750000	13523.586914	301.5127
000355A1	MTRZ05MiningSite	Dig Site	0039F00A						-122453.664063	-73288.335938	13767.674804	275.7296
000355A1	MTRZ05MiningSite	Dig Site	0039F00B						-117144.585937	-83795.460937	13644.262696	353.7738
000355A1	MTRZ05MiningSite	Dig Site	0039F00C						-67203.945312	-99363.781250	16366.022461	268.9827
000355A1	MTRZ05MiningSite	Dig Site	0039F00D						-74131.585938	-121238.984375	19931.380860	270.4886
000355A1	MTRZ05MiningSite	Dig Site	0039F00F						-66356.312500	-111009.210938	21342.947266	270.0000
000355A1	MTRZ05MiningSite	Dig Site	0039F011						-74934.382813	-103779.296875	18504.552734	343.1442
000355A1	MTRZ05MiningSite	Dig Site	0039F012						-51602.011719	-126141.750000	22224.000000	270.0000
000355A1	MTRZ05MiningSite	Dig Site	0039F013						-64215.750000	-137954.625000	24111.601562	357.9731
000355A1	MTRZ05MiningSite	Dig Site	0039F014						-69442.335938	-138766.171875	26316.820313	318.7014
000355A1	MTRZ05MiningSite	Dig Site	0039F015						-58635.496094	-141658.890625	27331.642578	270.0000
000355A1	MTRZ05MiningSite	Dig Site	0039F016						-45314.347657	-116463.617188	22304.000000	270.0000
000355A1	MTRZ05MiningSite	Dig Site	0039F017						-51477.851562	-113555.601562	22220.277344	0.0000
000355A1	MTRZ05MiningSite	Dig Site	0039F018						-59036.417969	-121180.625000	21228.101562	40.1070
000355A1	MTRZ05MiningSite	Dig Site	00660D33						-74996.554688	-112660.164063	19128.980469	270.0000
000355A1	MTRZ05MiningSite	Dig Site	00660D34						-73296.789063	-107656.140625	18441.367187	270.0000
0038C2EF	TreasureMapMoundActivator01	Mound	0038B328	TreasureMapActivator01					-177856.187500	66008.125000	37.641667	0.0000
0038C2D6	TreasureMapMoundActivator02	Mound	0038B252	TreasureMapActivator02					-158059.796875	-40684.777343	9240.047852	0.0000
0038C2D0	TreasureMapMoundActivator03	Mound	0038B220	TreasureMapActivator03					-135648.562500	-65181.511718	10649.833984	311.1840
0038C2BA	TreasureMapMoundActivator04	Mound	0038B1F2	TreasureMapActivator04					-126027.656250	-143726.750000	20611.554688	81.0104
