QuestFormID	QuestEDID	AllyGuess	SceneFormID	SceneEDID	SceneFlags	PhaseCount	ActorCount	ActorAliases	Conditions	Scripts
005C40FD	BS01_COMP_Medic_Camp	Medic	005C4213	BS01_COMP_Medic_CAMP_MedicalServices	Show All Text ; Unknown 5 ; No Follower Idle Chatter	5	1	000 Solomon		
005C40FD	BS01_COMP_Medic_Camp	Medic	005C4214	BS01_COMP_Medic_CAMP_PersonalQuestions	Show All Text ; Unknown 5 ; No Follower Idle Chatter	8	1	000 Solomon		
00585BD2	COMP_Quest_Intro_Lite_Scavenger	Scavenger	00585D1B	COMP_Scene_Hire_Scavenger	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 14	5	1	003 Ally		
00582173	COMP_Quest_Intro_Lite_Wanderer	Wanderer	00585CC1	COMP_Scene_Hired_Wanderer	Show All Text ; Unknown 14	2	1	003 Ally		
00582173	COMP_Quest_Intro_Lite_Wanderer	Wanderer	00585D1A	COMP_Scene_Available_Wanderer	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 14	4	1	003 Ally		
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	00582E56	COMP_Scene_Available_Beggar	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 14	5	1	003 Ally		
00582172	COMP_Quest_Intro_Lite_Beggar	Beggar	00585BB8	COMP_Scene_Hired_Beggar	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 14	2	1	003 Ally		
00582171	COMP_Quest_Camp_Lite_Scavenger	Scavenger	00582E4F	Scene_RadiantQuest_COMP_Scavenger	Show All Text ; Unknown 5 ; No Follower Idle Chatter	4	1	000 Ally		
0058216F	COMP_Quest_Camp_Lite_Hunter	Hunter	00582E4D	Scene_RadiantQuest_COMP_Hunter	Show All Text ; Unknown 5 ; No Follower Idle Chatter	4	1	000 Ally		
0058216E	COMP_Quest_Camp_Lite_Wanderer	Wanderer	00582E49	Scene_RadiantQuest_COMP_Wanderer	Show All Text ; Unknown 5 ; No Follower Idle Chatter	4	1	000 Ally		
0058216B	COMP_Conversation_Beckett_Visitor_004_Sage	Beckett	00590A05	COMP_VisitorScene_Sage_004	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	8	3	002 Visitor ; 001 Beckett ; 000 Player		
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	00582E2C	COMP_Scene_Beckett_Radiants	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	5	1	001 Beckett		
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	00589484	COMP_Scene_Beckett_Story000_SadDiary	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	7	1	001 Beckett		
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	00589485	COMP_Scene_Beckett__Chat000_SadDiary	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	1	1	001 Beckett		
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	005909DD	COMP_Scene_Beckett_Story001_Cultist	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	5	1	001 Beckett		
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	005909DE	COMP_Scene_Beckett_Story002_Key	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	4	1	001 Beckett		
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	005909DF	COMP_Scene_Beckett_Story003_Betrayer	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	4	1	001 Beckett		
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	005909E0	COMP_Scene_Beckett_Story004_Cave	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	4	1	001 Beckett		
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	005909E1	COMP_Scene_Beckett_Story005_Blood	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	4	1	001 Beckett		
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	005909E2	COMP_Scene_Beckett_Story006_Pet	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	3	1	001 Beckett		
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	005909E4	COMP_Scene_Beckett_Story007_DJ	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	3	1	001 Beckett		
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	005909E5	COMP_Scene_Beckett_Story008_MissNanny	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	6	1	001 Beckett		
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	005909E6	COMP_Scene_Beckett_Story009_Holotapes	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	8	1	001 Beckett		
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	005909E7	COMP_Scene_Beckett_Story010_PoisonedFood	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	5	1	001 Beckett		
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	005909E9	COMP_Scene_Beckett_Story011_Eye	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	7	1	001 Beckett		
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	005909EC	COMP_Scene_Beckett__Chat001_Cultist	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	2	1	001 Beckett		
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	005909ED	COMP_Scene_Beckett__Chat002_Key	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	2	1	001 Beckett		
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	005909EE	COMP_Scene_Beckett__Chat003_Betrayer	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	2	1	001 Beckett		
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	005909EF	COMP_Scene_Beckett__Chat004_Cave	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	2	1	001 Beckett		
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	005909F0	COMP_Scene_Beckett__Chat005_Blood	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	2	1	001 Beckett		
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	005909F1	COMP_Scene_Beckett__Chat006_Pet	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	2	1	001 Beckett		
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	005909F3	COMP_Scene_Beckett__Chat007_DJ	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	2	1	001 Beckett		
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	005909F4	COMP_Scene_Beckett__Chat009_Holotapes	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	2	1	001 Beckett		
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	005909F5	COMP_Scene_Beckett__Chat010_PoisonedFood	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	2	1	001 Beckett		
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	005909F7	COMP_Scene_Beckett__Chat011_Eye	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	2	1	001 Beckett		
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	005909FB	COMP_Scene_Beckett__Chat008_MissNanny	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	2	1	001 Beckett		
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	005909FD	COMP_Scene_Beckett_Bar	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	6	1	001 Beckett		
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	005A061E	COMP_Scene_Beckett_Outro_Handoff	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	5	1	001 Beckett		
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	005A0F49	COMP_Scene_Beckett_Romance	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	13	1	001 Beckett		
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	005A1020	COMP_Scene_Beckett_PostQuestChat	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	1	1	001 Beckett		
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	005A1021	COMP_Scene_Beckett_BreakUp	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	3	1	001 Beckett		
00582162	COMP_Quest_Camp_Full_Beckett	Beckett	005A11E3	COMP_Scene_Beckett_RomanceRepeat	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	4	1	001 Beckett		
00582157	COMP_Conversation_Beckett_Visitor_PQ_Pet	Beckett	00590A07	COMP_VisitorScene_Dog_PQ	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	6	3	002 Dog ; 001 Beckett ; 000 Player		
00582156	COMP_Conversation_Beckett_Visitor_011_Sage	Beckett	00590A12	COMP_VisitorScene_Beckett_011_Sage	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	10	2	002 Sage ; 001 Beckett		
00582155	COMP_Quest_Camp_Lite_Beggar	Beggar	00582E50	Scene_RadiantQuest_COMP_Beggar	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	4	1	000 Ally		
00582153	COMP_Quest_Intro_Lite_Hunter	Hunter	00585D19	COMP_Scene_Hire_Hunter	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 14	5	1	003 Ally		
00574623	COMP_Conversation_Astronaut_Emerson_017_Optional	Astronaut	00574697	COMP_Conversation_Astronaut_SceneEmerson_017_Optional	Begin on Quest Start ; Show All Text ; Unknown 5 ; No Follower Idle Chatter	5	2	002 Visitor ; 001 Astronaut		
00574621	COMP_Conversation_Astronaut_Athena_017_Optional	Astronaut	00574699	COMP_ConversationScene_Athena_017_Optional	Show All Text ; Unknown 5 ; No Follower Idle Chatter ; Unknown 13	11	2	002 Visitor ; 001 Astronaut		
